Sp,Latitude,Longitude,Month,Year,YearRescale,Sex,Wing_Length,FocalMonthLateLarval
Anthocharis cardamines,54.383331,-0.831608,6,1920,1.2,female,20.403,JulyBefore
Anthocharis cardamines,54.383331,-0.831608,5,1920,1.2,female,19.499,JulyBefore
Anthocharis cardamines,52.338685,0.13237,4,1920,1.2,male,17.989,JulyBefore
Anthocharis cardamines,51.513961,-1.206343,5,1922,1.22,male,19.199,JulyBefore
Gonepteryx rhamni,51.099254,-2.938838,8,1925,1.25,male,28.623,June
Gonepteryx rhamni,51.099254,-2.938838,8,1926,1.26,male,28.8,June
Gonepteryx rhamni,52.338685,0.13237,4,1930,1.3,male,27.532,June
Gonepteryx rhamni,51.067775,-1.28873,7,1930,1.3,female,30.454,June
Gonepteryx rhamni,51.808155,-1.287024,8,1933,1.33,male,27.811,June
Gonepteryx rhamni,51.099254,-2.938838,8,1934,1.34,male,28.798,June
Leptidea sinapis,52.332389,-0.823832,6,1937,1.37,male,20.412,JulyBefore
Leptidea sinapis,52.332389,-0.823832,6,1937,1.37,male,21.157,JulyBefore
Leptidea sinapis,52.332389,-0.823832,6,1937,1.37,male,21.224,JulyBefore
Leptidea sinapis,52.332389,-0.823832,5,1937,1.37,male,21.694,JulyBefore
Leptidea sinapis,52.332389,-0.823832,6,1938,1.38,male,20.085,JulyBefore
Leptidea sinapis,52.332389,-0.823832,6,1938,1.38,female,20.092,JulyBefore
Leptidea sinapis,52.332389,-0.823832,5,1939,1.39,male,20.786,JulyBefore
Anthocharis cardamines,52.338685,0.13237,5,1940,1.4,male,17.947,JulyBefore
Anthocharis cardamines,52.338685,0.13237,5,1940,1.4,male,20.502,JulyBefore
Gonepteryx rhamni,51.548796,-0.273039,8,1941,1.41,female,28.177,June
Gonepteryx rhamni,51.829391,-0.218673,8,1944,1.44,male,27.333,June
Gonepteryx rhamni,51.829391,-0.218673,4,1944,1.44,male,29.108,June
Gonepteryx rhamni,51.2695,-0.373578,4,1946,1.46,female,29.372,June
Pieris brassicae,52.104172,-2.747236,7,1946,1.46,female,25.57,June
Pieris brassicae,52.104172,-2.747236,7,1946,1.46,female,29.697,June
Pieris brassicae,52.104172,-2.747236,7,1946,1.46,male,28.094,June
Anthocharis cardamines,54.198766,-4.562,5,1946,1.46,male,19.917,JulyBefore
Anthocharis cardamines,54.198766,-4.562,5,1946,1.46,male,18.619,JulyBefore
Anthocharis cardamines,54.198766,-4.562,5,1946,1.46,male,20.517,JulyBefore
Anthocharis cardamines,54.198766,-4.562,5,1946,1.46,male,20.543,JulyBefore
Anthocharis cardamines,54.198766,-4.562,5,1946,1.46,male,21.141,JulyBefore
Anthocharis cardamines,54.198766,-4.562,5,1946,1.46,male,19.096,JulyBefore
Anthocharis cardamines,54.198766,-4.562,5,1946,1.46,male,18.319,JulyBefore
Gonepteryx rhamni,50.761012,-3.810213,8,1947,1.47,male,28.431,June
Gonepteryx rhamni,51.219673,0.73193,7,1948,1.48,female,29.04,June
Gonepteryx rhamni,51.219673,0.73193,7,1948,1.48,female,29.351,June
Pieris brassicae,51.067775,-1.28873,7,1949,1.49,male,29.677,June
Pieris brassicae,51.067775,-1.28873,8,1949,1.49,female,28.917,June
Leptidea sinapis,51.2695,-0.373578,5,1949,1.49,male,19.854,JulyBefore
Leptidea sinapis,51.2695,-0.373578,5,1950,1.5,male,19.737,JulyBefore
Gonepteryx rhamni,52.338685,0.13237,5,1953,1.53,male,27.164,June
Gonepteryx rhamni,52.338685,0.13237,5,1953,1.53,male,27.704,June
Gonepteryx rhamni,51.2695,-0.373578,8,1954,1.54,male,27.841,June
Gonepteryx rhamni,51.067775,-1.28873,8,1956,1.56,female,27.767,June
Anthocharis cardamines,51.067775,-1.28873,6,1956,1.56,female,22.464,JulyBefore
Gonepteryx rhamni,51.827269,-0.790141,8,1958,1.58,female,31.145,June
Gonepteryx rhamni,51.827269,-0.790141,8,1958,1.58,female,29.814,June
Leptidea sinapis,50.836456,-0.534602,5,1959,1.59,female,20.25,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1961,1.61,male,30.403,June
Gonepteryx rhamni,51.067775,-1.28873,8,1963,1.63,male,30.703,June
Gonepteryx rhamni,52.079349,-0.448281,8,1964,1.64,male,30.041,June
Gonepteryx rhamni,51.067775,-1.28873,9,1964,1.64,female,28.707,June
Gonepteryx rhamni,51.067775,-1.28873,9,1964,1.64,female,30.559,June
Gonepteryx rhamni,50.836456,-0.534602,8,1964,1.64,male,29.432,June
Anthocharis cardamines,51.2695,-0.373578,5,1964,1.64,male,21.685,JulyBefore
Leptidea sinapis,51.827269,-0.790141,5,1964,1.64,female,20.258,JulyBefore
Leptidea sinapis,51.827269,-0.790141,5,1964,1.64,male,18.82,JulyBefore
Gonepteryx rhamni,51.827269,-0.790141,8,1965,1.65,female,31.073,June
Gonepteryx rhamni,51.827269,-0.790141,7,1965,1.65,female,29.224,June
Anthocharis cardamines,51.067775,-1.28873,5,1965,1.65,female,22.468,JulyBefore
Anthocharis cardamines,51.067775,-1.28873,5,1965,1.65,female,21.786,JulyBefore
Anthocharis cardamines,51.067775,-1.28873,5,1965,1.65,male,21.486,JulyBefore
Leptidea sinapis,51.2695,-0.373578,6,1965,1.65,male,20.25,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1965,1.65,male,19.538,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1966,1.66,female,31.041,June
Gonepteryx rhamni,51.827269,-0.790141,8,1966,1.66,female,27.139,June
Pieris brassicae,51.067775,-1.28873,9,1967,1.67,male,29.557,June
Pieris brassicae,50.836456,-0.534602,8,1967,1.67,female,30.577,June
Pieris brassicae,51.219673,0.73193,8,1968,1.68,male,30.696,June
Anthocharis cardamines,51.067775,-1.28873,6,1968,1.68,male,15.974,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1968,1.68,female,20.604,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1968,1.68,male,20.005,JulyBefore
Anthocharis cardamines,51.067775,-1.28873,5,1969,1.69,male,20.82,JulyBefore
Anthocharis cardamines,57.247803,-4.314882,6,1970,1.7,male,20.29,JulyBefore
Anthocharis cardamines,57.247803,-4.314882,6,1970,1.7,male,20.158,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1971,1.71,male,28.27,June
Gonepteryx rhamni,51.067775,-1.28873,8,1971,1.71,male,29.562,June
Gonepteryx rhamni,51.067775,-1.28873,8,1971,1.71,male,30.076,June
Pieris brassicae,50.406361,-4.827447,8,1971,1.71,male,28.388,June
Pieris brassicae,50.406361,-4.827447,8,1971,1.71,male,30.19,June
Pieris brassicae,50.406361,-4.827447,8,1971,1.71,female,30.062,June
Pieris brassicae,50.406361,-4.827447,8,1971,1.71,female,32.258,June
Anthocharis cardamines,52.323728,-3.409909,5,1971,1.71,female,21.368,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1973,1.73,female,29.671,June
Gonepteryx rhamni,51.827269,-0.790141,8,1973,1.73,male,29.943,June
Anthocharis cardamines,51.067775,-1.28873,6,1973,1.73,female,24.31,JulyBefore
Anthocharis cardamines,51.067775,-1.28873,5,1973,1.73,female,22.531,JulyBefore
Anthocharis cardamines,52.079349,-0.448281,5,1973,1.73,female,19.964,JulyBefore
Anthocharis cardamines,52.079349,-0.448281,5,1973,1.73,female,20.927,JulyBefore
Leptidea sinapis,51.827269,-0.790141,5,1973,1.73,male,20.083,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1975,1.75,female,31.349,June
Gonepteryx rhamni,51.067775,-1.28873,7,1975,1.75,male,29.647,June
Leptidea sinapis,51.827269,-0.790141,6,1975,1.75,female,20.316,JulyBefore
Leptidea sinapis,51.827269,-0.790141,6,1975,1.75,male,19.395,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,7,1976,1.76,male,29.996,June
Pieris brassicae,51.2695,-0.373578,7,1976,1.76,female,28.62,June
Pieris brassicae,51.2695,-0.373578,7,1976,1.76,female,31.481,June
Anthocharis cardamines,57.247803,-4.314882,4,1976,1.76,female,22.884,JulyBefore
Leptidea sinapis,51.827269,-0.790141,6,1976,1.76,female,18.65,JulyBefore
Leptidea sinapis,51.827269,-0.790141,6,1976,1.76,male,20.069,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1977,1.77,male,20.518,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1977,1.77,female,20.684,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1978,1.78,female,27.701,June
Gonepteryx rhamni,50.836456,-0.534602,8,1978,1.78,male,28.193,June
Gonepteryx rhamni,50.836456,-0.534602,8,1978,1.78,female,28.601,June
Pieris brassicae,51.548796,-0.273039,8,1978,1.78,female,33.091,June
Anthocharis cardamines,51.297115,-1.944608,5,1978,1.78,female,22.667,JulyBefore
Anthocharis cardamines,57.247803,-4.314882,4,1978,1.78,female,21.199,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1978,1.78,female,21.765,JulyBefore
Leptidea sinapis,50.836456,-0.534602,5,1978,1.78,male,19.619,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1978,1.78,female,20.745,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1978,1.78,male,19.173,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1979,1.79,male,28.578,June
Gonepteryx rhamni,51.2695,-0.373578,7,1979,1.79,male,28.889,June
Gonepteryx rhamni,51.067775,-1.28873,8,1979,1.79,female,29.301,June
Anthocharis cardamines,51.297115,-1.944608,5,1979,1.79,male,21.54,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1980,1.8,female,19.992,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1981,1.81,male,28.287,June
Pieris brassicae,51.2695,-0.373578,8,1981,1.81,male,29.953,June
Anthocharis cardamines,51.067775,-1.28873,5,1981,1.81,male,21.909,JulyBefore
Anthocharis cardamines,51.067775,-1.28873,5,1981,1.81,male,21.318,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1982,1.82,male,28.692,June
Gonepteryx rhamni,51.067775,-1.28873,8,1982,1.82,female,27.837,June
Gonepteryx rhamni,51.067775,-1.28873,7,1983,1.83,male,30.841,June
Anthocharis cardamines,51.067775,-1.28873,5,1983,1.83,male,21.476,JulyBefore
Anthocharis cardamines,51.067775,-1.28873,5,1983,1.83,female,22.903,JulyBefore
Gonepteryx rhamni,51.297115,-1.944608,7,1984,1.84,female,29.009,June
Gonepteryx rhamni,51.099254,-2.938838,4,1984,1.84,male,29.674,June
Anthocharis cardamines,51.297115,-1.944608,4,1984,1.84,male,18.687,JulyBefore
Anthocharis cardamines,51.297115,-1.944608,4,1984,1.84,male,18.343,JulyBefore
Anthocharis cardamines,51.297115,-1.944608,4,1984,1.84,female,20.3,JulyBefore
Leptidea sinapis,50.836456,-0.534602,6,1985,1.85,female,18.516,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,8,1986,1.86,male,29.241,June
Pieris brassicae,51.680197,-2.43509,8,1986,1.86,male,28.475,June
Gonepteryx rhamni,51.067775,-1.28873,8,1988,1.88,male,29.753,June
Gonepteryx rhamni,51.067775,-1.28873,8,1988,1.88,female,31.789,June
Gonepteryx rhamni,51.067775,-1.28873,8,1988,1.88,male,28.992,June
Gonepteryx rhamni,51.067775,-1.28873,8,1988,1.88,female,29.397,June
Gonepteryx rhamni,51.099254,-2.938838,3,1989,1.89,female,29.662,June
Anthocharis cardamines,57.247803,-4.314882,5,1989,1.89,male,20.612,JulyBefore
Anthocharis cardamines,57.247803,-4.314882,5,1989,1.89,male,20.269,JulyBefore
Anthocharis cardamines,51.827553,-2.119611,5,1990,1.9,male,18.786,JulyBefore
Anthocharis cardamines,51.067775,-1.28873,5,1993,1.93,male,22.994,JulyBefore
Leptidea sinapis,52.332389,-0.823832,5,1994,1.94,male,20.305,JulyBefore
Leptidea sinapis,52.332389,-0.823832,6,1994,1.94,female,20.681,JulyBefore
Leptidea sinapis,52.332389,-0.823832,5,1994,1.94,male,20.688,JulyBefore
Leptidea sinapis,52.332389,-0.823832,6,1996,1.96,female,19.569,JulyBefore
Leptidea sinapis,52.332389,-0.823832,6,1996,1.96,male,19.388,JulyBefore
Leptidea sinapis,52.332389,-0.823832,5,1996,1.96,female,20.002,JulyBefore
Leptidea sinapis,52.332389,-0.823832,5,1996,1.96,male,20.248,JulyBefore
Gonepteryx rhamni,51.067775,-1.28873,7,1997,1.97,female,29.48,June
Leptidea sinapis,52.332389,-0.823832,6,1997,1.97,female,19.515,JulyBefore
Anthocharis cardamines,50.836456,-0.534602,5,1999,1.99,female,23.66,JulyBefore
Anthocharis cardamines,51.829391,-0.218673,5,1999,1.99,male,22.308,JulyBefore
Leptidea sinapis,50.761012,-3.810213,6,2002,2.02,female,20.172,JulyBefore
Leptidea sinapis,50.761012,-3.810213,6,2002,2.02,female,20.224,JulyBefore
Leptidea sinapis,50.761012,-3.810213,6,2002,2.02,male,21.485,JulyBefore
Leptidea sinapis,50.761012,-3.810213,5,2003,2.03,male,20.375,JulyBefore
Leptidea sinapis,50.761012,-3.810213,5,2003,2.03,male,19.838,JulyBefore
Pieris brassicae,51.808155,-1.287024,8,2004,2.04,male,28.454,June
Hesperia comma,50.664945,-2.338924,8,1892,0.92,male,12.532,June
