Sp,Latitude,Longitude,Month,Year,YearRescale,Sex,Wing_Length,FocalMonthLateLarval
Erynnis tages,51.513961,-1.206343,6,1885,0.85,undetermined,11.436,AugustBefore
Erynnis tages,51.513961,-1.206343,6,1885,0.85,undetermined,12.047,AugustBefore
Erynnis tages,51.808155,-1.287024,5,1886,0.86,undetermined,11.85,AugustBefore
Erynnis tages,51.808155,-1.287024,5,1886,0.86,undetermined,12.535,AugustBefore
Thymelicus sylvestris,51.2695,-0.373578,7,1887,0.87,male,13.011,May
Thymelicus sylvestris,50.664945,-2.338924,7,1887,0.87,female,13.456,May
Thymelicus sylvestris,50.664945,-2.338924,7,1887,0.87,male,12.662,May
Erynnis tages,51.2695,-0.373578,5,1888,0.88,undetermined,11.675,AugustBefore
Pyrgus malvae,51.067775,-1.28873,5,1888,0.88,undetermined,11.62,July
Thymelicus sylvestris,52.671298,0.953194,7,1888,0.88,male,12.91,May
Thymelicus sylvestris,52.671298,0.953194,7,1888,0.88,male,12.379,May
Erynnis tages,51.827553,-2.119611,5,1890,0.9,undetermined,12.743,AugustBefore
Erynnis tages,51.827553,-2.119611,5,1890,0.9,undetermined,13.172,AugustBefore
Pyrgus malvae,51.067775,-1.28873,5,1890,0.9,undetermined,10.331,July
Pyrgus malvae,51.067775,-1.28873,5,1890,0.9,undetermined,11.66,July
Pyrgus malvae,51.067775,-1.28873,5,1890,0.9,undetermined,10.427,July
Thymelicus sylvestris,51.067775,-1.28873,8,1890,0.9,male,12.409,May
Thymelicus sylvestris,51.067775,-1.28873,8,1890,0.9,female,13.701,May
Thymelicus sylvestris,51.067775,-1.28873,8,1890,0.9,female,13.476,May
Thymelicus sylvestris,51.067775,-1.28873,8,1890,0.9,female,13.361,May
Pyrgus malvae,50.761012,-3.810213,5,1891,0.91,undetermined,11.117,July
Thymelicus sylvestris,50.664945,-2.338924,7,1891,0.91,male,12.542,May
Thymelicus sylvestris,50.664945,-2.338924,7,1891,0.91,female,12.403,May
Thymelicus sylvestris,51.067775,-1.28873,7,1891,0.91,female,12.671,May
Thymelicus sylvestris,51.067775,-1.28873,7,1891,0.91,male,12.862,May
Thymelicus sylvestris,50.664945,-2.338924,7,1891,0.91,male,12.847,May
Thymelicus sylvestris,51.067775,-1.28873,7,1891,0.91,female,12.509,May
Thymelicus sylvestris,50.664945,-2.338924,7,1891,0.91,male,13.193,May
Thymelicus sylvestris,50.664945,-2.338924,8,1891,0.91,female,13.919,May
Thymelicus sylvestris,51.067775,-1.28873,7,1891,0.91,male,11.893,May
Hesperia comma,51.808155,-1.287024,8,1892,0.92,male,12.434,June
Hesperia comma,50.664945,-2.338924,8,1892,0.92,male,14.093,June
Hesperia comma,50.664945,-2.338924,8,1892,0.92,female,14.635,June
Erynnis tages,51.2695,-0.373578,5,1893,0.93,undetermined,11.212,AugustBefore
Pyrgus malvae,51.067775,-1.28873,4,1893,0.93,undetermined,11.029,July
Pyrgus malvae,51.067775,-1.28873,4,1893,0.93,undetermined,10.747,July
Pyrgus malvae,51.808155,-1.287024,4,1893,0.93,undetermined,11.162,July
Pyrgus malvae,51.811679,0.559814,5,1893,0.93,undetermined,11.172,July
Pyrgus malvae,51.2695,-0.373578,5,1895,0.95,undetermined,11.382,July
Hesperia comma,51.513961,-1.206343,8,1895,0.95,male,12.84,June
Hesperia comma,51.513961,-1.206343,8,1895,0.95,male,12.966,June
Hesperia comma,51.513961,-1.206343,8,1895,0.95,female,14.252,June
Hesperia comma,51.2695,-0.373578,8,1895,0.95,male,11.978,June
Hesperia comma,51.2695,-0.373578,8,1895,0.95,male,13.21,June
Hesperia comma,51.2695,-0.373578,8,1895,0.95,female,13.978,June
Hesperia comma,51.2695,-0.373578,8,1895,0.95,female,13.893,June
Hesperia comma,51.513961,-1.206343,8,1895,0.95,female,15.346,June
Hesperia comma,51.2695,-0.373578,8,1895,0.95,female,14.151,June
Hesperia comma,51.2695,-0.373578,8,1895,0.95,female,13.777,June
Hesperia comma,51.2695,-0.373578,8,1895,0.95,male,13.84,June
Pyrgus malvae,51.808155,-1.287024,5,1896,0.96,undetermined,11.051,July
Pyrgus malvae,51.808155,-1.287024,5,1896,0.96,undetermined,11.13,July
Pyrgus malvae,51.808155,-1.287024,5,1896,0.96,undetermined,11.411,July
Thymelicus sylvestris,50.761012,-3.810213,7,1896,0.96,male,12.794,May
Thymelicus sylvestris,51.808155,-1.287024,7,1896,0.96,male,12.334,May
Thymelicus sylvestris,51.808155,-1.287024,7,1896,0.96,female,13.492,May
Erynnis tages,50.836456,-0.534602,5,1897,0.97,undetermined,12.191,AugustBefore
Erynnis tages,50.836456,-0.534602,5,1897,0.97,undetermined,12.302,AugustBefore
Erynnis tages,50.836456,-0.534602,5,1897,0.97,undetermined,12.135,AugustBefore
Pyrgus malvae,51.808155,-1.287024,5,1897,0.97,undetermined,12.198,July
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,12.199,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,14.302,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,13.63,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,13.516,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,12.432,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,female,15.053,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,12.837,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,13.073,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,14.063,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,13.069,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,female,15.226,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,13.707,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,14.61,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,male,13.602,June
Hesperia comma,51.513961,-1.206343,8,1897,0.97,female,15.638,June
Thymelicus sylvestris,50.761012,-3.810213,8,1897,0.97,female,14.038,May
Thymelicus sylvestris,51.808155,-1.287024,7,1897,0.97,male,12.42,May
Thymelicus sylvestris,51.808155,-1.287024,7,1897,0.97,male,12.974,May
Thymelicus sylvestris,51.808155,-1.287024,7,1897,0.97,female,12.582,May
Thymelicus sylvestris,51.808155,-1.287024,7,1897,0.97,female,13.442,May
Hesperia comma,51.2695,-0.373578,8,1898,0.98,female,15.422,June
Hesperia comma,51.2695,-0.373578,4,1898,0.98,female,13.414,June
Hesperia comma,51.2695,-0.373578,8,1898,0.98,female,13.507,June
Hesperia comma,51.2695,-0.373578,8,1898,0.98,female,14.184,June
Erynnis tages,51.067775,-1.28873,6,1899,0.99,undetermined,11.745,AugustBefore
Erynnis tages,51.067775,-1.28873,6,1899,0.99,undetermined,12.536,AugustBefore
Erynnis tages,51.067775,-1.28873,6,1899,0.99,undetermined,12.778,AugustBefore
Thymelicus sylvestris,50.664945,-2.338924,7,1899,0.99,female,12.865,May
Thymelicus sylvestris,50.664945,-2.338924,7,1899,0.99,female,13.958,May
Thymelicus sylvestris,50.664945,-2.338924,7,1899,0.99,female,13.512,May
Erynnis tages,51.827269,-0.790141,5,1900,1,undetermined,12.35,AugustBefore
Erynnis tages,51.827269,-0.790141,6,1900,1,undetermined,12.85,AugustBefore
Erynnis tages,51.827269,-0.790141,5,1900,1,undetermined,12.366,AugustBefore
Pyrgus malvae,51.808155,-1.287024,5,1900,1,undetermined,11.53,July
Pyrgus malvae,51.808155,-1.287024,5,1900,1,undetermined,11.561,July
Pyrgus malvae,51.2695,-0.373578,6,1900,1,undetermined,12.208,July
Hesperia comma,51.2695,-0.373578,8,1900,1,male,13.153,June
Thymelicus sylvestris,50.576067,-1.28074,7,1900,1,male,12.865,May
Thymelicus sylvestris,51.2695,-0.373578,8,1900,1,female,13.274,May
Erynnis tages,51.827269,-0.790141,5,1901,1.01,undetermined,12.821,AugustBefore
Erynnis tages,51.827269,-0.790141,5,1901,1.01,undetermined,12.543,AugustBefore
Erynnis tages,51.827269,-0.790141,5,1901,1.01,undetermined,11.808,AugustBefore
Pyrgus malvae,51.808155,-1.287024,5,1901,1.01,undetermined,11.959,July
Pyrgus malvae,51.808155,-1.287024,5,1901,1.01,undetermined,11.225,July
Pyrgus malvae,51.067775,-1.28873,5,1901,1.01,undetermined,11.144,July
Pyrgus malvae,51.808155,-1.287024,5,1901,1.01,undetermined,11.766,July
Hesperia comma,51.2695,-0.373578,8,1901,1.01,female,13.803,June
Hesperia comma,51.2695,-0.373578,8,1901,1.01,male,13.053,June
Hesperia comma,51.2695,-0.373578,8,1901,1.01,female,13.816,June
Hesperia comma,51.2695,-0.373578,8,1901,1.01,male,12.204,June
Hesperia comma,51.2695,-0.373578,8,1901,1.01,male,13.087,June
Pyrgus malvae,51.808155,-1.287024,5,1902,1.02,undetermined,12.091,July
Thymelicus sylvestris,51.2695,-0.373578,7,1903,1.03,male,12.738,May
Hesperia comma,51.2695,-0.373578,8,1904,1.04,male,13.275,June
Hesperia comma,51.2695,-0.373578,8,1904,1.04,male,13.705,June
Hesperia comma,51.2695,-0.373578,8,1904,1.04,male,13.143,June
Hesperia comma,51.2695,-0.373578,8,1904,1.04,female,14.285,June
Hesperia comma,51.2695,-0.373578,8,1904,1.04,female,14.267,June
Hesperia comma,51.2695,-0.373578,8,1904,1.04,male,12.708,June
Hesperia comma,51.2695,-0.373578,8,1904,1.04,female,14.966,June
Hesperia comma,51.2695,-0.373578,8,1904,1.04,female,15.23,June
Thymelicus sylvestris,51.808155,-1.287024,7,1904,1.04,male,13.649,May
Thymelicus sylvestris,50.664945,-2.338924,8,1904,1.04,female,12.445,May
Erynnis tages,51.2695,-0.373578,5,1905,1.05,undetermined,12.791,AugustBefore
Pyrgus malvae,50.761012,-3.810213,5,1905,1.05,undetermined,12.032,July
Pyrgus malvae,50.761012,-3.810213,5,1905,1.05,undetermined,10.134,July
Pyrgus malvae,51.2695,-0.373578,5,1905,1.05,undetermined,10.213,July
Thymelicus sylvestris,51.811679,0.559814,7,1905,1.05,female,13.147,May
Erynnis tages,51.827269,-0.790141,5,1906,1.06,undetermined,12.226,AugustBefore
Pyrgus malvae,51.808155,-1.287024,5,1906,1.06,undetermined,11.811,July
Thymelicus sylvestris,51.811679,0.559814,7,1906,1.06,male,13.251,May
Erynnis tages,51.2695,-0.373578,5,1907,1.07,undetermined,11.411,AugustBefore
Pyrgus malvae,51.2695,-0.373578,5,1907,1.07,undetermined,10.824,July
Erynnis tages,51.2695,-0.373578,5,1908,1.08,undetermined,11.623,AugustBefore
Erynnis tages,51.2695,-0.373578,5,1908,1.08,undetermined,11.478,AugustBefore
Erynnis tages,51.827269,-0.790141,5,1908,1.08,undetermined,12.568,AugustBefore
Erynnis tages,51.2695,-0.373578,5,1909,1.09,undetermined,12.316,AugustBefore
Erynnis tages,51.2695,-0.373578,5,1909,1.09,undetermined,12.416,AugustBefore
Erynnis tages,51.2695,-0.373578,5,1909,1.09,undetermined,13.146,AugustBefore
Thymelicus sylvestris,51.2695,-0.373578,7,1909,1.09,male,12.745,May
Thymelicus sylvestris,51.2695,-0.373578,7,1909,1.09,male,13.832,May
Thymelicus sylvestris,51.2695,-0.373578,7,1909,1.09,male,13.925,May
Thymelicus sylvestris,51.2695,-0.373578,7,1909,1.09,male,12.626,May
Erynnis tages,51.827269,-0.790141,5,1910,1.1,undetermined,12.857,AugustBefore
Pyrgus malvae,50.406361,-4.827447,6,1910,1.1,undetermined,11.38,July
Pyrgus malvae,50.406361,-4.827447,6,1910,1.1,undetermined,10.414,July
Pyrgus malvae,51.513961,-1.206343,5,1910,1.1,undetermined,11.628,July
Thymelicus sylvestris,50.406361,-4.827447,7,1910,1.1,male,13.257,May
Thymelicus sylvestris,50.406361,-4.827447,7,1910,1.1,male,12.262,May
Thymelicus sylvestris,50.406361,-4.827447,7,1910,1.1,male,12.89,May
Thymelicus sylvestris,50.406361,-4.827447,7,1910,1.1,male,14.459,May
Pyrgus malvae,51.067775,-1.28873,5,1911,1.11,undetermined,10.228,July
Pyrgus malvae,51.808155,-1.287024,5,1911,1.11,undetermined,10.878,July
Pyrgus malvae,51.513961,-1.206343,5,1911,1.11,undetermined,10.864,July
Hesperia comma,51.2695,-0.373578,7,1911,1.11,male,14.596,June
Hesperia comma,51.2695,-0.373578,7,1911,1.11,male,12.754,June
Hesperia comma,51.2695,-0.373578,7,1911,1.11,female,14.198,June
Hesperia comma,51.2695,-0.373578,7,1911,1.11,male,12.649,June
Hesperia comma,51.2695,-0.373578,7,1911,1.11,female,15.241,June
Hesperia comma,51.2695,-0.373578,7,1911,1.11,female,14.636,June
Thymelicus sylvestris,50.406361,-4.827447,7,1911,1.11,male,13.504,May
Thymelicus sylvestris,51.827553,-2.119611,7,1911,1.11,male,12.582,May
Thymelicus sylvestris,51.2695,-0.373578,8,1912,1.12,female,13.284,May
Pyrgus malvae,51.067775,-1.28873,5,1913,1.13,undetermined,11.377,July
Pyrgus malvae,51.067775,-1.28873,5,1913,1.13,undetermined,11.434,July
Pyrgus malvae,51.067775,-1.28873,5,1913,1.13,undetermined,10.826,July
Thymelicus sylvestris,51.099254,-2.938838,7,1913,1.13,male,13.13,May
Thymelicus sylvestris,51.099254,-2.938838,7,1913,1.13,male,13.053,May
Thymelicus sylvestris,51.067775,-1.28873,7,1913,1.13,male,13.815,May
Thymelicus sylvestris,51.067775,-1.28873,7,1913,1.13,male,13.147,May
Thymelicus sylvestris,51.067775,-1.28873,7,1913,1.13,male,12.2,May
Pyrgus malvae,51.067775,-1.28873,5,1914,1.14,undetermined,11.711,July
Pyrgus malvae,51.067775,-1.28873,5,1914,1.14,undetermined,10.667,July
Pyrgus malvae,51.067775,-1.28873,5,1914,1.14,undetermined,11.67,July
Thymelicus sylvestris,50.664945,-2.338924,7,1914,1.14,female,12.744,May
Thymelicus sylvestris,51.2695,-0.373578,7,1914,1.14,male,12.131,May
Thymelicus sylvestris,51.513961,-1.206343,7,1914,1.14,male,12.557,May
Erynnis tages,51.827269,-0.790141,5,1915,1.15,undetermined,12.743,AugustBefore
Pyrgus malvae,51.067775,-1.28873,5,1915,1.15,undetermined,11.289,July
Pyrgus malvae,51.067775,-1.28873,5,1915,1.15,undetermined,11.178,July
Erynnis tages,52.823455,-2.043632,6,1917,1.17,undetermined,11.814,AugustBefore
Hesperia comma,51.829391,-0.218673,8,1917,1.17,female,15.361,June
Thymelicus sylvestris,51.827269,-0.790141,8,1917,1.17,female,12.974,May
Erynnis tages,51.2695,-0.373578,5,1918,1.18,undetermined,11.674,AugustBefore
Erynnis tages,51.2695,-0.373578,6,1918,1.18,undetermined,12.346,AugustBefore
Pyrgus malvae,50.761012,-3.810213,5,1918,1.18,undetermined,11.201,July
Pyrgus malvae,50.761012,-3.810213,5,1918,1.18,undetermined,10.621,July
Pyrgus malvae,52.23904,-2.16356,5,1918,1.18,undetermined,10.954,July
Thymelicus sylvestris,51.827269,-0.790141,7,1918,1.18,male,12.259,May
Thymelicus sylvestris,51.827269,-0.790141,7,1918,1.18,male,12.48,May
Thymelicus sylvestris,51.827269,-0.790141,7,1918,1.18,male,13.133,May
Thymelicus sylvestris,51.827269,-0.790141,7,1918,1.18,female,13.584,May
Thymelicus sylvestris,51.827269,-0.790141,7,1918,1.18,female,13.327,May
Erynnis tages,51.219673,0.73193,5,1919,1.19,undetermined,10.678,AugustBefore
Pyrgus malvae,50.761012,-3.810213,5,1919,1.19,undetermined,11.155,July
Pyrgus malvae,50.761012,-3.810213,5,1919,1.19,undetermined,11.303,July
Pyrgus malvae,51.513961,-1.206343,6,1920,1.2,undetermined,11.19,July
Hesperia comma,51.829391,-0.218673,8,1920,1.2,male,12.779,June
Hesperia comma,51.829391,-0.218673,8,1920,1.2,male,12.76,June
Hesperia comma,51.829391,-0.218673,8,1920,1.2,male,11.972,June
Hesperia comma,51.829391,-0.218673,8,1920,1.2,male,11.944,June
Erynnis tages,51.548796,-0.273039,4,1921,1.21,undetermined,12.529,AugustBefore
Pyrgus malvae,51.099254,-2.938838,5,1921,1.21,undetermined,10.203,July
Pyrgus malvae,51.099254,-2.938838,5,1922,1.22,undetermined,11.488,July
Erynnis tages,50.664945,-2.338924,6,1923,1.23,undetermined,11.275,AugustBefore
Erynnis tages,50.664945,-2.338924,6,1923,1.23,undetermined,12.33,AugustBefore
Pyrgus malvae,51.067775,-1.28873,5,1923,1.23,undetermined,11.639,July
Pyrgus malvae,51.067775,-1.28873,5,1923,1.23,undetermined,10.438,July
Thymelicus sylvestris,51.2695,-0.373578,8,1923,1.23,male,12.504,May
Pyrgus malvae,51.067775,-1.28873,5,1924,1.24,undetermined,11.12,July
Thymelicus sylvestris,51.808155,-1.287024,4,1924,1.24,male,13.34,May
Hesperia comma,51.513961,-1.206343,8,1929,1.29,male,13.655,June
Hesperia comma,51.513961,-1.206343,8,1929,1.29,female,13.969,June
Pyrgus malvae,52.338685,0.13237,5,1930,1.3,undetermined,11.526,July
Pyrgus malvae,52.338685,0.13237,6,1930,1.3,undetermined,12.001,July
Pyrgus malvae,52.338685,0.13237,5,1930,1.3,undetermined,11.238,July
Thymelicus sylvestris,51.2695,-0.373578,7,1930,1.3,female,13.52,May
Thymelicus sylvestris,51.2695,-0.373578,7,1930,1.3,male,13.494,May
Hesperia comma,51.067775,-1.28873,8,1936,1.36,female,14.774,June
Thymelicus sylvestris,51.827269,-0.790141,8,1936,1.36,male,12.501,May
Erynnis tages,51.829391,-0.218673,5,1938,1.38,undetermined,12.337,AugustBefore
Erynnis tages,50.761012,-3.810213,5,1938,1.38,undetermined,12.04,AugustBefore
Pyrgus malvae,51.829391,-0.218673,4,1938,1.38,undetermined,10.833,July
Pyrgus malvae,51.829391,-0.218673,5,1938,1.38,undetermined,10.674,July
Pyrgus malvae,51.829391,-0.218673,4,1938,1.38,undetermined,10.746,July
Hesperia comma,51.829391,-0.218673,8,1940,1.4,male,13.775,June
Hesperia comma,51.829391,-0.218673,8,1940,1.4,male,14.25,June
Hesperia comma,51.829391,-0.218673,8,1940,1.4,female,14.78,June
Hesperia comma,51.829391,-0.218673,8,1940,1.4,female,14.207,June
Pyrgus malvae,50.761012,-3.810213,6,1941,1.41,undetermined,11.669,July
Erynnis tages,51.219673,0.73193,6,1942,1.42,undetermined,11.869,AugustBefore
Thymelicus sylvestris,51.219673,0.73193,7,1945,1.45,female,13.203,May
Pyrgus malvae,50.840232,0.279193,6,1946,1.46,undetermined,11.085,July
Erynnis tages,51.829391,-0.218673,5,1947,1.47,undetermined,12.408,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1947,1.47,undetermined,12.528,AugustBefore
Erynnis tages,51.219673,0.73193,5,1947,1.47,undetermined,12.811,AugustBefore
Erynnis tages,51.219673,0.73193,5,1947,1.47,undetermined,12.233,AugustBefore
Thymelicus sylvestris,51.829391,-0.218673,6,1947,1.47,male,12.944,May
Thymelicus sylvestris,51.811679,0.559814,7,1947,1.47,female,14.758,May
Thymelicus sylvestris,51.829391,-0.218673,6,1947,1.47,male,12.568,May
Erynnis tages,51.219673,0.73193,5,1948,1.48,undetermined,11.661,AugustBefore
Erynnis tages,51.548796,-0.273039,5,1948,1.48,undetermined,11.436,AugustBefore
Erynnis tages,51.219673,0.73193,5,1948,1.48,undetermined,12.232,AugustBefore
Pyrgus malvae,51.219673,0.73193,5,1948,1.48,undetermined,12.037,July
Pyrgus malvae,51.548796,-0.273039,5,1948,1.48,undetermined,10.424,July
Hesperia comma,50.840232,0.279193,8,1948,1.48,male,13.107,June
Thymelicus sylvestris,51.219673,0.73193,7,1948,1.48,female,13.484,May
Thymelicus sylvestris,50.836456,-0.534602,6,1948,1.48,male,12.956,May
Pyrgus malvae,50.761012,-3.810213,4,1949,1.49,undetermined,11.479,July
Pyrgus malvae,51.2695,-0.373578,5,1949,1.49,undetermined,10.907,July
Pyrgus malvae,51.219673,0.73193,6,1949,1.49,undetermined,11.688,July
Thymelicus sylvestris,51.829391,-0.218673,7,1949,1.49,male,11.996,May
Erynnis tages,55.199301,-3.472694,6,1951,1.51,undetermined,12.528,AugustBefore
Hesperia comma,51.2695,-0.373578,8,1951,1.51,male,14.063,June
Hesperia comma,51.219673,0.73193,8,1951,1.51,female,14.504,June
Thymelicus sylvestris,51.2695,-0.373578,7,1951,1.51,male,12.434,May
Thymelicus sylvestris,50.761012,-3.810213,7,1952,1.52,male,12.242,May
Hesperia comma,51.2695,-0.373578,8,1953,1.53,female,13.993,June
Hesperia comma,51.219673,0.73193,8,1953,1.53,male,14.336,June
Pyrgus malvae,51.067775,-1.28873,5,1954,1.54,undetermined,11.892,July
Pyrgus malvae,51.067775,-1.28873,5,1954,1.54,undetermined,10.67,July
Hesperia comma,51.219673,0.73193,8,1954,1.54,male,14.2,June
Thymelicus sylvestris,50.840232,0.279193,7,1954,1.54,male,13.039,May
Erynnis tages,51.067775,-1.28873,6,1957,1.57,undetermined,12.5,AugustBefore
Erynnis tages,51.808155,-1.287024,6,1957,1.57,undetermined,10.71,AugustBefore
Erynnis tages,51.513961,-1.206343,6,1958,1.58,undetermined,12.973,AugustBefore
Erynnis tages,51.513961,-1.206343,6,1958,1.58,undetermined,11.899,AugustBefore
Erynnis tages,51.808155,-1.287024,6,1958,1.58,undetermined,11.568,AugustBefore
Hesperia comma,51.2695,-0.373578,8,1958,1.58,male,13.269,June
Hesperia comma,51.2695,-0.373578,7,1960,1.6,female,14.075,June
Erynnis tages,51.067775,-1.28873,5,1962,1.62,undetermined,12.765,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1962,1.62,undetermined,13.029,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1962,1.62,undetermined,12.485,AugustBefore
Pyrgus malvae,50.840232,0.279193,6,1963,1.63,undetermined,11.403,July
Erynnis tages,50.576067,-1.28074,5,1964,1.64,undetermined,11.673,AugustBefore
Erynnis tages,51.2695,-0.373578,6,1964,1.64,undetermined,11.651,AugustBefore
Erynnis tages,50.576067,-1.28074,5,1964,1.64,undetermined,12.6,AugustBefore
Hesperia comma,51.2695,-0.373578,7,1964,1.64,male,13.621,June
Thymelicus sylvestris,51.067775,-1.28873,7,1964,1.64,female,12.163,May
Erynnis tages,51.067775,-1.28873,5,1965,1.65,undetermined,11.855,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1965,1.65,undetermined,11.835,AugustBefore
Erynnis tages,51.2695,-0.373578,5,1965,1.65,undetermined,12.517,AugustBefore
Pyrgus malvae,51.2695,-0.373578,5,1965,1.65,undetermined,11.515,July
Pyrgus malvae,51.067775,-1.28873,5,1965,1.65,undetermined,11.011,July
Pyrgus malvae,51.067775,-1.28873,6,1965,1.65,undetermined,10.878,July
Hesperia comma,51.827269,-0.790141,8,1965,1.65,male,13.511,June
Hesperia comma,51.827269,-0.790141,8,1965,1.65,female,15.112,June
Hesperia comma,51.827269,-0.790141,8,1966,1.66,male,13.845,June
Hesperia comma,51.827269,-0.790141,8,1966,1.66,male,14.542,June
Erynnis tages,51.067775,-1.28873,5,1967,1.67,undetermined,11.968,AugustBefore
Pyrgus malvae,51.2695,-0.373578,5,1967,1.67,undetermined,11.852,July
Thymelicus sylvestris,51.067775,-1.28873,7,1967,1.67,female,14.3,May
Thymelicus sylvestris,51.067775,-1.28873,7,1967,1.67,female,13.54,May
Thymelicus sylvestris,51.067775,-1.28873,7,1967,1.67,female,14.228,May
Pyrgus malvae,51.067775,-1.28873,5,1968,1.68,undetermined,11.24,July
Hesperia comma,51.2695,-0.373578,8,1968,1.68,male,12.93,June
Erynnis tages,51.808155,-1.287024,6,1969,1.69,undetermined,11.094,AugustBefore
Pyrgus malvae,51.067775,-1.28873,5,1969,1.69,undetermined,11.297,July
Hesperia comma,51.2695,-0.373578,8,1970,1.7,female,15.21,June
Thymelicus sylvestris,50.836456,-0.534602,6,1970,1.7,male,12.878,May
Thymelicus sylvestris,50.836456,-0.534602,6,1970,1.7,male,13.034,May
Erynnis tages,51.067775,-1.28873,5,1971,1.71,undetermined,12.966,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1971,1.71,undetermined,12.129,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1971,1.71,undetermined,12.55,AugustBefore
Pyrgus malvae,51.067775,-1.28873,5,1971,1.71,undetermined,11.664,July
Hesperia comma,51.067775,-1.28873,9,1971,1.71,female,14.925,June
Thymelicus sylvestris,51.067775,-1.28873,7,1971,1.71,male,12.441,May
Erynnis tages,51.297115,-1.944608,7,1972,1.72,undetermined,11.901,AugustBefore
Pyrgus malvae,51.219673,0.73193,5,1972,1.72,undetermined,11.09,July
Pyrgus malvae,51.827553,-2.119611,6,1972,1.72,undetermined,11.145,July
Pyrgus malvae,51.827553,-2.119611,6,1972,1.72,undetermined,11.813,July
Hesperia comma,51.067775,-1.28873,8,1972,1.72,male,13.244,June
Hesperia comma,51.067775,-1.28873,8,1972,1.72,male,13.054,June
Hesperia comma,51.067775,-1.28873,8,1972,1.72,female,15.479,June
Hesperia comma,51.067775,-1.28873,8,1972,1.72,male,13.103,June
Hesperia comma,51.067775,-1.28873,8,1972,1.72,male,13.639,June
Hesperia comma,51.827269,-0.790141,8,1972,1.72,male,13.077,June
Hesperia comma,51.827269,-0.790141,8,1972,1.72,male,12.79,June
Thymelicus sylvestris,51.513961,-1.206343,7,1972,1.72,male,12.735,May
Pyrgus malvae,51.067775,-1.28873,5,1973,1.73,undetermined,11.566,July
Pyrgus malvae,51.827553,-2.119611,6,1973,1.73,undetermined,10.53,July
Pyrgus malvae,51.827553,-2.119611,6,1973,1.73,undetermined,11.526,July
Thymelicus sylvestris,51.067775,-1.28873,8,1973,1.73,female,14.291,May
Erynnis tages,51.808155,-1.287024,6,1975,1.75,undetermined,11.656,AugustBefore
Erynnis tages,51.808155,-1.287024,6,1975,1.75,undetermined,12.442,AugustBefore
Hesperia comma,51.2695,-0.373578,8,1975,1.75,female,14.463,June
Erynnis tages,51.067775,-1.28873,5,1976,1.76,undetermined,11.567,AugustBefore
Erynnis tages,51.827269,-0.790141,6,1976,1.76,undetermined,13.084,AugustBefore
Erynnis tages,51.827269,-0.790141,6,1976,1.76,undetermined,13.126,AugustBefore
Pyrgus malvae,51.067775,-1.28873,5,1976,1.76,undetermined,11.864,July
Thymelicus sylvestris,51.067775,-1.28873,7,1976,1.76,male,12.832,May
Pyrgus malvae,51.808155,-1.287024,6,1977,1.77,undetermined,10.939,July
Hesperia comma,51.067775,-1.28873,8,1977,1.77,male,12.141,June
Hesperia comma,51.067775,-1.28873,8,1977,1.77,male,13.855,June
Thymelicus sylvestris,51.808155,-1.287024,8,1977,1.77,male,13.498,May
Thymelicus sylvestris,51.297115,-1.944608,8,1978,1.78,female,13.355,May
Thymelicus sylvestris,51.297115,-1.944608,8,1978,1.78,female,12.136,May
Thymelicus sylvestris,51.548796,-0.273039,7,1978,1.78,female,13.521,May
Erynnis tages,51.067775,-1.28873,6,1979,1.79,undetermined,12.27,AugustBefore
Pyrgus malvae,51.067775,-1.28873,4,1979,1.79,undetermined,11.737,July
Pyrgus malvae,51.2695,-0.373578,5,1979,1.79,undetermined,11.664,July
Thymelicus sylvestris,50.664945,-2.338924,7,1979,1.79,female,12.938,May
Erynnis tages,51.067775,-1.28873,5,1981,1.81,undetermined,12.323,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1981,1.81,undetermined,13.014,AugustBefore
Erynnis tages,51.067775,-1.28873,5,1981,1.81,undetermined,12.365,AugustBefore
Pyrgus malvae,51.808155,-1.287024,5,1981,1.81,undetermined,10.262,July
Pyrgus malvae,51.808155,-1.287024,5,1981,1.81,undetermined,11.147,July
Pyrgus malvae,51.808155,-1.287024,4,1981,1.81,undetermined,10.959,July
