Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,SPRING_temp,SUMMER_temp,SUMMER_before_temp
100,Aricia agestis,Cumberland,VC,7,1962,NA,12.974,60.518,1.215,4.582,5.227985858917236,12.067400932312012,12.338629722595217
107,Polyommatus icarus,West Sussex,VC,9,1962,female,14.702,81.518,1.459,4.583,6.820940017700195,14.468475341796877,15.58344841003418
112,Polyommatus icarus,Oxfordshire,VC,6,1962,male,14.944,81.831,1.767,5.179,6.464006423950195,14.245772361755373,15.102173805236816
60,Lycaena phlaeas,Hampshire,UA,5,1962,NA,13.801,74.243,1.638,5.03,6.837815284729004,14.498866081237791,15.461302757263184
68,Lycaena phlaeas,Hampshire,UA,5,1962,NA,14.499,84.423,1.928,3.731,6.837815284729004,14.498866081237791,15.461302757263184
77,Lycaena phlaeas,Middlesex,VC,7,1962,NA,12.935,65.592,1.48,5.036,7.414216995239258,15.246292114257813,16.39495277404785
84,Polyommatus bellargus,Berkshire,VC,8,1963,female,15.788,94.615,2.136,6.073,8.181235313415527,14.611191749572754,14.349176406860352
89,Polyommatus bellargus,Berkshire,VC,8,1963,female,13.762,74.695,1.403,5.53,8.181235313415527,14.611191749572754,14.349176406860352
50,Polyommatus bellargus,Dorset,VC,6,1964,female,15.822,93.714,2.287,4.498,8.38379955291748,15.243711471557615,14.57005786895752
77,Polyommatus bellargus,Dorset,VC,6,1964,female,14.726,82.625,2.111,4.74,8.38379955291748,15.243711471557615,14.57005786895752
90,Polyommatus bellargus,East Sussex,VC,8,1964,male,14.224,81.073,1.277,5.196,8.532648086547852,15.663658142089844,14.862753868103027
15,Aricia agestis,Hampshire,UA,8,1964,NA,12.316,56.458,1.238,5.139,8.62707805633545,15.586627960205078,14.812153816223145
17,Aricia agestis,Hampshire,UA,8,1964,NA,12.932,62.569,1.429,5.241,8.62707805633545,15.586627960205078,14.812153816223145
25,Aricia agestis,Hampshire,UA,8,1964,NA,13.789,70.14,1.213,5.674,8.62707805633545,15.586627960205078,14.812153816223145
26,Aricia agestis,Hampshire,UA,9,1964,NA,11.504,51.021,1.289,3.948,8.62707805633545,15.586627960205078,14.812153816223145
36,Aricia agestis,Hampshire,UA,8,1964,NA,11.533,50.635,1.107,4.487,8.62707805633545,15.586627960205078,14.812153816223145
37,Aricia agestis,Hampshire,UA,8,1964,NA,11.444,49.44,1.212,4.467,8.62707805633545,15.586627960205078,14.812153816223145
43,Celastrina argiolus,Middlesex,VC,4,1964,female,14.899,88.563,1.336,5.024,9.3054962158203125,16.426183700561523,15.577045440673828
54,Lycaena phlaeas,Suffolk,UA,7,1964,NA,15.427,94.907,1.697,5.533,8.470402717590332,15.683584213256836,14.865937232971191
59,Lycaena phlaeas,Hampshire,UA,8,1964,NA,14.416,77.304,1.385,4.862,8.62707805633545,15.586627960205078,14.812153816223145
74,Polyommatus bellargus,East Sussex,VC,6,1965,male,15.333,88.341,1.613,5.457,8.351889610290527,14.579818725585938,15.663658142089844
91,Aricia agestis,Mid Perthshire,VC,7,1965,NA,12.914,54.301,1.236,4.92,4.799570560455322,10.617921829223633,11.284378051757813
92,Aricia agestis,Mid Perthshire,VC,7,1965,NA,12.512,57.663,1.673,4.103,4.799570560455322,10.617921829223633,11.284378051757813
63,Polyommatus icarus,Argyll,VC,6,1965,male,15.203,86.692,1.973,5.363,5.6698713302612305,11.081351280212402,11.421506881713867
69,Polyommatus icarus,East Inverness-shire,VC,6,1965,male,14.714,77.444,1.501,4.851,4.5540032386779785,10.350996017456056,10.582737922668455
51,Polyommatus bellargus,Surrey,VC,6,1966,male,16.51,103.744,1.59,6.362,8.63167667388916,15.400139808654783,14.698996543884276
78,Polyommatus bellargus,North-east Yorkshire,VC,6,1966,male,15.739,92.042,1.394,5.855,6.991595268249512,13.727310180664064,13.070159912109377
14,Aricia agestis,Hampshire,UA,8,1966,NA,11.864,52.397,1.35,4.067,8.577176094055176,15.213376998901367,14.505208969116213
50,Aricia agestis,Isle of Wight,VC,8,1966,NA,13.519,62.691,1.849,4.82,9.090949058532717,15.536548614501951,14.779053688049316
60,Polyommatus icarus,Hampshire,UA,8,1966,male,14.725,81.108,1.706,4.706,8.577176094055176,15.213376998901367,14.505208969116213
76,Polyommatus icarus,Hampshire,UA,9,1966,female,13.529,67.084,1.438,4.604,8.577176094055176,15.213376998901367,14.505208969116213
44,Celastrina argiolus,Middlesex,VC,4,1966,female,15.625,96.749,1.787,5.109,9.091689109802246,15.99354362487793,15.319343566894531
57,Celastrina argiolus,Middlesex,VC,10,1966,male,15.904,103.461,1.42,5.957,9.091689109802246,15.99354362487793,15.319343566894531
58,Celastrina argiolus,Middlesex,VC,10,1966,female,15.6,98.303,1.612,6.131,9.091689109802246,15.99354362487793,15.319343566894531
54,Cupido minimus,Bedfordshire,VC,6,1966,female,10.499,43.649,1.189,3.963,8.157683372497559,15.00429630279541,14.335864067077637
59,Cupido minimus,Bedfordshire,VC,6,1966,male,11.359,47.911,1.139,4.74,8.157683372497559,15.00429630279541,14.335864067077637
93,Lycaena phlaeas,Middlesex,VC,5,1966,NA,14.639,83.689,1.582,4.994,9.091689109802246,15.99354362487793,15.319343566894531
58,Aricia agestis,Cumberland,VC,7,1967,NA,13.106,65.476,1.892,5.379,6.502484321594238,13.13170337677002,12.848713874816896
70,Polyommatus icarus,Hampshire,UA,8,1967,male,14.235,79.658,1.623,5.179,8.675962448120117,15.65082550048828,15.213376998901367
6,Cupido minimus,Hampshire,UA,8,1967,male,10.797,44.708,1.084,4.027,8.675962448120117,15.65082550048828,15.213376998901367
94,Lycaena phlaeas,Middlesex,VC,5,1967,NA,14.061,77.545,1.42,5.077,9.20330047607422,16.633474349975586,15.99354362487793
59,Polyommatus icarus,East Inverness-shire,VC,7,1968,male,15.246,86.488,1.562,5.713,4.257284164428711,11.053059577941896,11.237406730651855
67,Lycaena phlaeas,Hampshire,UA,8,1968,NA,15.89,102.319,1.783,4.925,8.1659698486328125,15.290059089660645,15.65082550048828
79,Lycaena phlaeas,Kent,UA,8,1968,NA,12.878,64.562,1.583,4.952,8.300686836242676,15.305326461791992,15.976031303405762
80,Lycaena phlaeas,Kent,UA,8,1968,NA,13.597,73.69,1.85,4.669,8.300686836242676,15.305326461791992,15.976031303405762
37,Celastrina argiolus,Hampshire,UA,8,1969,female,17.82,130.114,1.59,6.105,7.877262115478516,15.923598289489746,15.290059089660645
60,Favonius quercus,Oxfordshire,VC,8,1969,male,16.395,111.803,1.604,5.001,7.360130310058594,15.621318817138672,14.994694709777832
62,Favonius quercus,Oxfordshire,VC,8,1969,female,15.871,105.003,1.81,4.836,7.360130310058594,15.621318817138672,14.994694709777832
63,Favonius quercus,Devon,UA,8,1969,female,14.845,94.742,2.147,4.759,7.586175918579102,14.77741527557373,14.604162216186523
13,Cupido minimus,Dorset,VC,7,1969,female,11.454,49.973,1.14,4.425,7.726518630981445,15.459990501403809,15.017522811889648
51,Lycaena phlaeas,Hampshire,UA,9,1969,NA,13.906,73.706,1.676,5.468,7.877262115478516,15.923598289489746,15.290059089660645
85,Polyommatus bellargus,East Sussex,VC,6,1970,male,14.207,76.777,1.571,5.531,7.63877534866333,15.883292198181152,16.02324867248535
86,Aricia agestis,East Sussex,VC,8,1970,NA,11.927,51.102,1.235,4.661,7.63877534866333,15.883292198181152,16.02324867248535
77,Favonius quercus,Surrey,VC,7,1970,male,15.882,111.152,1.733,5.948,7.867006778717041,16.210729598999023,16.114639282226563
100,Favonius quercus,Hampshire,UA,7,1970,male,16.183,112.178,1.474,5.354,7.819747924804688,15.951915740966797,15.923598289489746
99,Polyommatus bellargus,Kent,UA,6,1971,female,14.716,84.845,1.927,5.906,8.045398712158203,15.588460922241213,16.084903717041016
16,Aricia agestis,Hampshire,UA,8,1971,NA,13.516,65.838,1.289,5.913,8.117960929870605,15.500587463378906,15.951915740966797
18,Aricia agestis,Hampshire,UA,8,1971,NA,12.83,63.686,1.389,5.119,8.117960929870605,15.500587463378906,15.951915740966797
24,Aricia agestis,Wiltshire,UA,5,1971,NA,12.655,58.549,1.448,5.973,7.745779991149902,15.043242454528809,15.503499031066896
27,Aricia agestis,Hampshire,UA,6,1971,NA,13.033,65.544,1.627,4.564,8.117960929870605,15.500587463378906,15.951915740966797
28,Aricia agestis,Hampshire,UA,5,1971,NA,12.633,62.026,1.826,4.583,8.117960929870605,15.500587463378906,15.951915740966797
38,Aricia agestis,Hampshire,UA,8,1971,NA,14.063,78.255,1.786,5.316,8.117960929870605,15.500587463378906,15.951915740966797
66,Polyommatus icarus,Hampshire,UA,9,1971,female,13.525,70.235,1.644,4.192,8.117960929870605,15.500587463378906,15.951915740966797
67,Polyommatus icarus,Hampshire,UA,8,1971,female,13.494,68.612,1.521,4.254,8.117960929870605,15.500587463378906,15.951915740966797
73,Polyommatus icarus,Hampshire,UA,9,1971,male,12.807,61.659,1.397,4.296,8.117960929870605,15.500587463378906,15.951915740966797
74,Polyommatus icarus,Suffolk,UA,6,1971,female,14.532,76.502,1.912,4.932,7.881224632263184,15.344914436340332,16.00025177001953
19,Celastrina argiolus,Hampshire,UA,5,1971,male,15.184,94.537,1.336,5.554,8.117960929870605,15.500587463378906,15.951915740966797
20,Celastrina argiolus,Hampshire,UA,5,1971,male,14.447,84.942,1.251,4.919,8.117960929870605,15.500587463378906,15.951915740966797
21,Celastrina argiolus,Hampshire,UA,5,1971,male,15.805,97.613,1.422,5.999,8.117960929870605,15.500587463378906,15.951915740966797
23,Celastrina argiolus,Hampshire,UA,5,1971,female,15.022,95.487,1.739,5.278,8.117960929870605,15.500587463378906,15.951915740966797
30,Celastrina argiolus,Hampshire,UA,5,1971,female,16.789,105.347,1.824,4.687,8.117960929870605,15.500587463378906,15.951915740966797
33,Celastrina argiolus,Hampshire,UA,8,1971,male,16.807,109.982,1.293,6.253,8.117960929870605,15.500587463378906,15.951915740966797
64,Favonius quercus,Devon,UA,7,1971,male,16.327,111.895,1.81,5.638,7.8001604080200195,14.823250770568848,15.002199172973633
46,Cupido minimus,East Sussex,VC,7,1971,male,11.672,52.437,1.197,5.091,8.119776725769043,15.536721229553224,15.883292198181152
57,Lycaena phlaeas,Hampshire,UA,5,1971,NA,15.221,82.688,2.158,4.989,8.117960929870605,15.500587463378906,15.951915740966797
62,Lycaena phlaeas,Hampshire,UA,9,1971,NA,13.839,73.882,1.362,4.799,8.117960929870605,15.500587463378906,15.951915740966797
66,Lycaena phlaeas,Hampshire,UA,8,1971,NA,15.237,96.228,2.452,5.156,8.117960929870605,15.500587463378906,15.951915740966797
69,Lycaena phlaeas,Cornwall,UA,8,1971,NA,14.895,86.889,2.034,5.154,8.179192543029785,15.016852378845217,15.084198951721191
73,Polyommatus bellargus,Wiltshire,UA,7,1972,male,14.353,84.406,1.881,4.364,8.253129005432129,13.89737033843994,15.043242454528809
64,Aricia agestis,Wiltshire,UA,7,1972,NA,11.731,50.891,1.315,4.88,8.253129005432129,13.89737033843994,15.043242454528809
24,Celastrina argiolus,Hampshire,UA,5,1972,female,13.872,81.736,1.441,4.621,8.734496116638184,14.339442253112791,15.500587463378906
71,Polyommatus icarus,Shetland,VC,7,1973,male,17.293,113.964,1.685,6.207,5.681664943695068,10.974373817443848,10.843488693237305
65,Polyommatus icarus,Isles of Scilly,UA,9,1974,male,14.629,79.759,1.48,5.631,NA,NA,NA
70,Favonius quercus,Oxfordshire,VC,7,1974,female,16.1,116.811,2.638,6,7.729076862335205,14.516977310180664,15.603019714355469
83,Polyommatus bellargus,Dorset,VC,9,1975,male,14.483,80.135,1.571,5.596,7.799083709716797,16.593332290649414,14.587865829467772
86,Polyommatus bellargus,Dorset,VC,9,1975,female,14.175,77.155,1.404,4.741,7.799083709716797,16.593332290649414,14.587865829467772
1,Cupido minimus,Dorset,VC,6,1975,male,11.406,49.845,1.044,4.462,7.799083709716797,16.593332290649414,14.587865829467772
82,Polyommatus bellargus,Dorset,VC,5,1976,male,15.144,90.037,1.696,6.262,8.100966453552246,17.48875617980957,16.593332290649414
78,Aricia agestis,Hampshire,UA,5,1976,NA,12.861,64.776,1.573,5.376,8.37022590637207,18.036142349243164,16.91426658630371
91,Celastrina argiolus,Surrey,VC,8,1976,male,16.255,110.429,1.241,6.31,8.597296714782715,18.221406936645508,17.068307876586914
93,Celastrina argiolus,Hampshire,UA,7,1976,female,17.231,116.593,1.656,5.872,8.37022590637207,18.036142349243164,16.91426658630371
61,Favonius quercus,Hampshire,UA,7,1976,female,15.42,105.676,2.199,4.788,8.37022590637207,18.036142349243164,16.91426658630371
69,Favonius quercus,West Sussex,VC,7,1976,female,15.283,102.483,2.432,5.716,8.437721252441406,17.946134567260742,16.752607345581055
71,Favonius quercus,Hampshire,UA,8,1976,female,15.987,105.329,2.897,4.551,8.37022590637207,18.036142349243164,16.91426658630371
81,Favonius quercus,Surrey,VC,6,1976,female,16.875,119.339,1.992,6.001,8.597296714782715,18.221406936645508,17.068307876586914
7,Cupido minimus,Oxfordshire,VC,7,1976,female,10.63,43.863,1.083,4.007,8.03175163269043,17.74537467956543,16.869216918945313
87,Lycaena phlaeas,Derbyshire,VC,8,1976,NA,14.413,87.464,1.87,5.631,7.03866720199585,16.424116134643555,15.812809944152832
87,Polyommatus bellargus,Surrey,VC,9,1977,female,14.24,78.055,1.885,5.658,8.439488410949707,14.793763160705566,18.221406936645508
65,Favonius quercus,West Sussex,VC,7,1977,female,12.925,70.191,1.836,4.939,8.461027145385742,14.714048385620115,17.946134567260742
66,Favonius quercus,West Sussex,VC,7,1977,male,16.288,108.432,1.862,6.262,8.461027145385742,14.714048385620115,17.946134567260742
107,Polyommatus bellargus,East Sussex,VC,8,1978,male,15.268,96.351,1.529,6.618,8.23606014251709,14.811433792114258,14.86559772491455
63,Celastrina argiolus,West Sussex,VC,5,1978,male,14.716,92.051,1.293,6.614,8.251227378845215,14.748519897460938,14.714048385620115
73,Favonius quercus,West Sussex,VC,7,1978,male,16.379,117.106,2.302,7.009,8.251227378845215,14.748519897460938,14.714048385620115
78,Lycaena phlaeas,Hampshire,UA,8,1978,NA,14.432,79.881,1.685,4.665,8.235562324523926,14.69609260559082,14.54563808441162
71,Aricia agestis,Hampshire,UA,6,1979,NA,11.92,52.122,1.155,4.98,7.558493614196777,15.07373046875,14.69609260559082
62,Polyommatus icarus,Shetland,VC,7,1979,male,16.123,94.691,1.726,6.041,4.588048934936523,10.535475730895996,10.56630039215088
76,Favonius quercus,Wiltshire,UA,8,1979,female,16.068,104.488,2.56,4.862,7.147150039672852,14.735883712768556,14.33340549468994
86,Favonius quercus,Hampshire,UA,6,1979,female,17.003,124.893,2.017,5.588,7.558493614196777,15.07373046875,14.69609260559082
102,Favonius quercus,Buckinghamshire,VC,8,1979,female,16.764,116.894,2.324,6.341,7.483314514160156,15.114784240722656,14.549078941345217
103,Favonius quercus,Buckinghamshire,VC,8,1979,male,17.527,122.769,2.043,7.444,7.483314514160156,15.114784240722656,14.549078941345217
5,Cupido minimus,Surrey,VC,6,1979,female,11.79,54.318,1.254,4.5,7.839100360870361,15.362672805786133,14.946335792541504
15,Cupido minimus,Surrey,VC,7,1979,male,11.819,53.963,1.12,4.386,7.839100360870361,15.362672805786133,14.946335792541504
47,Cupido minimus,Hampshire,UA,6,1979,female,11.016,44.95,1.139,4.006,7.558493614196777,15.07373046875,14.69609260559082
48,Cupido minimus,Hampshire,UA,6,1979,female,13.033,64.67,1.462,5.184,7.558493614196777,15.07373046875,14.69609260559082
60,Cupido minimus,Hampshire,UA,6,1979,male,10.648,43.584,0.925,4.59,7.558493614196777,15.07373046875,14.69609260559082
92,Polyommatus bellargus,Kent,UA,6,1980,male,14.687,87.976,1.571,6.032,8.245623588562012,15.381093978881836,15.388280868530272
93,Polyommatus bellargus,Kent,UA,8,1980,female,13.551,70.985,1.801,5.718,8.245623588562012,15.381093978881836,15.388280868530272
72,Aricia agestis,Hampshire,UA,5,1981,NA,12.522,58.975,1.474,5.817,9.145263671875,15.406296730041504,14.92171573638916
91,Polyommatus icarus,Dorset,VC,8,1981,male,15.303,85.633,1.356,5.55,8.961151123046875,15.12607192993164,14.51935577392578
101,Favonius quercus,Buckinghamshire,VC,8,1982,female,16.791,110.067,2.136,6.176,8.544862747192383,16.149015426635742,15.241862297058104
104,Favonius quercus,Buckinghamshire,VC,8,1982,male,17.821,133.163,2.16,6.669,8.544862747192383,16.149015426635742,15.241862297058104
110,Polyommatus icarus,Wiltshire,UA,7,1984,male,15.043,84.976,1.685,6.37,7.384596347808838,16.28337287902832,17.28253746032715
111,Polyommatus icarus,Wiltshire,UA,7,1984,female,13.904,74.163,1.562,4.87,7.384596347808838,16.28337287902832,17.28253746032715
79,Favonius quercus,West Lothian,VC,8,1984,female,14.26,90.39,2.019,5.199,6.351669788360596,14.17302703857422,14.237213134765623
83,Favonius quercus,Hampshire,UA,7,1984,female,15.676,107.293,2.458,5.482,7.713707447052002,16.4471378326416,17.594240188598633
87,Favonius quercus,Hampshire,UA,7,1984,female,16.102,113.56,1.94,5.199,7.713707447052002,16.4471378326416,17.594240188598633
89,Favonius quercus,Hampshire,UA,7,1984,male,16.001,107.814,2.147,5.846,7.713707447052002,16.4471378326416,17.594240188598633
98,Polyommatus bellargus,Dorset,VC,9,1985,female,14.713,80.582,1.675,5.654,8.095355033874512,14.511502265930176,16.140981674194336
100,Polyommatus bellargus,Dorset,VC,9,1985,female,14.071,71.244,1.592,5.236,8.095355033874512,14.511502265930176,16.140981674194336
68,Aricia agestis,Hampshire,UA,6,1985,NA,12.525,61.207,1.653,5.437,8.2102203369140625,14.84625244140625,16.4471378326416
69,Aricia agestis,Hampshire,UA,6,1985,NA,11.797,55.196,1.374,4.86,8.2102203369140625,14.84625244140625,16.4471378326416
70,Aricia agestis,Hampshire,UA,6,1985,NA,12.38,60.223,1.613,4.9,8.2102203369140625,14.84625244140625,16.4471378326416
86,Polyommatus icarus,Hampshire,UA,6,1985,male,14.678,79.3,1.666,5.077,8.2102203369140625,14.84625244140625,16.4471378326416
87,Polyommatus icarus,Hampshire,UA,6,1985,male,16.06,94.496,2.035,5.405,8.2102203369140625,14.84625244140625,16.4471378326416
88,Polyommatus icarus,Gloucestershire,UA,6,1985,male,14.457,74.522,1.5,5.467,7.873714923858643,14.4386568069458,16.55925178527832
90,Celastrina argiolus,West Gloucestershire,VC,8,1985,female,12.638,65.115,1.215,5.02,8.143119812011719,14.62586498260498,16.739891052246094
92,Celastrina argiolus,Oxfordshire,VC,8,1985,male,15.631,97.503,1.267,5.896,7.724249839782715,14.460156440734863,16.413745880126953
80,Cupido minimus,Gloucestershire,UA,6,1985,male,10.134,36.828,1.008,3.98,7.873714923858643,14.4386568069458,16.55925178527832
85,Cupido minimus,Gloucestershire,UA,6,1985,male,10.571,43.143,0.991,4.673,7.873714923858643,14.4386568069458,16.55925178527832
89,Polyommatus icarus,Hampshire,UA,6,1986,female,13.491,70.429,2.034,4.912,7.230857372283936,15.219136238098145,14.84625244140625
40,Aricia agestis,Oxfordshire,VC,6,1987,NA,14.046,74.417,1.508,5.138,7.905093669891357,14.880088806152344,14.882176399230955
86,Cupido minimus,Hampshire,UA,6,1987,female,11.91,53.598,1.239,4.722,8.296102523803711,15.257362365722656,15.219136238098145
84,Aricia agestis,Hampshire,UA,8,1988,NA,12.176,53.275,1.354,5.099,9.113625526428224,14.914643287658691,15.257362365722656
85,Aricia agestis,Hampshire,UA,8,1988,NA,11.425,49.493,1.135,5.597,9.113625526428224,14.914643287658691,15.257362365722656
77,Cupido minimus,Hampshire,UA,6,1988,male,10.811,44.092,0.991,3.884,9.113625526428224,14.914643287658691,15.257362365722656
67,Aricia agestis,Wiltshire,UA,8,1989,NA,12.591,56.777,1.497,4.979,9.10951042175293,16.553430557250977,14.454806327819824
82,Aricia agestis,Wiltshire,UA,5,1989,NA,12.541,59.17,1.693,4.901,9.10951042175293,16.553430557250977,14.454806327819824
89,Aricia agestis,Wiltshire,UA,5,1989,NA,11.904,50.929,1.275,5.437,9.10951042175293,16.553430557250977,14.454806327819824
55,Celastrina argiolus,Oxfordshire,VC,7,1989,male,16.592,119.932,1.336,6.576,8.961607933044434,16.56776237487793,14.591965675354004
44,Cupido minimus,Wiltshire,UA,5,1989,male,12.3,57.52,1.234,5.508,9.10951042175293,16.553430557250977,14.454806327819824
78,Cupido minimus,Hampshire,UA,6,1989,female,9.455,34.617,1.09,3.529,9.626670837402344,17.022186279296875,14.914643287658691
70,Lycaena phlaeas,Wiltshire,UA,5,1989,NA,12.95,70.573,2.035,4.275,9.10951042175293,16.553430557250977,14.454806327819824
