decimalLatitude,decimalLongitude,Year,SPRING,SUMMER,SUMMER_before,SPRING_temp,SUMMER_temp,SUMMER_before_temp
51.263,-0.4431,1919,SEASON_1919-04-16,SEASON_1919-07-16,SEASON_1918-07-16,8.475702055103335,15.413783282630712,15.528704026084894
51.2362,-0.5704,1916,SEASON_1916-04-16,SEASON_1916-07-16,SEASON_1915-07-16,8.079610703634048,14.55996053240388,14.985308749051354
51.3354,-0.7429,1917,SEASON_1917-04-16,SEASON_1917-07-16,SEASON_1916-07-16,7.373696460303055,15.92676157499482,14.708744683644198
51.221,-0.448,1909,SEASON_1909-04-16,SEASON_1909-07-16,SEASON_1908-07-16,7.4374590685255795,14.232289372693726,15.158517600418902
52.405,-0.2413,1951,SEASON_1951-04-16,SEASON_1951-07-16,SEASON_1950-07-16,7.080631867503562,15.251901075627991,16.347064280920186
50.6083,-1.9608,1970,SEASON_1970-04-16,SEASON_1970-07-16,SEASON_1969-07-16,8.135622392873161,16.035289692159736,16.110774146714917
51.638,-2.3512,1931,SEASON_1931-04-16,SEASON_1931-07-16,SEASON_1930-07-16,7.288798902769575,14.377880413472491,15.211516715364688
51.1198,-2.4717,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.050517589996131,13.976770747748233,14.961614743715812
50.9358,-0.2,1974,SEASON_1974-04-16,SEASON_1974-07-16,SEASON_1973-07-16,8.63473063299708,15.208288642007705,16.24624417287237
51.275383,-2.776614,1897,SEASON_1897-04-16,SEASON_1897-07-16,SEASON_1896-07-16,8.773487605107837,16.669622607105776,16.4705710539485
51.4194,0.5326,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,9.062203699268933,16.074918669590055,14.815654249176465
52.3873,-0.1935,1938,SEASON_1938-04-16,SEASON_1938-07-16,SEASON_1937-07-16,8.962830429462539,15.581416262910093,15.841955552067033
53.2103,-0.5665,1916,SEASON_1916-04-16,SEASON_1916-07-16,SEASON_1915-07-16,7.715871280422024,14.521738135080714,14.68459378989075
52.5708,-0.3471,1904,SEASON_1904-04-16,SEASON_1904-07-16,SEASON_1903-07-16,8.137608684259106,15.638096205064743,14.369947328785306
51.381,-0.607,1966,SEASON_1966-04-16,SEASON_1966-07-16,SEASON_1965-07-16,8.542201981028636,15.301569096459625,14.65200136668551
50.9527,-1.2137,1938,SEASON_1938-04-16,SEASON_1938-07-16,SEASON_1937-07-16,9.060018452831,15.670796341473606,16.201586231744756
50.8895,-0.2257,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.661213919023835,15.618813090843311,16.625817628690744
51.3768,-0.3419,1951,SEASON_1951-04-16,SEASON_1951-07-16,SEASON_1950-07-16,7.654663351776979,15.78250925099053,16.72395665663483
50.6459,-2.1201,1971,SEASON_1971-04-16,SEASON_1971-07-16,SEASON_1970-07-16,8.11535749386484,15.401690597756664,15.552717069736365
51.4092,-0.6726,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,8.915036143966203,15.815478272095474,14.941895005478424
51.8994,-2.0783,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,6.82970343241258,15.673570450172,15.605620340811468
52.4384,-0.6907,1937,SEASON_1937-04-16,SEASON_1937-07-16,SEASON_1936-07-16,7.45237411045964,15.21899213807562,14.799645099752402
51.4419,0.3708,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,7.501387133980538,14.597000639967504,15.988702109491566
51.8454,-0.9174,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.507024867849783,14.790341044092996,17.271440030326154
50.7676,-4.5518,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.497351816482913,14.172261239685882,14.550509208512196
51.7417,0.6897,1919,SEASON_1919-04-16,SEASON_1919-07-16,SEASON_1918-07-16,8.187597767064265,15.34847470599846,15.449351471937371
50.8646,0.2552,1919,SEASON_1919-04-16,SEASON_1919-07-16,SEASON_1918-07-16,8.138746270947479,14.679487111476965,15.055232627785708
51.5485,-0.4796,1972,SEASON_1972-04-16,SEASON_1972-07-16,SEASON_1971-07-16,9.188065192054262,15.238601161909589,16.069480406106486
51.6234,0.1338,1886,SEASON_1886-04-16,SEASON_1886-07-16,SEASON_1885-07-16,8.277410101809071,16.20638162018789,15.867129346663445
50.6787,-3.2376,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.411392787220974,14.086339039270618,15.64310278071077
51.3168,-0.56,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,7.213215236307767,14.97588412777296,16.088862000661226
51.2724,0.1909,1960,SEASON_1960-04-16,SEASON_1960-07-16,SEASON_1959-07-16,9.04616638263104,15.27007021814765,16.902279708157803
50.8849,-0.2126,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.234243180625684,14.047545119877732,15.49490091356708
51.0736,-0.5194,1975,SEASON_1975-04-16,SEASON_1975-07-16,SEASON_1974-07-16,7.504259992890549,16.63526082591801,14.83805901159643
51.3322,0.1889,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.536603901767416,15.055489122859756,17.525303661477928
50.2632,-5.051,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,8.886848341392746,13.759584609000921,15.026271865553527
50.6152,-3.694,1995,SEASON_1995-04-16,SEASON_1995-07-16,SEASON_1994-07-16,8.754724654347395,17.25688025261278,15.655435158669606
51.5074,-1.3316,1909,SEASON_1909-04-16,SEASON_1909-07-16,SEASON_1908-07-16,7.300495690550529,14.00719940882642,14.938789777158224
51.3345,-0.3584,1889,SEASON_1889-04-16,SEASON_1889-07-16,SEASON_1888-07-16,8.395039610597816,15.541337931207364,14.212282253700705
51.3345,-0.3584,1894,SEASON_1894-04-16,SEASON_1894-07-16,SEASON_1893-07-16,8.815561735181978,15.203174982160974,16.88072614169762
50.6783,-1.95,1915,SEASON_1915-04-16,SEASON_1915-07-16,SEASON_1914-07-16,8.659895503709153,15.200919034279023,15.930899136846826
52.3444,0.5109,1899,SEASON_1899-04-16,SEASON_1899-07-16,SEASON_1898-07-16,7.553732904503248,17.09003498633686,15.28858369163302
51.1687,-0.7365,1916,SEASON_1916-04-16,SEASON_1916-07-16,SEASON_1915-07-16,8.079610703634048,14.55996053240388,14.985308749051354
51.3354,-0.7429,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.069530974654517,14.836102711702432,15.624863277817298
51.3345,-0.3584,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.63969736315,16.268397164445506,15.85442431981916
53.0465,-3.762,1939,SEASON_1939-04-16,SEASON_1939-07-16,SEASON_1938-07-16,7.11474306281511,13.558765534709803,12.891259281194838
50.8074,-1.8998,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.299888538092185,15.16252085330219,16.236386027955717
50.8947,-2.2061,1926,SEASON_1926-04-16,SEASON_1926-07-16,SEASON_1925-07-16,8.363712231231474,15.505021068517562,15.644218422840305
51.3078,0.3085,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,8.891288877900765,15.932192657475115,14.70530618016537
50.8189,-1.5757,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,9.018829650476858,15.076841837254536,16.0496858893519
51.2766,0.1108,1908,SEASON_1908-04-16,SEASON_1908-07-16,SEASON_1907-07-16,7.755487161999404,15.53694367935191,14.34549110421636
51.8786,-1.8417,1912,SEASON_1912-04-16,SEASON_1912-07-16,SEASON_1911-07-16,8.976019550529104,13.817033097540296,17.044200097990867
50.488,-3.8323,1926,SEASON_1926-04-16,SEASON_1926-07-16,SEASON_1925-07-16,8.30643831933332,15.15017277033985,15.234910469310853
50.5511,-4.1417,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.950248035427911,14.740780553686907,15.076086853466565
51.0629,-0.3259,1896,SEASON_1896-04-16,SEASON_1896-07-16,SEASON_1895-07-16,9.01162423943676,15.67021535513814,15.32522664661889
50.6752,-1.2949,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.603942492020963,15.140538443493075,15.966669528240569
50.6752,-1.2949,1899,SEASON_1899-04-16,SEASON_1899-07-16,SEASON_1898-07-16,8.437101755375934,17.763221861486503,16.148775251662556
50.8179,-0.3729,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.488765243838793,16.001729080312494,15.432148349312872
51.7244,-0.8345,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,7.698662961711287,13.772485623468885,16.429497746088643
51.2362,-0.5704,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.35252182399548,14.119359853796615,14.901373181873232
50.8179,-0.3729,1933,SEASON_1933-04-16,SEASON_1933-07-16,SEASON_1932-07-16,9.642211295215704,17.24771630196532,16.06987666973252
50.8179,-0.3729,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,10.187163451712264,15.936024121814345,16.10393523627965
51.6733,-0.9666,1955,SEASON_1955-04-16,SEASON_1955-07-16,SEASON_1954-07-16,7.204744135406995,16.376309899749028,13.909799309830673
51.792,-2.1585,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,8.12163746447025,13.999910368185489,15.219723693330456
51.2766,0.1108,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.62727316546882,17.87576394325402,15.129687399236948
50.8282,-0.3281,1925,SEASON_1925-04-16,SEASON_1925-07-16,SEASON_1924-07-16,8.133680524415475,16.118859260945342,14.878548897040863
52.3126,0.2982,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,8.186225573698012,15.48455928740149,14.88604544413103
50.5708,-3.6503,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.588569806913437,15.530286028251922,13.941693251976632
51.7003,0.1087,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.021416889040294,15.120715343529934,15.682244982106159
51.5171,0.5784,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.290259281262962,15.636986507740904,16.040441092063276
53.2179,-0.2,1939,SEASON_1939-04-16,SEASON_1939-07-16,SEASON_1938-07-16,8.184811752434445,15.282962256284534,15.376842821787037
51.6123,-0.5562,1908,SEASON_1908-04-16,SEASON_1908-07-16,SEASON_1907-07-16,7.682451082615463,15.28241095117312,14.086900708559
51.2297,-3.8401,1901,SEASON_1901-04-16,SEASON_1901-07-16,SEASON_1900-07-16,8.418820575944103,15.825782798694819,15.61459084538757
51.842,-0.6058,1951,SEASON_1951-04-16,SEASON_1951-07-16,SEASON_1950-07-16,6.761403427792441,14.983105056734997,15.860513924798578
52.4746,-0.394,1906,SEASON_1906-04-16,SEASON_1906-07-16,SEASON_1905-07-16,7.630232284283061,15.746817203237967,16.03530552538119
51.255,-0.3086,1965,SEASON_1965-04-16,SEASON_1965-07-16,SEASON_1964-07-16,8.876149514400467,15.027098099049189,16.152422579015496
50.5428,-3.8753,1903,SEASON_1903-04-16,SEASON_1903-07-16,SEASON_1902-07-16,8.030906669220025,13.56474187606941,13.781339256361347
52.0391,-0.5566,1949,SEASON_1949-04-16,SEASON_1949-07-16,SEASON_1948-07-16,8.392624798836431,16.489676816166188,14.66144280282965
50.964,-0.5304,1968,SEASON_1968-04-16,SEASON_1968-07-16,SEASON_1967-07-16,8.333577804067641,15.427783238270896,15.735596743005985
51.0895,-1.2168,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,8.309790170144549,15.365378665622531,14.894864765500866
51.1907,-2.1113,1974,SEASON_1974-04-16,SEASON_1974-07-16,SEASON_1973-07-16,7.729970316960474,14.188598973296859,15.335588711749024
51.6286,-0.7482,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,8.34429330088946,14.702994889381165,14.491632300394217
50.6211,-2.2755,1974,SEASON_1974-04-16,SEASON_1974-07-16,SEASON_1973-07-16,8.39000159673355,14.746364719092089,15.73661226947277
51.5041,0.428,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.640794995686628,17.899820019021238,15.306137073208395
50.7981,0.3339,1976,SEASON_1976-04-16,SEASON_1976-07-16,SEASON_1975-07-16,8.389289383225924,17.793267920604873,16.504383849770043
51.0814,1.1695,1974,SEASON_1974-04-16,SEASON_1974-07-16,SEASON_1973-07-16,8.553067581268754,15.148432475428612,16.251645669883164
51.0598,-1.3101,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.852120427994732,15.151521275134751,17.450645902176053
51.5343,-0.455,1981,SEASON_1981-04-16,SEASON_1981-07-16,SEASON_1980-07-16,9.697359363281707,16.111617864837427,15.804879534241126
51.3154,-0.1649,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.93257225488717,15.334119165985058,17.830404842734882
51.2328,-0.5078,1966,SEASON_1966-04-16,SEASON_1966-07-16,SEASON_1965-07-16,8.386680854587672,15.044445924131656,14.326116069865511
51.3665,0.2115,1937,SEASON_1937-04-16,SEASON_1937-07-16,SEASON_1936-07-16,8.269748887303113,16.18070705823266,15.636223286222586
51.3481,-0.6039,1964,SEASON_1964-04-16,SEASON_1964-07-16,SEASON_1963-07-16,8.80123935158092,15.768051331568348,14.954942768967095
51.2195,-0.4797,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,8.076214893048112,14.631804028288235,14.259032156596668
51.752,-1.2577,1910,SEASON_1910-04-16,SEASON_1910-07-16,SEASON_1909-07-16,8.127746700866995,14.913391828786368,14.209064745064452
51.2406,-0.0992,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,8.401905559654306,14.617452477109339,15.689890537164109
50.8449,-1.7888,1895,SEASON_1895-04-16,SEASON_1895-07-16,SEASON_1894-07-16,8.65126572535655,15.536876404761392,15.098040336565518
50.6752,-1.2949,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,8.396847018223252,14.955582730099598,16.23407146916686
51.1687,-0.7365,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.35252182399548,14.119359853796615,14.901373181873232
53.3241,-3.8276,1932,SEASON_1932-04-16,SEASON_1932-07-16,SEASON_1931-07-16,5.829505175245506,13.950798173465099,13.00112331677608
50.9914,-4.0033,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.381350761654472,15.916302749915348,13.65224075533875
51.2809,-0.963,1901,SEASON_1901-04-16,SEASON_1901-07-16,SEASON_1900-07-16,7.8583129372800755,15.898653494987341,16.08688819380311
51.3695,-0.3659,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.77218848093717,15.39005241758556,16.259486578754665
53.3347,-3.8571,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,6.743562504028009,13.412675375207478,13.083420009591844
53.3241,-3.8276,1935,SEASON_1935-04-16,SEASON_1935-07-16,SEASON_1934-07-16,6.9924953284501905,14.104387455013955,14.170942954224953
51.239,-0.387,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.881006725071355,18.07155506584763,15.430919511333835
50.8513,0.2269,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,7.870024771795367,14.776806632772583,14.27396317212881
51.2922,1.1448,1910,SEASON_1910-04-16,SEASON_1910-07-16,SEASON_1909-07-16,8.245322111765658,15.067198667978257,14.50321395314452
50.8726,-1.5768,1915,SEASON_1915-04-16,SEASON_1915-07-16,SEASON_1914-07-16,8.712068080201988,15.442227092431503,16.168602273252635
51.2689,-0.3718,1901,SEASON_1901-04-16,SEASON_1901-07-16,SEASON_1900-07-16,8.122821597891939,16.483385851413225,16.609939475208815
50.8903,-1.0288,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,8.926831077323639,15.79073298323684,15.396162914279891
51.263,-0.4431,1910,SEASON_1910-04-16,SEASON_1910-07-16,SEASON_1909-07-16,8.570278084976058,15.430919511333835,14.845600322096347
51.0586,-0.1279,1932,SEASON_1932-04-16,SEASON_1932-07-16,SEASON_1931-07-16,7.261000700407924,16.090664814949157,15.056294188980862
51.2362,-0.5704,1919,SEASON_1919-04-16,SEASON_1919-07-16,SEASON_1918-07-16,8.09122517436587,14.901373181873232,14.973859946160392
51.2766,0.1108,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.427991348130005,16.035136100671817,15.630375536368604
51.2362,-0.5704,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.559123223936874,14.973859946160392,15.66121987441764
50.8179,-0.3729,1940,SEASON_1940-04-16,SEASON_1940-07-16,SEASON_1939-07-16,9.124712181634239,16.077286684854172,15.734242208660321
51.6733,-0.9666,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,7.905440859476979,13.909799309830673,15.049000915756208
51.8623,-2.0344,1955,SEASON_1955-04-16,SEASON_1955-07-16,SEASON_1954-07-16,7.329017262309961,16.664536970529216,13.999910368185489
51.0176,-2.0168,1979,SEASON_1979-04-16,SEASON_1979-07-16,SEASON_1978-07-16,7.223759710597283,14.715051921453727,14.363419368342301
51.6571,0.0413,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,8.481045691225967,15.707299699327224,17.180044864443246
51.7789,-0.0337,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.021416889040294,15.120715343529934,15.682244982106159
51.7872,-2.1936,1913,SEASON_1913-04-16,SEASON_1913-07-16,SEASON_1912-07-16,8.47714309104448,15.015549863302343,14.172860648446377
51.1495,-0.6465,1929,SEASON_1929-04-16,SEASON_1929-07-16,SEASON_1928-07-16,8.042961536636742,15.267546406685458,15.386215153142306
50.6591,-1.1494,1900,SEASON_1900-04-16,SEASON_1900-07-16,SEASON_1899-07-16,8.228512657359671,16.68730464290647,18.080368638652505
52.315,1.6614,1965,SEASON_1965-04-16,SEASON_1965-07-16,SEASON_1964-07-16,8.17394077216176,14.677993265034928,15.748333021929241
51.8518,-0.508,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,7.846490296256244,15.481941826532882,15.153109578376476
51.2362,-0.5704,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.39124629368797,17.424878711454017,14.85138008743399
52.4746,-0.394,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,8.785884435226354,15.862939647966623,14.812112408890677
51.1491,-3.8755,1943,SEASON_1943-04-16,SEASON_1943-07-16,SEASON_1942-07-16,8.975145710877287,14.012054952969889,14.023088221439812
51.5864,0.6049,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,9.535857528320445,16.917568152576663,15.036849706530935
50.5972,-2.0367,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.549373987491533,14.798629276705222,15.66510371291087
51.5662,0.5793,1891,SEASON_1891-04-16,SEASON_1891-07-16,SEASON_1890-07-16,6.9894959948713655,15.131383994986438,15.05447264599522
51.2795,-0.3814,1933,SEASON_1933-04-16,SEASON_1933-07-16,SEASON_1932-07-16,9.958871254493719,17.77785746758848,16.598919771126607
51.3709,1.1278,1940,SEASON_1940-04-16,SEASON_1940-07-16,SEASON_1939-07-16,9.121502913171357,16.04851840700661,15.844952385422935
51.5459,0.7077,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.426573818316067,14.754799590261953,16.245106224357936
51.5343,-0.455,1991,SEASON_1991-04-16,SEASON_1991-07-16,SEASON_1990-07-16,9.428516628625633,16.64651862790784,17.36746452051369
51.0814,1.1695,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.830864899976731,15.78776839378554,15.289083181955755
52.4561,0.054,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.180971397365372,15.554186001210699,14.178982398709113
50.9065,-0.5339,1987,SEASON_1987-04-16,SEASON_1987-07-16,SEASON_1986-07-16,8.39321580329863,15.394547524413621,15.4824576989659
50.6595,-3.3025,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,9.68600640485032,15.168969669641372,15.651415667600356
51.3345,-0.3584,1905,SEASON_1905-04-16,SEASON_1905-07-16,SEASON_1904-07-16,8.82729788012376,16.483032358419653,16.179458122304517
51.1988,-0.4855,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.274290395834518,14.673908023330624,15.57305346350818
51.321,-0.5704,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,9.256091498803064,16.748706161362225,14.286724883607901
51.3345,-0.3584,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,8.38414381071117,14.559789868376514,17.14126440859351
51.6571,0.0413,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,8.892182502781464,15.148751264487952,17.73735456286693
51.2557,0,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.62727316546882,17.87576394325402,15.129687399236948
50.9125,-2.2219,1908,SEASON_1908-04-16,SEASON_1908-07-16,SEASON_1907-07-16,7.485039144803222,15.239468096704968,13.787645722764838
51.0858,-0.8659,1903,SEASON_1903-04-16,SEASON_1903-07-16,SEASON_1902-07-16,8.354640127446597,14.491810412945288,14.765915515850091
51.7823,-1.1681,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.277768696734748,14.753479141603263,15.598773784002203
50.4619,-3.5253,1898,SEASON_1898-04-16,SEASON_1898-07-16,SEASON_1897-07-16,8.131099085848355,15.447527350223188,16.031852468978126
50.9667,0.2564,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,8.56115100515872,15.510591138267776,14.918952639007511
51.8882,-0.4815,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,8.022837965316059,15.131645616438366,14.54993213202118
52.1554,1.6004,1965,SEASON_1965-04-16,SEASON_1965-07-16,SEASON_1964-07-16,8.17394077216176,14.677993265034928,15.748333021929241
52.4134,-0.2119,1908,SEASON_1908-04-16,SEASON_1908-07-16,SEASON_1907-07-16,7.604287294627667,15.073201229742596,13.724085974866128
50.8263,-2.0535,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,9.726045105282086,15.37302200343718,15.616948579453696
50.8189,-1.5757,1977,SEASON_1977-04-16,SEASON_1977-07-16,SEASON_1976-07-16,8.935396077242835,15.040984004163256,18.44912699005092
51.2689,-0.3718,1950,SEASON_1950-04-16,SEASON_1950-07-16,SEASON_1949-07-16,9.338712860772137,16.72395665663483,17.284072514396012
51.1835,-2.1066,1973,SEASON_1973-04-16,SEASON_1973-07-16,SEASON_1972-07-16,7.7729252961486575,15.335588711749024,13.650144244257879
50.6812,-3.22,1970,SEASON_1970-04-16,SEASON_1970-07-16,SEASON_1969-07-16,7.9200889737723355,15.504251601281695,15.31471355659835
50.685,-3.1851,1970,SEASON_1970-04-16,SEASON_1970-07-16,SEASON_1969-07-16,7.9200889737723355,15.504251601281695,15.31471355659835
50.6812,-3.22,1971,SEASON_1971-04-16,SEASON_1971-07-16,SEASON_1970-07-16,8.099219156651358,15.321443017122942,15.504251601281695
51.5424,0.6535,1894,SEASON_1894-04-16,SEASON_1894-07-16,SEASON_1893-07-16,8.913486136377466,15.441983800515441,16.88160110411879
51.5359,0.697,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,9.223561782243346,16.485817053782323,15.121706735925251
51.6571,0.0413,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,9.285352904444158,17.50471713871031,18.453763244601696
50.5672,-2.446,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.086019994140738,13.464813672436067,14.772612045927936
51.4357,0.1893,1968,SEASON_1968-04-16,SEASON_1968-07-16,SEASON_1967-07-16,8.08861525168296,15.186085643788825,15.811196619296568
52.3219,1.5985,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.239125606454154,15.504906207315111,16.32591547825721
51.7992,1.0758,1904,SEASON_1904-04-16,SEASON_1904-07-16,SEASON_1903-07-16,8.311207961642856,16.030486648502503,14.768500919898617
51.53,-0.66,1970,SEASON_1970-04-16,SEASON_1970-07-16,SEASON_1969-07-16,7.713758025698225,15.98103850703848,15.81924126704292
51.3233,-0.3225,1975,SEASON_1975-04-16,SEASON_1975-07-16,SEASON_1974-07-16,8.040193231379767,17.433367202100026,15.48486818495694
51.265,0.3478,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.65499519284611,15.664611256461978,15.27007021814765
51.0667,-0.25,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,6.6356077659228685,14.259032156596668,15.391349484521589
51.3233,-0.3225,1976,SEASON_1976-04-16,SEASON_1976-07-16,SEASON_1975-07-16,8.927577853075055,18.594508851069836,17.433367202100026
51.1373,-1.4647,1975,SEASON_1975-04-16,SEASON_1975-07-16,SEASON_1974-07-16,7.820895060202811,17.039509788358625,14.915704447454361
51.095,-0.9392,1904,SEASON_1904-04-16,SEASON_1904-07-16,SEASON_1903-07-16,7.91917619575912,15.219936851223132,14.058771903863923
51.3345,-0.3584,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.792123748649733,16.872414468396922,17.77785746758848
51.0167,0.0833,1890,SEASON_1890-04-16,SEASON_1890-07-16,SEASON_1889-07-16,8.068486005207776,14.293511726579679,15.252103663543616
50.6878,-2.111,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.549373987491533,14.798629276705222,15.66510371291087
53.2856,-4.3726,1900,SEASON_1900-04-16,SEASON_1900-07-16,SEASON_1899-07-16,7.056324440465654,14.311819827395857,15.435146183113861
50.8513,0.2269,1960,SEASON_1960-04-16,SEASON_1960-07-16,SEASON_1959-07-16,9.247299071592721,15.274475385779851,16.676647741314294
50.9039,-0.4086,1935,SEASON_1935-04-16,SEASON_1935-07-16,SEASON_1934-07-16,8.416418785529148,16.625817628690744,16.455469090425307
50.7184,-3.5339,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.307947692961733,16.06748802528383,16.385672166325836
51.2784,-0.3734,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.592956564441701,14.654352351022137,16.361433811677426
50.8179,-0.3729,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,8.766420180243193,15.686403899373607,15.133197965677432
50.764,-4.5731,1915,SEASON_1915-04-16,SEASON_1915-07-16,SEASON_1914-07-16,8.229216526357842,13.879527311620793,14.5770137462198
50.8282,-0.3281,1926,SEASON_1926-04-16,SEASON_1926-07-16,SEASON_1925-07-16,8.853925398894908,15.854446768939178,16.118859260945342
52.5708,-0.3471,1903,SEASON_1903-04-16,SEASON_1903-07-16,SEASON_1902-07-16,8.225792326343743,14.369947328785306,14.620139665937344
51.8124,-0.6244,1926,SEASON_1926-04-16,SEASON_1926-07-16,SEASON_1925-07-16,8.397709980241624,15.414859062732114,15.710320322240243
50.768,0.2905,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.513173936921088,15.055232627785708,15.695917301581682
