decimalLatitude,decimalLongitude,Year,SPRING,SUMMER,SUMMER_before,SPRING_temp,SUMMER_temp,SUMMER_before_temp
50.7734,-1.5244,1971,SEASON_1971-04-16,SEASON_1971-07-16,SEASON_1970-07-16,8.370278688797816,15.700086037389697,15.915937145656706
51.0814,1.1695,1950,SEASON_1950-04-16,SEASON_1950-07-16,SEASON_1949-07-16,8.939523057926527,16.5144832309636,16.23378508430229
50.8947,-2.2061,1971,SEASON_1971-04-16,SEASON_1971-07-16,SEASON_1970-07-16,7.836038322500341,15.171008604960567,15.482642207845755
51.2707,-2.1252,1976,SEASON_1976-04-16,SEASON_1976-07-16,SEASON_1975-07-16,8.053846982747535,17.855078347470567,17.032254479206195
50.62,-3.4137,1952,SEASON_1952-04-16,SEASON_1952-07-16,SEASON_1951-07-16,9.348112107809575,15.466242699420569,14.628585850116755
51.5737,-1.2008,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,8.166080187179611,14.481905846352426,14.244871605029779
51.6516,-0.0837,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,9.06213470631206,15.156661100411451,16.83959533953753
50.8947,-2.2061,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.42541837298948,15.115067214945164,15.002320849692206
51.365,-0.1649,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,6.951074055724298,14.70236776144525,15.90429938184491
52.0481,-0.0241,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.352199230914396,15.153561167018811,16.105274342917358
50.8765,-1.6315,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,9.018829650476858,15.076841837254536,16.0496858893519
51.3199,-0.1413,1942,SEASON_1942-04-16,SEASON_1942-07-16,SEASON_1941-07-16,8.561314430952967,15.99334790794939,16.19898336523248
51.3509,0.8194,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.515075443454874,15.351891796716203,16.20930960587123
51.2476,-0.0676,1925,SEASON_1925-04-16,SEASON_1925-07-16,SEASON_1924-07-16,8.139229491827834,16.148239323983397,15.03658064572276
50.5173,-3.6668,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.745414671974492,15.266907873420685,16.067673031806713
51.0814,1.1695,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.39150651413157,15.436205185326445,14.438899051312058
52.333,-1.5846,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.131638842388819,14.659425748973717,15.522160437547912
52.0481,-0.0241,1917,SEASON_1917-04-16,SEASON_1917-07-16,SEASON_1916-07-16,6.984104220081073,15.93777799513201,14.349427428795751
50.5455,-3.5058,1931,SEASON_1931-04-16,SEASON_1931-07-16,SEASON_1930-07-16,7.996872595315555,14.929047235536727,15.644073559143452
51.3484,-1.3223,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,7.8439378514028215,13.933135313852377,16.202973925237536
51.1778,-2.2009,1976,SEASON_1976-04-16,SEASON_1976-07-16,SEASON_1975-07-16,7.720617671295009,17.41095920572118,16.487608713399784
52.104,-2.7461,1910,SEASON_1910-04-16,SEASON_1910-07-16,SEASON_1909-07-16,7.6695633241168775,13.987193154297364,13.501700937380361
51.1279,1.3134,1887,SEASON_1887-04-16,SEASON_1887-07-16,SEASON_1886-07-16,6.56496403955827,15.66898859476539,15.075545788747068
51.255,-0.3086,1898,SEASON_1898-04-16,SEASON_1898-07-16,SEASON_1897-07-16,7.963647166318752,15.908098693360133,16.48483610709466
50.2923,-3.6558,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,9.16375086773889,15.411573215305577,15.12910518463751
51.2332,-1.9542,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.210884675730512,14.253140546941186,16.482270806510368
51.1778,-2.2009,1973,SEASON_1973-04-16,SEASON_1973-07-16,SEASON_1972-07-16,7.7729252961486575,15.335588711749024,13.650144244257879
51.2518,0.4843,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.235407539408019,15.636223286222586,16.59073818319052
50.6807,-1.5232,1889,SEASON_1889-04-16,SEASON_1889-07-16,SEASON_1888-07-16,8.827969605109478,16.096515242381066,14.391373561837911
50.8038,-2.3357,1940,SEASON_1940-04-16,SEASON_1940-07-16,SEASON_1939-07-16,8.908530193422527,15.501709796785095,14.937484680222797
51.0814,1.1695,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.08622582180602,14.933593216514689,15.390037728694173
51.1279,1.3134,1890,SEASON_1890-04-16,SEASON_1890-07-16,SEASON_1889-07-16,7.954065338253256,14.445875399695352,15.373333636536328
51.4399,0.1543,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.294671885469487,14.34549110421636,16.014691721787138
51.5864,0.6049,1919,SEASON_1919-04-16,SEASON_1919-07-16,SEASON_1918-07-16,8.308436676661668,15.52511514875852,15.644816031980707
50.8442,-2.4433,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.225268296982975,16.476341806597883,14.18693724993073
51.6516,-0.0837,1906,SEASON_1906-04-16,SEASON_1906-07-16,SEASON_1905-07-16,8.442796080114592,16.83959533953753,16.937625466674056
51.2484,-0.7558,1942,SEASON_1942-04-16,SEASON_1942-07-16,SEASON_1941-07-16,8.75421698540971,15.90085267939552,16.113951282214277
50.768,0.2905,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,7.750362715373812,14.451008132283684,15.760051006229501
51.6388,-0.4741,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.93974994683869,15.744986988563541,16.548627520623402
50.7531,-1.6551,1943,SEASON_1943-04-16,SEASON_1943-07-16,SEASON_1942-07-16,10.339691295111466,15.96677575507143,15.769578015885658
51.2707,-2.1252,1968,SEASON_1968-04-16,SEASON_1968-07-16,SEASON_1967-07-16,7.85699824907733,15.186478428967932,15.506722306542194
50.5219,-4.8234,1897,SEASON_1897-04-16,SEASON_1897-07-16,SEASON_1896-07-16,8.735243322050836,15.760622168106305,15.456854884080643
51.6662,-0.9222,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.016143450214079,16.05390064509505,16.88005139252239
52.96,0.5786,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.301273168448095,15.243357573906113,16.15209748105016
50.7207,-1.4462,1910,SEASON_1910-04-16,SEASON_1910-07-16,SEASON_1909-07-16,8.836789075710993,15.15528022296354,14.923130354924345
51.2463,-1.9922,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.075751112427493,16.055473745838608,16.703796260559862
51.6662,-0.9222,1935,SEASON_1935-04-16,SEASON_1935-07-16,SEASON_1934-07-16,7.886574528536827,16.32112449541586,16.05390064509505
51.0058,-0.1436,1916,SEASON_1916-04-16,SEASON_1916-07-16,SEASON_1915-07-16,8.497179144760931,14.716416103301052,15.119689816077544
51.8642,-2.238,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,7.944642669393559,16.08516549470078,16.793448504681184
51.3709,1.1278,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.657712645347365,16.08783728951066,16.820425524561777
52.9789,-0.0266,1949,SEASON_1949-04-16,SEASON_1949-07-16,SEASON_1948-07-16,8.597048892443977,16.140650529541013,14.750418702743742
51.221,-0.448,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.633927066807063,15.32641443413374,15.971597213297073
50.8739,0.0088,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,6.8679962448754575,14.491688889424655,15.694672962585972
53.2179,-0.2,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.253598251138207,15.188330032732257,15.858137017822857
51.2689,-0.3718,1958,SEASON_1958-04-16,SEASON_1958-07-16,SEASON_1957-07-16,7.952635204379999,15.87786604021079,16.730433260635014
51.2689,-0.3718,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.77218848093717,15.39005241758556,16.259486578754665
52.1872,0.9708,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,6.9491977589151555,16.05594392663016,15.774466346992675
51.365,-0.1649,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,9.854722065387493,17.250669632628075,15.64963675755899
50.6752,-1.2949,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.777173469034032,17.358396109582173,14.80930610549029
51.2328,-0.5078,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,8.076214893048112,14.631804028288235,14.259032156596668
50.7839,-1.6073,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,8.235244561605834,14.965129686176281,14.639188745699425
51.156,-1.9839,1938,SEASON_1938-04-16,SEASON_1938-07-16,SEASON_1937-07-16,8.649831020674467,15.048898680449689,15.55231296367121
52.104,-2.7461,1909,SEASON_1909-04-16,SEASON_1909-07-16,SEASON_1908-07-16,6.9170410797979,13.501700937380361,14.267732830116504
51.0023,-1.2636,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.66616755816151,15.591399312190806,16.62974199158545
50.9643,-1.3267,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.88472008279264,15.751345070708785,16.814486886491384
50.9763,-3.9962,1943,SEASON_1943-04-16,SEASON_1943-07-16,SEASON_1942-07-16,9.558996471020283,14.872549905385004,14.768867880225717
51.411,-2.7324,1942,SEASON_1942-04-16,SEASON_1942-07-16,SEASON_1941-07-16,8.990295587818157,15.67186236967951,15.769971351052863
51.5842,-2.9977,1897,SEASON_1897-04-16,SEASON_1897-07-16,SEASON_1896-07-16,8.559575369284687,16.537827195675803,16.247870086292554
51.0958,-0.4443,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.312154605233433,17.29909063789292,14.710538370206928
50.9573,-0.5107,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,7.262646716066725,15.968008790692231,16.077286684854172
51.0023,-1.2636,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.655580358384038,16.5195114024767,17.229101762178498
50.5731,-4.9157,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.501048881083193,14.000372571287487,15.238991958004002
50.8739,0.0088,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,8.18855458735133,14.411678231733587,16.66758106589005
51.457,-2.0307,1926,SEASON_1926-04-16,SEASON_1926-07-16,SEASON_1925-07-16,8.392020794967518,15.643420225949805,15.890833146064564
52.4802,-0.4727,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.511363828144324,14.724280502866357,17.450461362238173
52.4802,-0.4727,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.711740611094859,17.450461362238173,15.000095029386557
52.4802,-0.4727,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.236273273765375,15.438695427172009,16.819453585417047
51.4419,0.3708,1903,SEASON_1903-04-16,SEASON_1903-07-16,SEASON_1902-07-16,8.1496686936341,14.351756651127815,14.597000639967504
52.1355,-2.3701,1901,SEASON_1901-04-16,SEASON_1901-07-16,SEASON_1900-07-16,7.744528486426604,15.588429906857828,15.506500175670624
52.0423,-3.3462,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,6.570376194909003,12.189388376767015,15.181493985327652
52.9789,-0.0266,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,10.273414021328907,15.9994550543196,15.769304123732669
50.8266,-4.5437,1906,SEASON_1906-04-16,SEASON_1906-07-16,SEASON_1905-07-16,7.555498526328088,14.670681685383878,14.710337077691477
51.0587,-2.9499,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.849310903829112,15.011307706959135,17.126511405945582
52.9789,-0.0266,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.381543202905274,14.750418702743742,17.282221141757315
51.2463,-1.9922,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.210884675730512,14.253140546941186,16.482270806510368
51.2046,-2.1811,1917,SEASON_1917-04-16,SEASON_1917-07-16,SEASON_1916-07-16,6.950383726863296,14.857696875008408,14.1812326102483
50.8739,0.0088,1969,SEASON_1969-04-16,SEASON_1969-07-16,SEASON_1968-07-16,8.004478234839954,16.08599815786702,15.378635457058175
51.2328,-0.5078,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.076032089267725,14.245945356235033,16.37100955797881
50.7926,-3.6515,1944,SEASON_1944-04-16,SEASON_1944-07-16,SEASON_1943-07-16,8.661057078132423,15.450755363707874,15.099288391552228
51.2689,-0.3718,1966,SEASON_1966-04-16,SEASON_1966-07-16,SEASON_1965-07-16,8.9055632809334,15.711391479801868,15.027098099049189
51.752,-1.2577,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.44934130466436,15.19399802204733,15.972168010890293
50.964,-0.5304,1949,SEASON_1949-04-16,SEASON_1949-07-16,SEASON_1948-07-16,8.81732265451573,16.643809897090755,15.377349142802665
50.7772,-3.9995,1944,SEASON_1944-04-16,SEASON_1944-07-16,SEASON_1943-07-16,7.724668766374807,14.255695079568914,13.877027423344378
51.4373,-0.1603,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.229064642087545,14.977428727894006,15.755607718197238
51.1835,-2.1066,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,6.272615714980987,13.80090629738667,14.736676045097088
51.3484,-1.3223,1969,SEASON_1969-04-16,SEASON_1969-07-16,SEASON_1968-07-16,7.28043629953063,15.353039942386056,14.762434858268085
51.2787,0.5217,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.082087624525645,15.186599611886516,15.699610657740974
50.7839,-1.6073,1977,SEASON_1977-04-16,SEASON_1977-07-16,SEASON_1976-07-16,8.79434092334995,14.797745745055984,17.97738696365566
50.7821,-1.5533,1972,SEASON_1972-04-16,SEASON_1972-07-16,SEASON_1971-07-16,9.091163772329846,14.440284018916566,15.700086037389697
52.5695,-0.2405,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,7.745980104064428,14.620139665937344,16.477725540888947
51.365,-0.1649,1960,SEASON_1960-04-16,SEASON_1960-07-16,SEASON_1959-07-16,9.39132999133899,15.576210177630765,17.250669632628075
50.8947,-2.2061,1965,SEASON_1965-04-16,SEASON_1965-07-16,SEASON_1964-07-16,8.029805012410543,14.228752786773175,15.204323902699457
50.6401,-2.0588,1969,SEASON_1969-04-16,SEASON_1969-07-16,SEASON_1968-07-16,7.927286220699817,15.653932983408561,15.196043439705019
50.7585,-1.5419,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.777173469034032,17.358396109582173,14.80930610549029
52.333,-1.5846,1943,SEASON_1943-04-16,SEASON_1943-07-16,SEASON_1942-07-16,9.617711424368334,15.592390121884872,15.501209654963413
50.9739,-0.0443,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,7.1650429981910175,15.80730400511753,15.89783514385968
51.2373,-0.2059,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,8.16100196162502,14.37852825278417,16.83688654859749
50.7531,-1.6551,1942,SEASON_1942-04-16,SEASON_1942-07-16,SEASON_1941-07-16,8.975765808357608,15.769578015885658,15.905535351601126
51.2604,-0.9528,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.358641251808125,14.394090603621088,16.660214560725564
51.5864,0.6049,1913,SEASON_1913-04-16,SEASON_1913-07-16,SEASON_1912-07-16,9.28663924983087,15.121706735925251,15.555485683158254
51.3177,-0.773,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,7.066770582971977,16.113951282214277,16.057511652512417
51.2414,-1.6645,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.016201082631692,15.429794439523782,14.87683339349108
51.0782,-1.487,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.355827168855338,16.3845627510722,17.067635379910065
53.7893,-2.2405,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,7.004869356429875,13.989058275859094,12.193323389975893
51.8959,0.8919,1909,SEASON_1909-04-16,SEASON_1909-07-16,SEASON_1908-07-16,7.539116796779744,14.26768957400784,15.130373052768817
51.4545,-2.5879,1951,SEASON_1951-04-16,SEASON_1951-07-16,SEASON_1950-07-16,7.252805801802632,15.122411705791064,15.642137669913833
53.9018,-1.9882,1905,SEASON_1905-04-16,SEASON_1905-07-16,SEASON_1904-07-16,6.890351566720407,14.302366434473086,13.749573269632943
51.7069,0.2566,1892,SEASON_1892-04-16,SEASON_1892-07-16,SEASON_1891-07-16,6.9572445562180665,14.396342385107626,14.5191511282496
51.9888,0.0915,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.352199230914396,15.153561167018811,16.105274342917358
51.6662,-0.9222,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,7.760668222493469,13.680401484438548,16.43376235094399
51.3896,1.3868,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.693801163825592,16.212036058813418,15.743584885042402
50.5219,-4.8234,1938,SEASON_1938-04-16,SEASON_1938-07-16,SEASON_1937-07-16,9.31271674461265,14.65038985736958,15.585662556713713
51.46,-2.62,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.488240629295138,16.810573877615294,14.399601227979165
51.3709,1.1278,1933,SEASON_1933-04-16,SEASON_1933-07-16,SEASON_1932-07-16,9.70340632890443,17.292192969511067,16.442636644281677
50.8274921,-0.168575,1974,SEASON_1974-04-16,SEASON_1974-07-16,SEASON_1973-07-16,8.63473063299708,15.208288642007705,16.24624417287237
51.2376,0.7394,1951,SEASON_1951-04-16,SEASON_1951-07-16,SEASON_1950-07-16,7.512387847073704,15.651497300963216,16.80142984648509
51.6662,-0.9222,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.070294576554144,15.1234287635049,16.32112449541586
51.3768,-0.3419,1944,SEASON_1944-04-16,SEASON_1944-07-16,SEASON_1943-07-16,9.159794376707291,16.532371682691878,16.352546117498548
50.9739,-0.0443,1965,SEASON_1965-04-16,SEASON_1965-07-16,SEASON_1964-07-16,8.394452585660522,14.637969656161282,15.724299776414142
51.2689,-0.3718,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,10.141407916276899,17.446952429931844,15.87786604021079
51.3519,1.1305,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.67697673211864,15.920627985984481,14.8344036842519
52.7228,1.5733,1905,SEASON_1905-04-16,SEASON_1905-07-16,SEASON_1904-07-16,7.980931451999483,16.258431110372644,15.356868774975263
52.7228,1.5733,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,8.91580689164171,15.957390481404904,14.344557027476455
51.8736,-5.1131,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,8.258379603621579,14.46201054677923,14.260228845418725
51.2322,-0.3324,1955,SEASON_1955-04-16,SEASON_1955-07-16,SEASON_1954-07-16,7.2584000989100605,16.37100955797881,14.170319338989856
51.365,-0.1649,1965,SEASON_1965-04-16,SEASON_1965-07-16,SEASON_1964-07-16,8.637803338932978,14.786947252962744,15.897217098132819
53.96,-1.0873,1958,SEASON_1958-04-16,SEASON_1958-07-16,SEASON_1957-07-16,6.772838244086692,14.593813454969624,14.924542411033665
50.8947,-2.2061,1975,SEASON_1975-04-16,SEASON_1975-07-16,SEASON_1974-07-16,7.651889170659044,16.644942062077877,14.56818341517167
51.8104,-0.0282,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.590293435455285,15.382691608141926,16.326598161031235
51.3484,-1.3223,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.096542454714378,14.837354690071564,14.817125711729224
50.9867,-0.6107,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.418474229305769,15.518159973192931,14.272002654155271
50.8947,-2.2061,1964,SEASON_1964-04-16,SEASON_1964-07-16,SEASON_1963-07-16,8.276882869565949,15.204323902699457,14.56160922632171
51.365,-0.1649,1964,SEASON_1964-04-16,SEASON_1964-07-16,SEASON_1963-07-16,8.772552983211796,15.897217098132819,15.055224641621368
50.8947,-2.2061,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,9.495013617182687,16.24579622817473,14.867772798423324
51.7003,0.1087,1897,SEASON_1897-04-16,SEASON_1897-07-16,SEASON_1896-07-16,8.059554344285672,16.278130653721103,16.034923581888375
50.8947,-2.2061,1960,SEASON_1960-04-16,SEASON_1960-07-16,SEASON_1959-07-16,9.12911084935916,15.002320849692206,16.24579622817473
53.8366,-1.7858,1898,SEASON_1898-04-16,SEASON_1898-07-16,SEASON_1897-07-16,6.201646105421031,13.459507560905786,14.386631491213144
50.768,0.2905,1932,SEASON_1932-04-16,SEASON_1932-07-16,SEASON_1931-07-16,7.272544488233891,15.782798909560869,15.042402855626232
50.6752,-1.2949,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,9.663821006806948,16.7382675072051,14.447329332064289
51.2484,-0.7558,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.289783668106155,14.201947966675107,15.916520439443726
51.3159,-2.0965,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,9.827672382459687,15.429362707811643,15.696039671706643
51.5687,0.5959,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,10.015398235476047,15.036849706530935,15.52511514875852
51.2322,-0.3324,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.613974509053875,17.310864113347154,14.673908023330624
51.8868,-1.7632,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,6.402164907866535,15.381283436136611,15.301756355958139
51.8439,-2.6472,1905,SEASON_1905-04-16,SEASON_1905-07-16,SEASON_1904-07-16,8.301576961354382,15.428333527036447,15.11083681549249
51.6286,-0.7482,1937,SEASON_1937-04-16,SEASON_1937-07-16,SEASON_1936-07-16,8.280720849733601,16.01281438852478,15.432904021417572
51.4543,-0.9781,1912,SEASON_1912-04-16,SEASON_1912-07-16,SEASON_1911-07-16,9.56243982582247,14.34009990659953,17.44048320065938
51.2463,-1.9922,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,8.889984419381994,16.24369254607071,13.857373072427237
50.9193,0.9653,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.868650871722219,14.806214036723109,15.016650354324678
51.3896,1.3868,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.130840994726618,15.322303646639043,15.822268548037341
50.9869,-0.7373,1896,SEASON_1896-04-16,SEASON_1896-07-16,SEASON_1895-07-16,9.508309692890894,16.090668518984906,15.642583032382408
50.8038,-2.3357,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.1986231297172,14.265396077090854,16.403843587872434
50.8038,-2.3357,1952,SEASON_1952-04-16,SEASON_1952-07-16,SEASON_1951-07-16,9.367089325268244,15.645416796037539,14.98458044834422
50.5219,-4.8234,1935,SEASON_1935-04-16,SEASON_1935-07-16,SEASON_1934-07-16,8.632543145694164,15.396473648235453,16.11921018060959
50.9739,-0.0443,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.650595234397931,15.193543211237754,15.831869661600726
51.2689,-0.3718,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,9.2314184662346,18.005449261812746,15.39005241758556
50.9739,-0.0443,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,8.764025505121419,15.757670556890245,15.429684016314857
51.2689,-0.3718,1942,SEASON_1942-04-16,SEASON_1942-07-16,SEASON_1941-07-16,8.914791415568153,16.22233623771341,16.438551777150387
51.3484,-1.3223,1952,SEASON_1952-04-16,SEASON_1952-07-16,SEASON_1951-07-16,9.397010838486931,15.545899339675854,14.702938321688904
51.2362,-0.5704,1949,SEASON_1949-04-16,SEASON_1949-07-16,SEASON_1948-07-16,8.594922348818832,16.68660029977303,15.048623861020657
51.3484,-1.3223,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,7.791968637973501,14.24500192237539,13.972621662942416
51.2062,1.1572,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.29488452687691,14.309068867274949,15.760247758895954
53.2152,-1.6762,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,6.0189698023968825,14.228013466079704,15.010147618647919
50.8569,-2.1654,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,8.941388113272128,13.760737365544479,14.84450254908647
51.0814,1.1695,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.538196563006416,14.419206895747077,14.788301917611022
51.6999,-0.0285,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.367288338686485,15.789317612242096,16.92278262686146
51.406,0.0132,1891,SEASON_1891-04-16,SEASON_1891-07-16,SEASON_1890-07-16,6.651271596643493,14.675474306949589,14.505248466132981
51.4399,0.1543,1905,SEASON_1905-04-16,SEASON_1905-07-16,SEASON_1904-07-16,8.584804192891898,16.20938061501657,16.016927030319614
50.744,0.2374,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,9.077963232591427,15.791639432712964,14.674927616034548
51.1503,1.3789,1987,SEASON_1987-04-16,SEASON_1987-07-16,SEASON_1986-07-16,8.01549847986611,15.43347525495443,15.55267577186995
51.3509,0.8194,1932,SEASON_1932-04-16,SEASON_1932-07-16,SEASON_1931-07-16,7.498956327437586,16.322088015093417,15.379823180770314
51.4399,0.1543,1942,SEASON_1942-04-16,SEASON_1942-07-16,SEASON_1941-07-16,8.561314430952967,15.99334790794939,16.19898336523248
51.8356,-2.6578,1925,SEASON_1925-04-16,SEASON_1925-07-16,SEASON_1924-07-16,7.979226693219,15.844986715986717,14.083384166599183
50.028,-5.2405,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,9.015946179495554,14.883272120232009,15.452715063839024
50.2664,-3.6529,1891,SEASON_1891-04-16,SEASON_1891-07-16,SEASON_1890-07-16,7.182148066803167,14.720698502664774,14.448696158713677
50.7839,-1.6073,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.777173469034032,17.358396109582173,14.80930610549029
50.8947,-2.2061,1963,SEASON_1963-04-16,SEASON_1963-07-16,SEASON_1962-07-16,7.911900334665126,14.56160922632171,14.105604225418958
51.4419,0.3708,1900,SEASON_1900-04-16,SEASON_1900-07-16,SEASON_1899-07-16,7.188271514966633,16.185542085200023,17.07545020429836
50.2839,-3.7775,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,7.42374377279449,13.58877585407998,14.795444032319331
