Sp,Latitude,Longitude,Month,Year,Sex,Wing_Length,BroodFocalUse,Temp
Thymelicus sylvestris,51.548796,-0.273039,7,1978,female,13.521,Summer,15.538
Erynnis tages,51.067775,-1.28873,6,1979,undetermined,12.27,Summer_before,14.696
Pyrgus malvae,51.067775,-1.28873,4,1979,undetermined,11.737,Summer,15.074
Pyrgus malvae,51.2695,-0.373578,5,1979,undetermined,11.664,Summer,15.363
Thymelicus sylvestris,50.664945,-2.338924,7,1979,female,12.938,Summer,14.694
Erynnis tages,51.067775,-1.28873,5,1981,undetermined,12.323,Summer_before,14.922
Erynnis tages,51.067775,-1.28873,5,1981,undetermined,13.014,Summer_before,14.922
Erynnis tages,51.067775,-1.28873,5,1981,undetermined,12.365,Summer_before,14.922
Pyrgus malvae,51.808155,-1.287024,5,1981,undetermined,10.262,Summer,15.175
Pyrgus malvae,51.808155,-1.287024,5,1981,undetermined,11.147,Summer,15.175
Pyrgus malvae,51.808155,-1.287024,4,1981,undetermined,10.959,Summer,15.175
Pyrgus malvae,51.808155,-1.287024,5,1981,undetermined,11.367,Summer,15.175
Pyrgus malvae,51.808155,-1.287024,4,1981,undetermined,10.842,Summer,15.175
Pyrgus malvae,51.808155,-1.287024,5,1981,undetermined,10.862,Summer,15.175
Pyrgus malvae,51.808155,-1.287024,5,1981,undetermined,11.034,Summer,15.175
Pyrgus malvae,51.808155,-1.287024,5,1981,undetermined,12.013,Summer,15.175
Hesperia comma,51.827269,-0.790141,8,1981,female,14.528,Spring,8.901
Hesperia comma,51.827269,-0.790141,8,1981,female,15.378,Spring,8.901
Pyrgus malvae,51.297115,-1.944608,5,1984,undetermined,11.563,Summer,16.283
Pyrgus malvae,51.099254,-2.938838,5,1984,undetermined,11.682,Summer,16.314
Pyrgus malvae,51.297115,-1.944608,5,1984,undetermined,11.956,Summer,16.283
Pyrgus malvae,51.297115,-1.944608,5,1984,undetermined,12.246,Summer,16.283
Pyrgus malvae,51.297115,-1.944608,5,1984,undetermined,11.944,Summer,16.283
Hesperia comma,51.219673,0.73193,8,1984,female,14.695,Spring,7.443
Hesperia comma,51.2695,-0.373578,8,1984,male,14.309,Spring,7.65
Thymelicus sylvestris,51.067775,-1.28873,7,1984,female,14.225,Summer,16.447
Thymelicus sylvestris,51.067775,-1.28873,7,1984,female,14.591,Summer,16.447
Erynnis tages,50.664945,-2.338924,6,1986,undetermined,12.509,Summer_before,14.512
Hesperia comma,51.067775,-1.28873,8,1986,male,12.673,Spring,7.231
Thymelicus sylvestris,51.067775,-1.28873,7,1986,female,13.72,Summer,15.219
Thymelicus sylvestris,51.067775,-1.28873,7,1986,male,12.852,Summer,15.219
Hesperia comma,51.067775,-1.28873,8,1987,female,13.332,Spring,8.296
Hesperia comma,51.067775,-1.28873,8,1987,male,12.294,Spring,8.296
Erynnis tages,51.297115,-1.944608,5,1989,undetermined,13.008,Summer_before,14.455
Pyrgus malvae,51.297115,-1.944608,6,1989,undetermined,11.128,Summer,16.553
Erynnis tages,51.067775,-1.28873,5,1990,undetermined,12.123,Summer_before,17.022
Pyrgus malvae,51.297115,-1.944608,6,1990,undetermined,11.157,Summer,16.122
Pyrgus malvae,51.297115,-1.944608,6,1990,undetermined,10.708,Summer,16.122
Thymelicus sylvestris,51.219673,0.73193,8,1991,female,13.315,Summer,15.993
Erynnis tages,51.297115,-1.944608,6,1992,undetermined,12.539,Summer_before,15.257
Erynnis tages,51.297115,-1.944608,6,1992,undetermined,11.082,Summer_before,15.257
Hesperia comma,51.2695,-0.373578,7,1994,female,13.239,Spring,9.206
Pyrgus malvae,53.113979,-0.249483,5,1997,undetermined,10.475,Summer,16.495
Hesperia comma,51.2695,-0.373578,8,1997,female,14.49,Spring,9.946
Hesperia comma,51.2695,-0.373578,8,1997,male,12.571,Spring,9.946
Hesperia comma,51.2695,-0.373578,8,1997,male,13.107,Spring,9.946
Erynnis tages,51.297115,-1.944608,6,1998,undetermined,11.426,Summer_before,16.457
Thymelicus sylvestris,52.079349,-0.448281,7,2000,male,12.814,Summer,16.078
Pyrgus malvae,50.840232,0.279193,5,2002,undetermined,11.607,Summer,16.231
Pyrgus malvae,50.840232,0.279193,5,2002,undetermined,11.455,Summer,16.231
Pyrgus malvae,50.840232,0.279193,5,2002,undetermined,10.563,Summer,16.231
Pyrgus malvae,50.840232,0.279193,5,2002,undetermined,11.495,Summer,16.231
Pyrgus malvae,50.840232,0.279193,5,2002,undetermined,11.024,Summer,16.231
Thymelicus sylvestris,50.664945,-2.338924,7,2002,female,14.496,Summer,15.5
Erynnis tages,50.664945,-2.338924,5,2003,undetermined,12.224,Summer_before,15.5
Erynnis tages,50.664945,-2.338924,5,2003,undetermined,12.394,Summer_before,15.5
Pyrgus malvae,50.840232,0.279193,5,2003,undetermined,11.557,Summer,17.798
Aricia agestis,50.664945,-2.338924,8,1885,undetermined,11.067,Summer,14.989
Cupido minimus,50.576067,-1.28074,6,1887,male,12.033,Summer_before,16.043
Cupido minimus,50.576067,-1.28074,6,1887,male,13.074,Summer_before,16.043
Favonius quercus,51.067775,-1.28873,8,1888,female,17.192,Spring,6.728
Cupido minimus,50.761012,-3.810213,5,1889,male,13.046,Summer_before,13.805
Polyommatus icarus,51.808155,-1.287024,8,1891,male,14.069,Summer,14.206
Lycaena phlaeas,51.548796,-0.273039,8,1891,undetermined,15.108,Summer,15.177
Polyommatus icarus,51.067775,-1.28873,8,1892,female,12.081,Summer,14.823
Polyommatus icarus,51.513961,-1.206343,8,1892,female,14.252,Summer,14.231
Polyommatus icarus,51.513961,-1.206343,8,1892,female,15.476,Summer,14.231
Favonius quercus,52.332389,-0.823832,7,1892,female,16.354,Spring,6.883
Cupido minimus,51.2695,-0.373578,5,1892,male,10.143,Summer_before,14.732
Cupido minimus,51.2695,-0.373578,6,1892,male,11.55,Summer_before,14.732
Lycaena phlaeas,52.220968,1.058626,7,1893,undetermined,12.199,Summer,16.159
Polyommatus icarus,51.513961,-1.206343,8,1894,male,14.237,Summer,14.678
Polyommatus icarus,51.513961,-1.206343,8,1894,female,14.53,Summer,14.678
Polyommatus icarus,51.513961,-1.206343,8,1894,female,14.35,Summer,14.678
Lycaena phlaeas,51.811679,0.559814,7,1894,undetermined,15.532,Summer,15.018
Polyommatus bellargus,50.664945,-2.338924,8,1895,female,15.701,Summer,15.389
Polyommatus bellargus,50.664945,-2.338924,8,1895,female,15.845,Summer,15.389
Cupido minimus,51.827553,-2.119611,6,1895,male,10.664,Summer_before,14.668
Polyommatus bellargus,50.836456,-0.534602,8,1896,male,15.705,Summer,15.985
Polyommatus bellargus,50.836456,-0.534602,8,1896,female,14.376,Summer,15.985
Polyommatus bellargus,50.836456,-0.534602,8,1896,male,15.561,Summer,15.985
Polyommatus bellargus,50.836456,-0.534602,8,1896,male,12.983,Summer,15.985
Polyommatus bellargus,50.836456,-0.534602,8,1896,female,15.612,Summer,15.985
Polyommatus icarus,51.067775,-1.28873,8,1896,male,12.614,Summer,16.163
Polyommatus icarus,51.067775,-1.28873,8,1896,male,14.167,Summer,16.163
Polyommatus icarus,51.067775,-1.28873,8,1896,female,13.713,Summer,16.163
Polyommatus icarus,51.067775,-1.28873,8,1896,female,13.015,Summer,16.163
Polyommatus icarus,51.067775,-1.28873,8,1896,male,15.371,Summer,16.163
Polyommatus icarus,51.067775,-1.28873,8,1896,female,14.445,Summer,16.163
Polyommatus icarus,51.067775,-1.28873,8,1896,female,13.437,Summer,16.163
Polyommatus icarus,51.808155,-1.287024,8,1896,male,13.563,Summer,15.557
Polyommatus icarus,51.808155,-1.287024,8,1896,female,14.563,Summer,15.557
Polyommatus icarus,51.808155,-1.287024,8,1896,female,14.604,Summer,15.557
Polyommatus icarus,51.513961,-1.206343,8,1896,male,15.383,Summer,15.716
Favonius quercus,50.761012,-3.810213,7,1896,male,17.503,Spring,9.851
Cupido minimus,51.827553,-2.119611,6,1896,male,9.868,Summer_before,15.331
Polyommatus icarus,51.808155,-1.287024,8,1897,male,14.981,Summer,15.674
Polyommatus icarus,51.808155,-1.287024,8,1897,male,14.226,Summer,15.674
Polyommatus icarus,51.808155,-1.287024,8,1897,male,14.579,Summer,15.674
Polyommatus icarus,51.808155,-1.287024,8,1897,male,14.47,Summer,15.674
Polyommatus icarus,51.808155,-1.287024,8,1897,female,13.756,Summer,15.674
Favonius quercus,51.808155,-1.287024,7,1897,female,15.702,Spring,7.748
Favonius quercus,51.808155,-1.287024,7,1897,female,16.445,Spring,7.748
Favonius quercus,51.808155,-1.287024,7,1897,female,16.73,Spring,7.748
Cupido minimus,51.827553,-2.119611,6,1897,female,10.321,Summer_before,15.855
Cupido minimus,51.219673,0.73193,6,1897,female,11.101,Summer_before,15.919
Cupido minimus,51.219673,0.73193,6,1897,female,11.159,Summer_before,15.919
Aricia agestis,51.219673,0.73193,8,1898,undetermined,12.196,Summer,15.383
Aricia agestis,51.219673,0.73193,8,1898,undetermined,12.537,Summer,15.383
Aricia agestis,51.219673,0.73193,8,1898,undetermined,11.221,Summer,15.383
Cupido minimus,51.880207,-1.946017,6,1898,male,10.983,Summer_before,15.919
Cupido minimus,51.827553,-2.119611,6,1898,male,10.842,Summer_before,16.007
Lycaena phlaeas,51.219673,0.73193,8,1898,undetermined,13.762,Summer,15.383
Polyommatus bellargus,51.2695,-0.373578,8,1899,female,14.811,Summer,17.635
Favonius quercus,51.808155,-1.287024,7,1899,male,16.929,Spring,7.328
Cupido minimus,50.664945,-2.338924,6,1899,male,11.167,Summer_before,15.548
Cupido minimus,50.664945,-2.338924,8,1899,male,10.842,Summer_before,15.548
Aricia agestis,51.827269,-0.790141,8,1900,undetermined,11.07,Summer,16.017
Celastrina argiolus,51.808155,-1.287024,8,1900,male,15.111,Spring,6.895
Favonius quercus,51.808155,-1.287024,7,1900,male,16.715,Spring,6.895
Favonius quercus,51.808155,-1.287024,7,1900,female,14.854,Spring,6.895
Favonius quercus,51.808155,-1.287024,7,1900,male,16.827,Spring,6.895
Favonius quercus,51.808155,-1.287024,7,1900,male,17.103,Spring,6.895
Favonius quercus,51.808155,-1.287024,7,1900,male,16.942,Spring,6.895
Favonius quercus,51.808155,-1.287024,7,1900,male,16.949,Spring,6.895
Cupido minimus,51.219673,0.73193,7,1900,male,11.719,Summer_before,17.019
Lycaena phlaeas,51.827269,-0.790141,8,1900,undetermined,14.667,Summer,16.017
Celastrina argiolus,51.2695,-0.373578,8,1901,male,16.053,Spring,7.889
Celastrina argiolus,51.2695,-0.373578,8,1901,female,15.221,Spring,7.889
Favonius quercus,51.808155,-1.287024,7,1901,male,17.76,Spring,7.559
Favonius quercus,52.220968,1.058626,8,1901,female,15.826,Spring,7.478
Lycaena phlaeas,51.525765,-3.766767,7,1901,undetermined,14.309,Summer,15.311
Favonius quercus,54.649208,-3.225041,8,1903,male,14.195,Spring,6.155
Cupido minimus,51.827269,-0.790141,6,1903,female,11.508,Summer_before,14.354
Cupido minimus,51.219673,0.73193,6,1903,female,10.959,Summer_before,14.727
Lycaena phlaeas,50.761012,-3.810213,8,1903,undetermined,15.666,Summer,14.039
Lycaena phlaeas,50.761012,-3.810213,8,1903,undetermined,13.357,Summer,14.039
Polyommatus bellargus,51.219673,0.73193,8,1904,male,16.201,Summer,15.797
Favonius quercus,54.649208,-3.225041,7,1905,female,15.972,Spring,6.388
Cupido minimus,51.2695,-0.373578,6,1905,female,10.71,Summer_before,15.878
Aricia agestis,51.827269,-0.790141,8,1906,undetermined,13.57,Summer,15.725
Aricia agestis,51.827269,-0.790141,8,1906,undetermined,13.421,Summer,15.725
Cupido minimus,51.827269,-0.790141,6,1906,male,11.545,Summer_before,15.724
Cupido minimus,51.827269,-0.790141,6,1906,male,11.151,Summer_before,15.724
Lycaena phlaeas,51.827269,-0.790141,8,1906,undetermined,14.557,Summer,15.725
Favonius quercus,51.2695,-0.373578,7,1907,male,17.005,Spring,8.318
Cupido minimus,51.2695,-0.373578,6,1907,male,11.203,Summer_before,15.939
Cupido minimus,51.2695,-0.373578,6,1907,male,10.663,Summer_before,15.939
Lycaena phlaeas,51.827269,-0.790141,9,1907,undetermined,13.709,Summer,13.917
Lycaena phlaeas,51.827269,-0.790141,9,1907,undetermined,13.471,Summer,13.917
Cupido minimus,51.827553,-2.119611,6,1908,female,10.925,Summer_before,13.65
Lycaena phlaeas,55.199301,-3.472694,8,1908,undetermined,13.289,Summer,12.795
Lycaena phlaeas,55.199301,-3.472694,8,1908,undetermined,14.269,Summer,12.795
Aricia agestis,51.827269,-0.790141,8,1909,undetermined,12.864,Summer,14.248
Aricia agestis,51.827269,-0.790141,8,1909,undetermined,12.86,Summer,14.248
Aricia agestis,51.827269,-0.790141,8,1909,undetermined,13.801,Summer,14.248
Favonius quercus,51.2695,-0.373578,7,1909,male,17.378,Spring,7.717
Favonius quercus,51.2695,-0.373578,7,1909,female,15.5,Spring,7.717
Favonius quercus,51.2695,-0.373578,7,1909,female,16.461,Spring,7.717
Favonius quercus,51.2695,-0.373578,7,1909,male,15.782,Spring,7.717
Cupido minimus,51.2695,-0.373578,6,1909,male,11.461,Summer_before,15.492
Celastrina argiolus,51.2695,-0.373578,8,1910,female,15.566,Spring,8.325
Cupido minimus,51.827269,-0.790141,6,1910,female,12.064,Summer_before,14.248
Cupido minimus,51.067775,-1.28873,5,1910,female,10.219,Summer_before,14.497
Cupido minimus,51.067775,-1.28873,5,1910,male,10.777,Summer_before,14.497
Polyommatus bellargus,50.664945,-2.338924,8,1911,female,14.269,Summer,17.131
Polyommatus icarus,51.2695,-0.373578,8,1911,male,10.701,Summer,17.715
Favonius quercus,51.2695,-0.373578,7,1911,female,15.953,Spring,8.59
Favonius quercus,51.2695,-0.373578,7,1911,male,18.179,Spring,8.59
Favonius quercus,51.2695,-0.373578,7,1911,male,17.248,Spring,8.59
Favonius quercus,51.2695,-0.373578,7,1911,female,15.265,Spring,8.59
Cupido minimus,51.2695,-0.373578,7,1911,male,10.02,Summer_before,15.077
Lycaena phlaeas,56.228495,-3.127621,8,1911,undetermined,13.958,Summer,14.522
Polyommatus icarus,51.2695,-0.373578,8,1912,male,14.925,Summer,14.783
Polyommatus icarus,51.2695,-0.373578,8,1912,male,14.486,Summer,14.783
Polyommatus icarus,51.2695,-0.373578,8,1912,female,14.361,Summer,14.783
Polyommatus icarus,51.2695,-0.373578,8,1912,female,13.846,Summer,14.783
Polyommatus icarus,51.2695,-0.373578,8,1912,male,14.481,Summer,14.783
Favonius quercus,51.067775,-1.28873,7,1912,female,15.833,Spring,9.683
Favonius quercus,51.067775,-1.28873,7,1912,male,15.892,Spring,9.683
Favonius quercus,51.067775,-1.28873,7,1912,male,13.546,Spring,9.683
Cupido minimus,51.2695,-0.373578,7,1912,female,10.342,Summer_before,17.715
Aricia agestis,51.827269,-0.790141,8,1913,undetermined,13.102,Summer,14.636
Aricia agestis,51.827269,-0.790141,8,1913,undetermined,12.352,Summer,14.636
Celastrina argiolus,51.827269,-0.790141,8,1913,male,16.538,Spring,8.528
Celastrina argiolus,51.827269,-0.790141,8,1913,male,17.595,Spring,8.528
Celastrina argiolus,51.827269,-0.790141,8,1913,male,15.233,Spring,8.528
Celastrina argiolus,51.827269,-0.790141,8,1913,female,15.7,Spring,8.528
Lycaena phlaeas,54.383331,-0.831608,9,1913,undetermined,12.775,Summer,13.42
Lycaena phlaeas,51.827269,-0.790141,8,1913,undetermined,13.527,Summer,14.636
Polyommatus icarus,51.827269,-0.790141,8,1914,male,14.751,Summer,15.561
Cupido minimus,51.827269,-0.790141,5,1914,male,12.489,Summer_before,14.636
Cupido minimus,51.827269,-0.790141,6,1914,male,12.136,Summer_before,14.636
Cupido minimus,51.827269,-0.790141,5,1914,female,12.081,Summer_before,14.636
Cupido minimus,51.827269,-0.790141,5,1914,male,11.335,Summer_before,14.636
Polyommatus bellargus,51.219673,0.73193,8,1915,female,16.333,Summer,15.103
Polyommatus bellargus,51.219673,0.73193,8,1915,female,16.563,Summer,15.103
Polyommatus bellargus,51.219673,0.73193,8,1915,male,15.893,Summer,15.103
Polyommatus icarus,51.067775,-1.28873,8,1915,male,14.718,Summer,15.026
Polyommatus icarus,51.067775,-1.28873,8,1915,male,15.875,Summer,15.026
Polyommatus icarus,51.067775,-1.28873,8,1915,female,13.737,Summer,15.026
Polyommatus icarus,51.2695,-0.373578,8,1915,female,14.516,Summer,15.261
Celastrina argiolus,51.513961,-1.206343,8,1915,male,15.512,Spring,7.817
Favonius quercus,51.067775,-1.28873,7,1915,female,16.273,Spring,8.196
Favonius quercus,51.067775,-1.28873,7,1915,female,15.385,Spring,8.196
Favonius quercus,51.067775,-1.28873,7,1915,male,16.729,Spring,8.196
Favonius quercus,51.067775,-1.28873,7,1915,male,15.896,Spring,8.196
Favonius quercus,51.067775,-1.28873,7,1915,female,16.916,Spring,8.196
Favonius quercus,51.067775,-1.28873,7,1915,female,15.035,Spring,8.196
Lycaena phlaeas,52.338685,0.13237,8,1915,undetermined,14.563,Summer,15.119
Polyommatus bellargus,51.219673,0.73193,8,1916,male,16.26,Summer,14.575
Polyommatus bellargus,51.219673,0.73193,8,1916,male,14.394,Summer,14.575
Cupido minimus,51.067775,-1.28873,7,1916,female,10.454,Summer_before,15.026
Cupido minimus,51.067775,-1.28873,7,1916,male,10.263,Summer_before,15.026
Polyommatus bellargus,50.576067,-1.28074,8,1917,female,14.648,Summer,15.938
Polyommatus bellargus,50.576067,-1.28074,8,1917,male,15.674,Summer,15.938
Polyommatus bellargus,50.576067,-1.28074,8,1917,male,15.601,Summer,15.938
Celastrina argiolus,51.827269,-0.790141,8,1917,male,15.826,Spring,6.998
Cupido minimus,51.827269,-0.790141,6,1917,male,12.062,Summer_before,14.324
Cupido minimus,51.827269,-0.790141,6,1917,female,10.825,Summer_before,14.324
Cupido minimus,51.827269,-0.790141,6,1917,male,11.802,Summer_before,14.324
Cupido minimus,51.827269,-0.790141,6,1917,male,12.32,Summer_before,14.324
Cupido minimus,51.827269,-0.790141,6,1917,male,11.566,Summer_before,14.324
Lycaena phlaeas,51.548796,-0.273039,8,1917,undetermined,14.386,Summer,16.657
Lycaena phlaeas,50.664945,-2.338924,8,1917,undetermined,12.967,Summer,15.076
Cupido minimus,51.827269,-0.790141,6,1918,male,12.2,Summer_before,15.657
Cupido minimus,51.827269,-0.790141,6,1918,female,11.095,Summer_before,15.657
Lycaena phlaeas,51.827269,-0.790141,7,1918,undetermined,15.06,Summer,14.93
Lycaena phlaeas,50.664945,-2.338924,8,1918,undetermined,13.747,Summer,14.869
Lycaena phlaeas,50.664945,-2.338924,8,1918,undetermined,14.786,Summer,14.869
Lycaena phlaeas,51.827269,-0.790141,7,1918,undetermined,14.766,Summer,14.93
Favonius quercus,52.332389,-0.823832,7,1919,male,14.565,Spring,7.576
Favonius quercus,52.332389,-0.823832,6,1919,male,15.535,Spring,7.576
Favonius quercus,52.332389,-0.823832,7,1919,male,15.418,Spring,7.576
Cupido minimus,51.827269,-0.790141,5,1919,male,11.718,Summer_before,14.93
Lycaena phlaeas,51.827269,-0.790141,8,1919,undetermined,14.347,Summer,14.787
Polyommatus bellargus,50.840232,0.279193,8,1920,male,14.816,Summer,14.452
Aricia agestis,51.219673,0.73193,9,1920,undetermined,12.521,Summer,14.586
Polyommatus icarus,51.808155,-1.287024,9,1920,male,13.478,Summer,13.826
Polyommatus icarus,51.513961,-1.206343,9,1920,female,13.63,Summer,13.958
Celastrina argiolus,51.808155,-1.287024,8,1920,male,15.23,Spring,8.97
Favonius quercus,51.808155,-1.287024,7,1920,male,16.262,Spring,8.97
Polyommatus icarus,51.808155,-1.287024,8,1921,female,13.502,Summer,16.367
Polyommatus icarus,51.513961,-1.206343,9,1921,female,12.79,Summer,16.458
Cupido minimus,51.219673,0.73193,8,1921,female,9.784,Summer_before,14.586
Polyommatus icarus,51.067775,-1.28873,8,1922,female,13.745,Summer,14.013
Polyommatus icarus,51.067775,-1.28873,8,1922,female,13.446,Summer,14.013
Polyommatus icarus,51.067775,-1.28873,8,1922,female,13.955,Summer,14.013
Polyommatus icarus,51.067775,-1.28873,8,1922,female,14.577,Summer,14.013
Celastrina argiolus,51.2695,-0.373578,8,1922,female,14.834,Spring,8.13
Favonius quercus,51.808155,-1.287024,7,1922,female,15.003,Spring,7.608
Favonius quercus,51.808155,-1.287024,7,1922,female,17.45,Spring,7.608
Lycaena phlaeas,53.100734,-3.382433,8,1922,undetermined,15.489,Summer,11.903
Lycaena phlaeas,51.808155,-1.287024,8,1922,undetermined,14.209,Summer,13.584
Lycaena phlaeas,51.808155,-1.287024,9,1922,undetermined,13.427,Summer,13.584
Polyommatus icarus,50.576067,-1.28074,8,1923,male,14.721,Summer,15.836
Favonius quercus,51.808155,-1.287024,7,1923,female,14.963,Spring,7.693
Favonius quercus,51.808155,-1.287024,7,1923,female,15.366,Spring,7.693
Lycaena phlaeas,51.827269,-0.790141,8,1923,undetermined,12.802,Summer,15.276
Favonius quercus,51.067775,-1.28873,7,1924,male,16.113,Spring,7.911
Polyommatus bellargus,51.067775,-1.28873,9,1925,female,14.95,Summer,15.939
Polyommatus icarus,51.099254,-2.938838,8,1926,female,13.233,Summer,15.58
Lycaena phlaeas,51.808155,-1.287024,8,1926,undetermined,14.815,Summer,15.326
Lycaena phlaeas,51.808155,-1.287024,8,1926,undetermined,14.902,Summer,15.326
Polyommatus icarus,51.808155,-1.287024,8,1927,male,14.634,Summer,14.381
Lycaena phlaeas,51.808155,-1.287024,8,1927,undetermined,15.017,Summer,14.381
Lycaena phlaeas,51.808155,-1.287024,8,1927,undetermined,14.458,Summer,14.381
Lycaena phlaeas,51.808155,-1.287024,8,1927,undetermined,14.226,Summer,14.381
Lycaena phlaeas,51.2695,-0.373578,8,1928,undetermined,14.7,Summer,15.66
Aricia agestis,50.761012,-3.810213,8,1929,undetermined,11.62,Summer,14.372
Aricia agestis,50.761012,-3.810213,8,1929,undetermined,10.629,Summer,14.372
Aricia agestis,50.761012,-3.810213,9,1929,undetermined,11.133,Summer,14.372
Lycaena phlaeas,51.2695,-0.373578,8,1929,undetermined,14.265,Summer,15.529
Polyommatus bellargus,50.840232,0.279193,8,1930,female,15.404,Summer,15.861
Polyommatus bellargus,50.840232,0.279193,8,1930,female,16.009,Summer,15.861
Polyommatus bellargus,50.840232,0.279193,8,1930,male,16.376,Summer,15.861
Polyommatus bellargus,50.840232,0.279193,8,1930,female,14.417,Summer,15.861
Polyommatus bellargus,50.840232,0.279193,8,1930,female,15.68,Summer,15.861
Polyommatus bellargus,50.840232,0.279193,8,1930,male,16.68,Summer,15.861
Lycaena phlaeas,51.2695,-0.373578,8,1930,undetermined,15.696,Summer,15.985
Lycaena phlaeas,50.836456,-0.534602,8,1930,undetermined,13.328,Summer,15.899
Polyommatus bellargus,51.219673,0.73193,8,1931,male,14.343,Summer,15.28
Polyommatus bellargus,51.219673,0.73193,8,1931,female,14.579,Summer,15.28
Aricia agestis,51.219673,0.73193,8,1933,undetermined,13.047,Summer,17.177
Polyommatus icarus,51.219673,0.73193,8,1933,female,13.053,Summer,17.177
Lycaena phlaeas,50.836456,-0.534602,9,1933,undetermined,14.522,Summer,17.153
Lycaena phlaeas,51.2695,-0.373578,9,1933,undetermined,13.139,Summer,17.443
Lycaena phlaeas,51.2695,-0.373578,9,1933,undetermined,14.75,Summer,17.443
Lycaena phlaeas,51.2695,-0.373578,9,1933,undetermined,14.161,Summer,17.443
Lycaena phlaeas,51.2695,-0.373578,8,1933,undetermined,14.357,Summer,17.443
Favonius quercus,51.067775,-1.28873,7,1934,female,15.371,Spring,8.402
Aricia agestis,51.808155,-1.287024,8,1935,undetermined,11.41,Summer,16.373
Polyommatus icarus,54.649208,-3.225041,8,1935,female,14.703,Summer,13.891
Lycaena phlaeas,51.808155,-1.287024,8,1935,undetermined,13.399,Summer,16.373
Lycaena phlaeas,56.308939,-5.164915,7,1935,undetermined,13.745,Summer,12.325
Polyommatus bellargus,51.067775,-1.28873,9,1936,male,15.119,Summer,15.417
Polyommatus bellargus,51.067775,-1.28873,9,1936,male,15.383,Summer,15.417
Polyommatus bellargus,51.067775,-1.28873,9,1936,male,14.528,Summer,15.417
Polyommatus bellargus,51.067775,-1.28873,9,1936,male,14.335,Summer,15.417
Lycaena phlaeas,50.406361,-4.827447,8,1938,undetermined,16.221,Summer,14.406
Cupido minimus,52.338685,0.13237,5,1940,male,11.538,Summer_before,15.555
Cupido minimus,52.338685,0.13237,5,1940,female,11.672,Summer_before,15.555
Cupido minimus,52.338685,0.13237,5,1940,female,10.943,Summer_before,15.555
Cupido minimus,52.338685,0.13237,5,1940,male,12.549,Summer_before,15.555
Polyommatus icarus,51.548796,-0.273039,8,1942,male,13.178,Summer,16.573
Polyommatus icarus,51.548796,-0.273039,8,1942,female,13.297,Summer,16.573
Lycaena phlaeas,51.548796,-0.273039,8,1942,undetermined,12.614,Summer,16.573
Lycaena phlaeas,51.548796,-0.273039,9,1942,undetermined,13.417,Summer,16.573
Cupido minimus,51.513961,-1.206343,7,1943,female,11.582,Summer_before,15.521
Celastrina argiolus,51.829391,-0.218673,8,1944,male,16.121,Spring,8.689
Favonius quercus,51.829391,-0.218673,8,1944,female,15.658,Spring,8.689
Favonius quercus,51.829391,-0.218673,8,1944,female,15.487,Spring,8.689
Favonius quercus,51.829391,-0.218673,8,1944,female,15.504,Spring,8.689
Cupido minimus,51.829391,-0.218673,6,1944,male,12.2,Summer_before,15.901
Cupido minimus,51.829391,-0.218673,6,1944,male,11.289,Summer_before,15.901
Cupido minimus,51.067775,-1.28873,6,1945,male,10.21,Summer_before,15.973
Cupido minimus,51.067775,-1.28873,6,1945,male,11.269,Summer_before,15.973
Lycaena phlaeas,56.009929,-2.541296,8,1945,undetermined,14.86,Summer,13.033
Lycaena phlaeas,56.009929,-2.541296,8,1945,undetermined,15.239,Summer,13.033
Polyommatus bellargus,51.829391,-0.218673,9,1946,male,14.293,Summer,14.986
Polyommatus bellargus,51.067775,-1.28873,9,1946,male,16.199,Summer,14.756
Polyommatus bellargus,51.829391,-0.218673,9,1946,male,15.991,Summer,14.986
Polyommatus bellargus,51.829391,-0.218673,9,1946,male,13.674,Summer,14.986
Polyommatus bellargus,51.067775,-1.28873,9,1946,male,15.11,Summer,14.756
Polyommatus bellargus,51.829391,-0.218673,9,1946,male,15.038,Summer,14.986
Celastrina argiolus,51.067775,-1.28873,8,1946,male,14.411,Spring,8.532
Favonius quercus,52.220968,1.058626,8,1947,female,14.927,Spring,8.642
Cupido minimus,52.079349,-0.448281,8,1947,female,11.096,Summer_before,14.904
Lycaena phlaeas,51.067775,-1.28873,9,1947,undetermined,14.073,Summer,17.397
Lycaena phlaeas,51.067775,-1.28873,9,1947,undetermined,14.72,Summer,17.397
Lycaena phlaeas,51.219673,0.73193,9,1947,undetermined,12.798,Summer,17.607
Lycaena phlaeas,51.219673,0.73193,9,1947,undetermined,13.523,Summer,17.607
Lycaena phlaeas,56.308939,-5.164915,7,1948,undetermined,13.612,Summer,11.777
Polyommatus bellargus,51.2695,-0.373578,8,1949,female,15.362,Summer,16.919
Polyommatus bellargus,51.2695,-0.373578,8,1949,female,14.25,Summer,16.919
Aricia agestis,51.2695,-0.373578,8,1949,undetermined,13.209,Summer,16.919
Favonius quercus,50.664945,-2.338924,8,1949,female,16.435,Spring,8.714
Lycaena phlaeas,51.067775,-1.28873,10,1949,undetermined,12.96,Summer,16.816
Lycaena phlaeas,51.067775,-1.28873,9,1949,undetermined,14.722,Summer,16.816
Lycaena phlaeas,51.219673,0.73193,8,1949,undetermined,12.638,Summer,16.53
Favonius quercus,51.513961,-1.206343,6,1950,female,14.446,Spring,8.733
Favonius quercus,51.513961,-1.206343,6,1950,female,15.086,Spring,8.733
