Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,T_August,T_July,T_June,T_May,T_April,T_March,T_SeptBefore,T_AugustBefore,T_JulyBefore,T_JuneBefore
2,Thymelicus sylvestris,Cornwall,UA,7,1910,male,13.257,66.759,2.374,7.082,15.18025,14.475148,13.773746,11.348506,7.440086,6.826308,12.886645,16.03496,14.592214,12.217702
11,Thymelicus sylvestris,Cornwall,UA,7,1910,male,12.262,54.045,2.499,7.123,15.18025,14.475148,13.773746,11.348506,7.440086,6.826308,12.886645,16.03496,14.592214,12.217702
12,Thymelicus sylvestris,Cornwall,UA,7,1910,male,12.89,63.758,2.374,6.731,15.18025,14.475148,13.773746,11.348506,7.440086,6.826308,12.886645,16.03496,14.592214,12.217702
21,Thymelicus sylvestris,Cornwall,UA,7,1910,male,14.459,69.046,2.168,6.869,15.18025,14.475148,13.773746,11.348506,7.440086,6.826308,12.886645,16.03496,14.592214,12.217702
56,Pyrgus malvae,Hampshire,UA,5,1911,NA,10.228,41.621,2.167,4.532,18.834934,18.694206,14.778349,12.985715,7.248944,5.331053,12.957011,15.354117,14.430663,14.859321
73,Pyrgus malvae,Oxfordshire,VC,5,1911,NA,10.878,45.292,2.098,5.18,18.720158,18.66054,14.501615,12.605989,7.32454,4.796581,12.417977,15.131572,14.093223,14.737666
74,Pyrgus malvae,Berkshire,VC,5,1911,NA,10.864,44.687,2.214,4.314,18.759027,18.622229,14.586338,12.705098,7.277788,4.962555,12.603793,15.183425,14.154004,14.802117
34,Hesperia comma,Surrey,VC,7,1911,male,14.596,67.783,2.292,6.727,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
37,Hesperia comma,Surrey,VC,7,1911,male,12.754,57.627,2.612,6.258,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
38,Hesperia comma,Surrey,VC,7,1911,female,14.198,72.499,2.725,5.638,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
45,Hesperia comma,Surrey,VC,7,1911,male,12.649,55.575,1.825,5.337,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
46,Hesperia comma,Surrey,VC,7,1911,female,15.241,83.636,2.988,6.879,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
47,Hesperia comma,Surrey,VC,7,1911,female,14.636,78.966,3.27,6.22,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
1,Thymelicus sylvestris,Cornwall,UA,7,1911,male,13.504,65.005,2.211,6.319,17.649523,17.439669,14.204612,12.408496,7.326215,6.043669,13.332553,15.18025,14.475148,13.773746
51,Thymelicus sylvestris,Gloucestershire,UA,7,1911,male,12.582,59.748,2.292,6.979,18.56444,18.533787,14.6367,12.735395,7.359231,4.846311,12.597611,14.945492,14.307962,14.484697
46,Thymelicus sylvestris,Surrey,VC,8,1912,female,13.284,67.167,2.623,7.31,13.445974,16.777315,14.108047,12.763487,9.000765,7.561687,15.015091,19.162573,18.97801,14.934982
38,Pyrgus malvae,Hampshire,UA,5,1913,NA,11.377,48.095,2.218,4.763,15.607681,15.002326,14.141499,11.852544,8.052141,6.593094,11.334037,13.225518,16.410358,13.837673
53,Pyrgus malvae,Hampshire,UA,5,1913,NA,11.434,44.891,2.29,5.108,15.607681,15.002326,14.141499,11.852544,8.052141,6.593094,11.334037,13.225518,16.410358,13.837673
54,Pyrgus malvae,Hampshire,UA,5,1913,NA,10.826,45.842,2.293,5.002,15.607681,15.002326,14.141499,11.852544,8.052141,6.593094,11.334037,13.225518,16.410358,13.837673
4,Thymelicus sylvestris,Somerset,UA,7,1913,male,13.13,64.011,1.694,5.7,15.947008,15.308428,13.646982,11.394315,7.940715,6.306787,11.454418,12.932199,16.050833,13.459384
22,Thymelicus sylvestris,Somerset,UA,7,1913,male,13.053,59.293,1.921,5.926,15.947008,15.308428,13.646982,11.394315,7.940715,6.306787,11.454418,12.932199,16.050833,13.459384
31,Thymelicus sylvestris,Hampshire,UA,7,1913,male,13.815,68.684,2.436,6.277,15.607681,15.002326,14.141499,11.852544,8.052141,6.593094,11.334037,13.225518,16.410358,13.837673
32,Thymelicus sylvestris,Hampshire,UA,7,1913,male,13.147,66.361,2.333,6.999,15.607681,15.002326,14.141499,11.852544,8.052141,6.593094,11.334037,13.225518,16.410358,13.837673
43,Thymelicus sylvestris,Hampshire,UA,7,1913,male,12.2,52.89,1.982,5.699,15.607681,15.002326,14.141499,11.852544,8.052141,6.593094,11.334037,13.225518,16.410358,13.837673
45,Pyrgus malvae,Hampshire,UA,5,1914,NA,11.711,53.106,2.237,5.326,16.465178,15.914667,14.743006,11.280861,9.737469,6.284645,14.314318,15.607681,15.002326,14.141499
64,Pyrgus malvae,Hampshire,UA,5,1914,NA,10.667,43.761,2.105,4.765,16.465178,15.914667,14.743006,11.280861,9.737469,6.284645,14.314318,15.607681,15.002326,14.141499
66,Pyrgus malvae,Hampshire,UA,5,1914,NA,11.67,52.134,2.219,4.848,16.465178,15.914667,14.743006,11.280861,9.737469,6.284645,14.314318,15.607681,15.002326,14.141499
16,Thymelicus sylvestris,Dorset,VC,7,1914,female,12.744,61.768,2.643,4.873,15.985175,15.451721,14.643326,11.211876,9.712251,6.493698,14.15438,15.800133,15.188248,13.721837
37,Thymelicus sylvestris,Surrey,VC,7,1914,male,12.131,57.302,2.168,6.318,16.693165,16.337666,14.749451,11.269874,9.687234,6.222801,14.339367,15.587971,14.779836,14.499215
38,Thymelicus sylvestris,Berkshire,VC,7,1914,male,12.557,60.055,2.045,5.804,16.200783,15.798561,14.493061,10.769389,9.402331,5.956259,14.017854,15.370333,14.619877,14.143204
27,Erynnis tages,Buckinghamshire,VC,5,1915,NA,12.743,60.927,2.102,4.372,15.535578,14.780278,14.295048,11.085392,7.336082,4.690857,13.267193,16.263008,15.995098,14.387007
55,Pyrgus malvae,Hampshire,UA,5,1915,NA,11.289,51.097,2.293,5.632,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
65,Pyrgus malvae,Hampshire,UA,5,1915,NA,11.178,47.559,2.154,4.455,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
14,Erynnis tages,Staffordshire,VC,6,1917,NA,11.814,55.989,2.151,5.715,14.894068,15.408894,14.122206,11.988538,4.75249,2.456363,12.287621,15.832501,14.700403,11.155626
9,Hesperia comma,Hertfordshire,VC,8,1917,female,15.361,76.39,4.266,7.047,15.685079,16.18844,16.112986,13.453083,5.061082,2.725364,12.887874,16.722807,15.108783,11.541867
56,Thymelicus sylvestris,Buckinghamshire,VC,8,1917,female,12.974,59.436,2.148,6.587,15.44187,15.887668,15.640196,13.22946,5.056737,2.644572,12.681937,16.523792,15.007832,11.34462
12,Erynnis tages,Surrey,VC,5,1918,NA,11.674,58.974,2.031,5.215,16.27693,15.941664,13.384392,13.173882,6.680791,5.972014,14.415356,15.687133,16.131737,16.156399
18,Erynnis tages,Surrey,VC,6,1918,NA,12.346,59.002,2.169,5.164,16.27693,15.941664,13.384392,13.173882,6.680791,5.972014,14.415356,15.687133,16.131737,16.156399
34,Pyrgus malvae,Devon,UA,5,1918,NA,11.201,51.039,2.218,5.254,15.525659,15.245532,13.043635,12.199729,7.28179,6.164914,13.680993,14.849374,15.372268,14.151169
35,Pyrgus malvae,Devon,UA,5,1918,NA,10.621,45.187,2.092,4.726,15.525659,15.245532,13.043635,12.199729,7.28179,6.164914,13.680993,14.849374,15.372268,14.151169
52,Pyrgus malvae,Worcestershire,VC,5,1918,NA,10.954,50.127,2.109,4.89,16.224934,15.767786,13.247375,13.052686,6.788319,6.041108,13.993258,15.388064,15.977962,14.852272
53,Thymelicus sylvestris,Buckinghamshire,VC,7,1918,male,12.259,57.051,2.604,5.451,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
54,Thymelicus sylvestris,Buckinghamshire,VC,7,1918,male,12.48,60.46,2.378,6.63,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
55,Thymelicus sylvestris,Buckinghamshire,VC,7,1918,male,13.133,62.456,2.336,6.298,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
57,Thymelicus sylvestris,Buckinghamshire,VC,7,1918,female,13.584,67.861,2.622,6.277,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
58,Thymelicus sylvestris,Buckinghamshire,VC,7,1918,female,13.327,65.778,2.932,6.528,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
20,Erynnis tages,Kent,UA,5,1919,NA,10.678,48.287,2.479,4.511,16.944941,13.903025,14.276889,12.723734,7.015347,4.503346,13.207841,16.433397,15.948165,13.387789
42,Pyrgus malvae,Devon,UA,5,1919,NA,11.155,50.922,2.273,4.763,16.209375,14.293604,13.407009,12.370611,7.017457,4.595516,12.33258,15.525659,15.245532,13.043635
49,Pyrgus malvae,Devon,UA,5,1919,NA,11.303,48.408,2.018,4.817,16.209375,14.293604,13.407009,12.370611,7.017457,4.595516,12.33258,15.525659,15.245532,13.043635
63,Pyrgus malvae,Berkshire,VC,6,1920,NA,11.19,45.002,2.092,4.586,13.391477,14.084898,14.410975,11.869494,8.413239,7.118563,12.938826,16.510696,13.877776,14.082287000000001
39,Hesperia comma,Hertfordshire,VC,8,1920,male,12.779,60.164,2.387,5.151,13.628121,14.482522,14.616852,12.340869,8.576434,7.376759,13.327632,16.725428,13.754174,14.437589
40,Hesperia comma,Hertfordshire,VC,8,1920,male,12.76,60.858,2.067,5.318,13.628121,14.482522,14.616852,12.340869,8.576434,7.376759,13.327632,16.725428,13.754174,14.437589
48,Hesperia comma,Hertfordshire,VC,8,1920,male,11.972,51.154,2.182,6.013,13.628121,14.482522,14.616852,12.340869,8.576434,7.376759,13.327632,16.725428,13.754174,14.437589
49,Hesperia comma,Hertfordshire,VC,8,1920,male,11.944,60.428,2.762,5.412,13.628121,14.482522,14.616852,12.340869,8.576434,7.376759,13.327632,16.725428,13.754174,14.437589
34,Erynnis tages,Middlesex,VC,4,1921,NA,12.529,56.341,2.169,4.734,17.034441,19.735903,15.477482,12.649245,9.106484,7.841115,13.999884,14.294316,15.236594,15.398888
7,Pyrgus malvae,Somerset,UA,5,1921,NA,10.203,42.606,1.84,5.502,15.448422,18.446308,15.122199,11.490297,8.540862,7.107481,13.102921,13.821459,14.071284,14.198765
19,Pyrgus malvae,Somerset,UA,5,1922,NA,11.488,49.569,2.041,4.5,13.506849,13.726461,13.985147,12.468733,6.015029,5.035268,14.654277,15.448422,18.446308,15.122199
2,Erynnis tages,Dorset,VC,6,1923,NA,11.275,52.198,1.997,4.234,15.46287,17.188036,12.995766,9.953755,7.69804,6.608966,12.609529,13.576584,13.642523,14.026699
5,Erynnis tages,Dorset,VC,6,1923,NA,12.33,62.562,1.911,5.426,15.46287,17.188036,12.995766,9.953755,7.69804,6.608966,12.609529,13.576584,13.642523,14.026699
89,Pyrgus malvae,Hampshire,UA,5,1923,NA,11.639,50.668,1.885,4.691,15.751876,17.683609,12.858969,10.036053,7.944752,6.566961,12.520746,13.813154,14.01514,14.217007
92,Pyrgus malvae,Hampshire,UA,5,1923,NA,10.438,44.257,2.215,4.574,15.751876,17.683609,12.858969,10.036053,7.944752,6.566961,12.520746,13.813154,14.01514,14.217007
52,Thymelicus sylvestris,Surrey,VC,8,1923,male,12.504,59.963,2.25,6.008,16.091894,18.197155,12.694561,10.236232,8.088465,6.617629,12.249017,14.047764,14.232008,14.585966
93,Pyrgus malvae,Hampshire,UA,5,1924,NA,11.12,45.251,2.46,4.755,14.361034,15.243346,14.022763,11.74915,7.336721,4.627222,12.881486,15.751876,17.683609,12.858969
62,Thymelicus sylvestris,Oxfordshire,VC,4,1924,male,13.34,64.772,2.202,6.936,13.920344,15.041593,13.922196,11.467468,7.119805,4.073842,12.360713,15.375884,17.651058,12.274881
99,Hesperia comma,Berkshire,VC,8,1929,male,13.655,59.458,2.237,5.835,15.67068,16.185987,13.162848,11.039459,6.390963,6.078902,12.660176,15.34373,16.881842,13.006292
100,Hesperia comma,Berkshire,VC,8,1929,female,13.969,68.338,3.161,6.095,15.67068,16.185987,13.162848,11.039459,6.390963,6.078902,12.660176,15.34373,16.881842,13.006292
98,Pyrgus malvae,Cambridgeshire,VC,5,1930,NA,11.526,48.002,2.131,4.233,16.387955,15.603431,15.423747,10.948864,8.149766,5.478755,16.511915,15.967548,16.438009,13.427414
102,Pyrgus malvae,Cambridgeshire,VC,6,1930,NA,12.001,53.012,2.641,4.771,16.387955,15.603431,15.423747,10.948864,8.149766,5.478755,16.511915,15.967548,16.438009,13.427414
106,Pyrgus malvae,Cambridgeshire,VC,5,1930,NA,11.238,49.043,1.984,4.82,16.387955,15.603431,15.423747,10.948864,8.149766,5.478755,16.511915,15.967548,16.438009,13.427414
65,Thymelicus sylvestris,Surrey,VC,7,1930,female,13.52,60.591,2.243,5.029,16.524395,15.78102,15.636785,11.110603,8.361981,5.692221,16.971308,16.128527,16.720629,13.675355
66,Thymelicus sylvestris,Surrey,VC,7,1930,male,13.494,64.125,1.991,6.16,16.524395,15.78102,15.636785,11.110603,8.361981,5.692221,16.971308,16.128527,16.720629,13.675355
82,Hesperia comma,Hampshire,UA,8,1936,female,14.774,74.828,2.984,6.76,16.246964,15.174277,14.809783,11.944305,6.445513,6.89907,14.242069,16.701523,17.902435,14.853189
101,Thymelicus sylvestris,Buckinghamshire,VC,8,1936,male,12.501,55.72,2.095,5.91,16.06525,15.089341,14.723352,11.26272,6.084569,6.870231,13.710784,16.976564,17.603207,15.014254
88,Erynnis tages,Hertfordshire,VC,5,1938,NA,12.337,62.056,2.083,5.163,16.560347,15.670357,15.068583,10.355634,6.899608,9.131581,13.533326,17.588833,16.294706,14.477197
89,Erynnis tages,Devon,UA,5,1938,NA,12.04,56.446,1.98,4.165,15.318953,14.074216,13.39031,10.068422,7.555076,8.216877,13.312666,16.192724,15.208119,13.704162
6,Pyrgus malvae,Hertfordshire,VC,4,1938,NA,10.833,42.134,2.023,4.493,16.560347,15.670357,15.068583,10.355634,6.899608,9.131581,13.533326,17.588833,16.294706,14.477197
18,Pyrgus malvae,Hertfordshire,VC,5,1938,NA,10.674,41.855,2.059,5.174,16.560347,15.670357,15.068583,10.355634,6.899608,9.131581,13.533326,17.588833,16.294706,14.477197
27,Pyrgus malvae,Hertfordshire,VC,4,1938,NA,10.746,43.673,2.113,4.591,16.560347,15.670357,15.068583,10.355634,6.899608,9.131581,13.533326,17.588833,16.294706,14.477197
73,Hesperia comma,Hertfordshire,VC,8,1940,male,13.775,65.633,2.221,4.96,15.983013,15.175313,16.272514,12.530612,8.671036,5.900824,14.76475,16.637051,15.550463,14.017946
74,Hesperia comma,Hertfordshire,VC,8,1940,male,14.25,61.293,2.237,5.414,15.983013,15.175313,16.272514,12.530612,8.671036,5.900824,14.76475,16.637051,15.550463,14.017946
76,Hesperia comma,Hertfordshire,VC,8,1940,female,14.78,74.479,4.077,5.462,15.983013,15.175313,16.272514,12.530612,8.671036,5.900824,14.76475,16.637051,15.550463,14.017946
77,Hesperia comma,Hertfordshire,VC,8,1940,female,14.207,71.277,3.405,6.483,15.983013,15.175313,16.272514,12.530612,8.671036,5.900824,14.76475,16.637051,15.550463,14.017946
28,Pyrgus malvae,Devon,UA,6,1941,NA,11.669,51.793,2.333,4.739,14.530637,15.772842,13.876051,8.666516,6.242236,5.530917,13.14581,15.575315,14.365566,15.731279
4,Erynnis tages,Kent,UA,6,1942,NA,11.869,52.539,2.341,3.546,16.963203,15.929576,14.353077,11.091015,8.966073,4.720302,14.654205,14.976029,18.002331,14.9375
64,Thymelicus sylvestris,Kent,UA,7,1945,female,13.203,62.323,2.495,6.392,16.124228,17.238026,15.025249,12.912899,10.225929,7.742631,13.008615,18.046467,16.703901,13.915874
91,Pyrgus malvae,East Sussex,VC,6,1946,NA,11.085,48.08,1.985,5.215,14.955823,16.135101,13.181938,10.810328,9.458332,5.066761,14.799764,15.958233,16.743277,14.649249
6,Erynnis tages,Hertfordshire,VC,5,1947,NA,12.408,58.974,2.031,5.2,18.841442,17.669546,15.939339,13.540629,8.742743,3.843747,14.049728,15.021567,16.593794,13.286984
53,Erynnis tages,Hampshire,UA,5,1947,NA,12.528,63.781,2.014,5.615,19.190571,17.365982,15.574839,12.983683,8.606456,4.401752,13.966722,14.873013,16.30768,13.030932
54,Erynnis tages,Kent,UA,5,1947,NA,12.811,58.034,2.17,5.666,19.000183,17.72933,16.035765,13.481409,8.79913,4.237868,14.355726,15.261004,16.558983,13.43366
71,Erynnis tages,Kent,UA,5,1947,NA,12.233,58.72,2.669,4.932,19.000183,17.72933,16.035765,13.481409,8.79913,4.237868,14.355726,15.261004,16.558983,13.43366
102,Thymelicus sylvestris,Hertfordshire,VC,6,1947,male,12.944,59.034,2.012,6.268,18.841442,17.669546,15.939339,13.540629,8.742743,3.843747,14.049728,15.021567,16.593794,13.286984
103,Thymelicus sylvestris,Essex,UA,7,1947,female,14.758,69.171,2.724,6.789,18.824064,18.016453,16.294802,13.722021,8.924335,3.923588,14.417732,15.511197,16.879227,13.630975
104,Thymelicus sylvestris,Hertfordshire,VC,6,1947,male,12.568,56.476,1.99,6.643,18.841442,17.669546,15.939339,13.540629,8.742743,3.843747,14.049728,15.021567,16.593794,13.286984
58,Erynnis tages,Kent,UA,5,1948,NA,11.661,49.143,1.894,5.577,15.524054,15.690211,14.46715,11.625396,9.436627,7.898737,15.997653,19.000183,17.72933,16.035765
59,Erynnis tages,Middlesex,VC,5,1948,NA,11.436,48.288,1.81,3.981,16.027075,16.492336,14.636348,12.24264,10.035668,8.777321,16.119974,19.721539,18.44244,16.700172
67,Erynnis tages,Kent,UA,5,1948,NA,12.232,55.667,2.359,5.327,15.524054,15.690211,14.46715,11.625396,9.436627,7.898737,15.997653,19.000183,17.72933,16.035765
1,Pyrgus malvae,Kent,UA,5,1948,NA,12.037,52.325,2.205,5.448,15.524054,15.690211,14.46715,11.625396,9.436627,7.898737,15.997653,19.000183,17.72933,16.035765
25,Pyrgus malvae,Middlesex,VC,5,1948,NA,10.424,43.688,1.986,5.321,16.027075,16.492336,14.636348,12.24264,10.035668,8.777321,16.119974,19.721539,18.44244,16.700172
70,Hesperia comma,East Sussex,VC,8,1948,male,13.107,59.201,2.367,5.008,15.40417,15.636468,14.431537,11.971176,9.434826,7.911375,15.62577,19.200155,17.342161,15.685358
88,Thymelicus sylvestris,Kent,UA,7,1948,female,13.484,61.512,2.412,5.83,15.524054,15.690211,14.46715,11.625396,9.436627,7.898737,15.997653,19.000183,17.72933,16.035765
95,Thymelicus sylvestris,West Sussex,VC,6,1948,male,12.956,61.043,2.158,7.083,15.245487,15.924651,14.398393,12.063438,9.403753,8.078439,15.385196,19.364643,17.383844,15.678787
88,Pyrgus malvae,Devon,UA,4,1949,NA,11.479,50.6,2.263,4.475,16.126663,16.826017,14.538075,10.420107,9.217301,5.727679,13.483245,14.622304,14.904603,13.222748
107,Pyrgus malvae,Surrey,VC,5,1949,NA,10.907,46.887,2.165,5.624,17.502674,18.045256,15.151865,11.061412,10.360017,4.983408,14.181896,15.426188,16.01672,14.243899
110,Pyrgus malvae,Kent,UA,6,1949,NA,11.688,46.739,2.099,5.69,17.388264,17.762148,14.36838,10.623525,10.297359,4.766939,14.399364,15.524054,15.690211,14.46715
63,Thymelicus sylvestris,Hertfordshire,VC,7,1949,male,11.996,50.657,1.865,6.204,17.308649,17.71011,14.94446,10.770201,10.311524,4.509682,14.228293,15.327768,15.702386,13.752938
66,Erynnis tages,Dumfriesshire,VC,6,1951,NA,12.528,58.118,2.392,4.94,12.474281,13.615566,11.395494,7.691637,4.283484,1.73374,10.368946,12.953078,13.40718,13.291177
69,Hesperia comma,Surrey,VC,8,1951,male,14.063,65.278,2.594,7.002,15.38829,16.863708,14.100305,10.406275,7.139775,4.736991,13.414357,16.242939,16.454268,16.669014
84,Hesperia comma,Kent,UA,8,1951,female,14.504,73.587,3.487,7.311,15.565451,16.813217,13.95507,10.444497,7.127405,4.932539,13.748291,16.621176,16.734369,16.587114
100,Thymelicus sylvestris,Surrey,VC,7,1951,male,12.434,61.579,1.949,6.037,15.38829,16.863708,14.100305,10.406275,7.139775,4.736991,13.414357,16.242939,16.454268,16.669014
85,Thymelicus sylvestris,Devon,UA,7,1952,male,12.242,59.113,1.991,6.057,15.450713,16.05394,13.450161,12.22754,8.699904,6.735854,13.717792,14.097531,15.560532,13.321844
79,Hesperia comma,Surrey,VC,8,1953,female,13.993,68.43,2.726,5.576,16.668453,15.725204,14.46141,12.832784,8.117196,5.565294,11.327648,16.677874,17.307871,15.036902
83,Hesperia comma,Kent,UA,8,1953,male,14.336,68.979,2.108,5.446,16.658785,15.807871,14.323962,12.589151,8.065313,5.179326,11.821396,16.897192,17.295469,15.128424
108,Pyrgus malvae,Hampshire,UA,5,1954,NA,11.892,51.089,2.148,4.888,14.794817,14.399074,13.514651,11.258258,7.357838,6.261987,13.920035,16.495436,15.505811,14.402108
109,Pyrgus malvae,Hampshire,UA,5,1954,NA,10.67,41.772,2.117,4.673,14.794817,14.399074,13.514651,11.258258,7.357838,6.261987,13.920035,16.495436,15.505811,14.402108
94,Hesperia comma,Kent,UA,8,1954,male,14.2,65.917,2.205,5.982,15.178138,14.749339,13.820975,11.619026,7.158061,6.442801,14.193203,16.658785,15.807871,14.323962
94,Thymelicus sylvestris,East Sussex,VC,7,1954,male,13.039,56.399,2.201,6.998,15.110592,14.546668,13.607574,11.626966,7.095757,6.53279,14.112139,16.554781,15.627055,14.525177
45,Erynnis tages,Hampshire,UA,6,1957,NA,12.5,62.29,2.237,4.563,15.821589,16.936092,15.670002,10.590765,9.033463,9.037504,14.620664,14.043955,15.934322,13.384566
55,Erynnis tages,Oxfordshire,VC,6,1957,NA,10.71,48.327,1.997,4.751,15.454323,16.575632,15.295188,9.979689,8.511851,8.981732,14.079264,13.635922,15.771904,12.861212
56,Erynnis tages,Berkshire,VC,6,1958,NA,12.973,57.14,2.531,4.888,15.808219,15.919508,13.862729,11.272387,7.115262,3.717344,12.763596,15.60385,16.760567000000002,15.513799
57,Erynnis tages,Berkshire,VC,6,1958,NA,11.899,57.737,1.859,5.508,15.808219,15.919508,13.862729,11.272387,7.115262,3.717344,12.763596,15.60385,16.760567000000002,15.513799
65,Erynnis tages,Oxfordshire,VC,6,1958,NA,11.568,52.486,1.774,4.131,15.761675,15.80603,13.792132,11.207307,7.065194,3.488602,12.503669,15.454323,16.575632,15.295188
95,Hesperia comma,Surrey,VC,8,1958,male,13.269,59.395,2.496,7.067,16.133747,16.34852,14.074033,11.628426,7.341075,3.993902,13.220162,15.971585,17.358276,15.892147
85,Hesperia comma,Surrey,VC,7,1960,female,14.075,69.559,2.983,6.209,15.303714,15.436485,15.844518,12.792531,8.851833,6.531089,15.74539,17.852104,17.925816,15.408914
