Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length
14,Pyronia tithonus,Cornwall,UA,8,1903,male,18.183,133.593,1.18,7.379
18,Pyronia tithonus,Cornwall,UA,8,1903,female,19.954,161.689,2.09,6.776
52,Pyronia tithonus,Hampshire,UA,8,1903,male,17.081,121.574,1.016,7.188
53,Pyronia tithonus,Hampshire,UA,8,1903,female,19.21,146.275,1.758,6.138
62,Pyronia tithonus,Hampshire,UA,8,1903,male,18.363,134.122,1.028,6.996
21,Coenonympha tullia,Lancashire,UA,7,1903,NA,19.619,150.934,1.362,7.228
28,Coenonympha tullia,Lancashire,UA,7,1903,NA,18.618,139.145,1.514,6.2
2,Aglais io,Cornwall,UA,8,1903,NA,30.503,375.635,3.125,10.01
3,Aglais io,Cornwall,UA,9,1903,NA,30.024,380.785,3.201,10.197
4,Aglais io,Cornwall,UA,8,1903,NA,28.996,356.987,2.506,8.164
58,Aglais urticae,Mid Perthshire,VC,7,1903,NA,23.656,198.303,2.553,7.78
59,Aglais urticae,Mid Perthshire,VC,7,1903,NA,23.241,213.215,2.767,7.385
60,Aglais urticae,Mid Perthshire,VC,7,1903,NA,22.257,195.345,2.402,7.417
61,Aglais urticae,Mid Perthshire,VC,7,1903,NA,23.269,215.361,2.978,7.633
3,Lasiommata megera,Cornwall,UA,8,1903,male,21.25,187.532,1.626,8.319
22,Coenonympha tullia,Cumberland,VC,7,1904,NA,18.19,133.392,1.33,7.289
29,Coenonympha tullia,Cumberland,VC,7,1904,NA,18.976,140.37,1.482,6.811
30,Coenonympha tullia,Cumberland,VC,7,1904,NA,18.182,128.358,2.842,6.174
31,Coenonympha tullia,Cumberland,VC,7,1904,NA,17.753,125.935,1.239,6.656
32,Coenonympha tullia,Cumberland,VC,7,1904,NA,18.195,121.727,2.061,5.172
33,Coenonympha tullia,Cumberland,VC,7,1904,NA,18.16,134.552,1.181,6.472
39,Coenonympha tullia,Cumberland,VC,NA,1904,NA,18.561,135.512,1.36,6.23
40,Coenonympha tullia,Cumberland,VC,7,1904,NA,18.647,132.297,1.179,6.448
41,Coenonympha tullia,Cumberland,VC,7,1904,NA,18.537,134.6,1.209,6.597
45,Coenonympha tullia,Cumberland,VC,NA,1904,NA,18.663,152.622,1.603,6.2
4,Maniola jurtina,Surrey,VC,8,1904,male,21.307,184.626,1.893,9.435
18,Maniola jurtina,Kent,UA,8,1904,female,22.919,225.89,2.086,7.616
30,Maniola jurtina,Cumberland,VC,7,1904,male,22.503,204.656,1.989,8.88
31,Maniola jurtina,Cumberland,VC,7,1904,female,24.887,248.393,2.086,7.665
32,Maniola jurtina,Cumberland,VC,7,1904,female,24.369,237.564,2.425,8.15
34,Maniola jurtina,Cumberland,VC,7,1904,male,22.042,198.647,2.062,8.028
47,Argynnis paphia,Devon,UA,8,1904,female,32.45,372.063,3.06,9.12
45,Aglais urticae,North-east Yorkshire,VC,8,1904,NA,23.485,193.629,2.785,7.53
29,Melanargia galathea,Gloucestershire,UA,7,1905,male,23.203,218.34,1.816,8.891
30,Melanargia galathea,Gloucestershire,UA,7,1905,male,23.54,211.289,2.026,9.496
31,Melanargia galathea,Gloucestershire,UA,7,1905,female,25.598,249.035,2.908,9.107
32,Melanargia galathea,Gloucestershire,UA,7,1905,female,24.276,218.385,3.266,8.71
33,Melanargia galathea,Gloucestershire,UA,7,1905,female,26.679,263.822,3.526,9.102
35,Melanargia galathea,Gloucestershire,UA,7,1905,male,21.889,176.323,1.818,7.893
36,Melanargia galathea,Gloucestershire,UA,7,1905,female,27.162,263.952,3.438,9.459
37,Melanargia galathea,Gloucestershire,UA,7,1905,female,26.425,258.44,3.217,9.763
38,Melanargia galathea,Gloucestershire,UA,7,1905,female,25.553,250.496,2.643,8.112
39,Melanargia galathea,Gloucestershire,UA,7,1905,female,27.505,289.45,3.467,9.816
32,Aglais urticae,Kent,UA,9,1905,NA,24.652,224.031,2.244,7.137
33,Aglais urticae,Kent,UA,9,1905,NA,24.909,230.58,2.721,7.599
34,Aglais urticae,Kent,UA,9,1905,NA,25.636,240.124,2.755,7.474
68,Pararge aegeria,Cornwall,UA,8,1905,NA,22.023,186.546,1.989,8.167
69,Pararge aegeria,Cornwall,UA,8,1905,NA,21.388,176.918,1.315,8.123
2,Lasiommata megera,Cornwall,UA,8,1905,male,22.786,193.489,1.689,8.488
13,Speyeria aglaja,East Inverness-shire,VC,8,1906,NA,30.281,343.413,3.206,9.891
15,Speyeria aglaja,Buckinghamshire,VC,7,1906,NA,27.363,279.203,2.944,10.463
83,Pyronia tithonus,Oxfordshire,VC,7,1906,male,17.888,131.027,1.044,7.301
58,Coenonympha tullia,Mid Perthshire,VC,8,1906,NA,19.819,152.502,1.407,7.152
59,Coenonympha tullia,Mid Perthshire,VC,8,1906,NA,19.939,154.304,1.338,7.27
60,Coenonympha tullia,Mid Perthshire,VC,8,1906,NA,18.134,131.447,1.735,6.122
16,Argynnis paphia,Herefordshire,VC,7,1906,male,30.618,345.405,3.133,11.897
51,Argynnis paphia,Hampshire,UA,7,1906,female,33.466,406.425,3.367,9.929
52,Argynnis paphia,Hampshire,UA,7,1906,female,34.178,431.969,3.002,9.988
73,Pararge aegeria,Devon,UA,4,1906,NA,20.1,160.596,1.621,7.608
74,Pararge aegeria,Devon,UA,4,1906,NA,21.093,167.247,1.708,6.654
17,Speyeria aglaja,Surrey,VC,7,1907,NA,26.881,273.665,3.374,10.725
86,Pyronia tithonus,Surrey,VC,7,1907,male,19.051,145.678,1.34,7.964
6,Maniola jurtina,Surrey,VC,7,1907,male,23.323,228.583,2.014,8.731
10,Maniola jurtina,Surrey,VC,7,1907,female,23.754,239.033,2.111,7.909
30,Pararge aegeria,Devon,UA,9,1907,NA,20.806,160.912,1.651,7.635
31,Pararge aegeria,Devon,UA,9,1907,NA,20.146,152.527,1.213,7.092
67,Pararge aegeria,Surrey,VC,8,1907,NA,20.632,160.253,1.444,7.616
23,Polygonia c-album,Herefordshire,VC,7,1908,NA,22.665,197.759,2.382,7.692
24,Polygonia c-album,Hertfordshire,VC,7,1908,NA,24.491,211.657,2.473,8.181
60,Pyronia tithonus,Hampshire,UA,7,1908,male,17.268,124.946,1.649,6.248
69,Pyronia tithonus,Hampshire,UA,7,1908,male,18.368,142.096,1.19,6.994
18,Coenonympha tullia,Cheshire,VC,6,1908,NA,18.281,135.778,1.369,6.202
19,Coenonympha tullia,Cheshire,VC,6,1908,NA,18.863,139.577,1.753,5.687
26,Coenonympha tullia,Cheshire,VC,6,1908,NA,19.129,142.737,2.574,5.02
5,Maniola jurtina,Surrey,VC,8,1908,female,24.571,243.482,2.207,8.319
59,Maniola jurtina,Dumfriesshire,VC,8,1908,female,23.414,238.984,2.062,7.909
60,Maniola jurtina,Dumfriesshire,VC,8,1908,female,24.034,225.394,2.04,6.817
22,Aglais io,Herefordshire,VC,8,1908,NA,25.968,280.55,2.958,8.981
23,Aglais io,Herefordshire,VC,8,1908,NA,29.712,351.954,3.003,9.141
19,Speyeria aglaja,Surrey,VC,9,1909,NA,27.017,283.721,3.263,11.063
47,Pyronia tithonus,Herefordshire,VC,8,1909,male,18.195,139.337,1.197,7.384
1,Coenonympha tullia,Shropshire,VC,6,1909,NA,18.094,130.641,1.119,6.2
2,Coenonympha tullia,Shropshire,VC,6,1909,NA,18.01,127.573,2.086,5.991
3,Coenonympha tullia,Shropshire,VC,6,1909,NA,19.217,148.566,1.756,5.447
4,Coenonympha tullia,Shropshire,VC,6,1909,NA,19.174,148.537,2.208,5.686
10,Coenonympha tullia,Shropshire,VC,6,1909,NA,18.498,128.039,1.27,6.26
11,Coenonympha tullia,Shropshire,VC,6,1909,NA,18.915,143.303,1.301,7.592
12,Coenonympha tullia,Shropshire,VC,6,1909,NA,18.325,132.905,1.937,4.965
45,Melanargia galathea,Kent,UA,NA,1909,male,23.83,222.104,1.787,10.07
46,Melanargia galathea,Kent,UA,NA,1909,male,22.312,191.617,1.787,8.668
47,Melanargia galathea,Kent,UA,NA,1909,female,24.76,231.875,2.613,8.671
48,Melanargia galathea,Kent,UA,NA,1909,female,25.742,247.716,2.893,8.003
49,Melanargia galathea,Kent,UA,NA,1909,female,25.64,239.784,3.217,9.134
62,Maniola jurtina,East Inverness-shire,VC,8,1909,male,22.325,210.93,1.964,8.391
43,Aglais io,Oxfordshire,VC,11,1909,NA,28.167,333.924,2.541,9.495
44,Aglais io,Oxfordshire,VC,11,1909,NA,28.024,333.746,2.806,8.16
23,Argynnis paphia,Surrey,VC,7,1909,female,33.144,398.424,2.898,10.916
24,Argynnis paphia,Surrey,VC,7,1909,female,33.398,405.125,2.999,11.119
28,Argynnis paphia,Surrey,VC,7,1909,male,30.999,363.974,2.628,10.144
29,Argynnis paphia,Surrey,VC,7,1909,male,32.556,397.583,2.765,11.759
31,Aglais urticae,Middlesex,VC,NA,1909,NA,19.544,138.71,1.905,6.018
37,Pararge aegeria,Isle of Wight,VC,8,1909,NA,21.64,173.07,1.775,7.354
39,Pararge aegeria,Isle of Wight,VC,8,1909,NA,21.148,179.701,2.895,6.531
40,Pararge aegeria,Isle of Wight,VC,8,1909,NA,21.629,175.971,1.447,7.796
34,Limenitis camilla,Surrey,VC,7,1909,NA,25.863,248.899,2.431,8.455
36,Limenitis camilla,Surrey,VC,7,1909,NA,26.678,258.494,1.871,6.105
38,Limenitis camilla,Surrey,VC,7,1909,NA,26.93,259.663,2.319,7.484
40,Limenitis camilla,Surrey,VC,7,1909,NA,29.593,328.147,2.917,9.168
19,Polygonia c-album,Herefordshire,VC,7,1910,NA,24.205,202.512,2.32,8.426
18,Speyeria aglaja,Surrey,VC,7,1910,NA,27.276,262.871,3.031,11.063
36,Speyeria aglaja,Mid Perthshire,VC,7,1910,NA,28.105,308.827,2.459,11.978
1,Pyronia tithonus,Cornwall,UA,7,1910,male,16.556,117.192,1.107,6.894
2,Pyronia tithonus,Cornwall,UA,7,1910,male,16.839,125.391,1.179,7.28
3,Pyronia tithonus,Cornwall,UA,7,1910,male,17.529,128.171,1.013,7.551
4,Pyronia tithonus,Cornwall,UA,7,1910,male,17.168,126.159,1.383,7.042
5,Pyronia tithonus,Cornwall,UA,7,1910,male,16.912,119.253,1.112,7.123
10,Pyronia tithonus,Cornwall,UA,7,1910,male,17.924,130.326,1.114,7.248
11,Pyronia tithonus,Cornwall,UA,7,1910,male,17.392,133.848,0.977,7.024
103,Melanargia galathea,Cornwall,UA,7,1910,male,22.635,215.98,1.624,10.424
104,Melanargia galathea,Cornwall,UA,7,1910,female,25.174,260.135,2.436,9.518
8,Maniola jurtina,Surrey,VC,7,1910,female,24.33,229.341,2.235,7.669
1,Aglais io,Cornwall,UA,9,1910,NA,28.071,334.13,3.09,10.417
24,Aglais io,Herefordshire,VC,8,1910,NA,27.345,316.939,2.625,9.765
25,Aglais io,Herefordshire,VC,8,1910,NA,26.865,292.685,2.998,9.466
27,Aglais io,Herefordshire,VC,8,1910,NA,29.46,365.203,3.215,10.431
50,Aglais io,Oxfordshire,VC,8,1910,NA,26.166,278.938,2.991,7.55
1,Argynnis paphia,Cornwall,UA,7,1910,male,33.307,393.284,3.269,12.906
1,Pararge aegeria,Cornwall,UA,6,1910,NA,21.961,186.378,1.447,7.681
2,Pararge aegeria,Cornwall,UA,6,1910,NA,21.537,177.962,1.401,8.474
3,Pararge aegeria,Cornwall,UA,6,1910,NA,20.646,170.33,1.517,7.311
4,Pararge aegeria,Cornwall,UA,6,1910,NA,22.518,204.46,1.541,8.312
5,Pararge aegeria,Cornwall,UA,6,1910,NA,21.643,184.143,1.378,8.31
6,Pararge aegeria,Cornwall,UA,9,1910,NA,20.755,159.242,1.333,7.867
7,Pararge aegeria,Cornwall,UA,9,1910,NA,21.078,168.528,1.52,8.684
38,Pararge aegeria,Isle of Wight,VC,8,1910,NA,21.638,181.979,1.658,8.03
1,Lasiommata megera,Cornwall,UA,9,1910,female,22.968,203.937,1.941,7.447
11,Lasiommata megera,Devon,UA,7,1910,male,22.381,196.825,1.698,8.271
44,Lasiommata megera,Isle of Wight,VC,8,1910,male,22.407,198.315,1.619,8.878
45,Lasiommata megera,Isle of Wight,VC,8,1910,female,23.081,215.412,2.668,6.645
46,Lasiommata megera,Isle of Wight,VC,8,1910,female,23.157,213.287,3.032,8.1
20,Polygonia c-album,Herefordshire,VC,7,1911,NA,24.892,214.301,2.381,8.181
21,Polygonia c-album,Hertfordshire,VC,7,1911,NA,24.975,227.229,2.962,7.815
85,Pyronia tithonus,Surrey,VC,NA,1911,male,17.07,127.594,1.348,6.635
57,Coenonympha tullia,Aberdeenshire,UA,7,1911,NA,18.207,133.012,1.477,6.028
7,Maniola jurtina,Surrey,VC,NA,1911,male,21.357,192.473,1.867,8.78
12,Maniola jurtina,Buckinghamshire,VC,6,1911,male,21.823,201.028,1.843,8.369
13,Maniola jurtina,Buckinghamshire,VC,6,1911,male,21.101,185.776,1.892,8.683
25,Maniola jurtina,Kent,UA,6,1911,male,21.383,201.891,2.183,8.197
53,Maniola jurtina,Isles of Scilly,UA,NA,1911,female,24.201,221.549,2.134,7.204
54,Maniola jurtina,Isles of Scilly,UA,NA,1911,female,23.186,221.154,2.476,7.81
55,Maniola jurtina,Isles of Scilly,UA,NA,1911,female,23.951,226.401,2.28,7.858
56,Maniola jurtina,Isles of Scilly,UA,NA,1911,female,25.153,241.33,2.427,6.896
57,Maniola jurtina,Isles of Scilly,UA,NA,1911,female,24.344,247.274,2.425,8.173
19,Argynnis paphia,Surrey,VC,7,1911,male,33.536,398.664,2.966,12.972
20,Argynnis paphia,Surrey,VC,7,1911,male,32.071,374.377,2.494,11.961
21,Argynnis paphia,Surrey,VC,7,1911,male,31.84,366.839,2.561,11.591
22,Argynnis paphia,Surrey,VC,7,1911,male,32.255,370.385,3.069,12.502
27,Argynnis paphia,Surrey,VC,7,1911,male,33.315,398.49,2.662,11.694
17,Aglais urticae,Surrey,VC,NA,1911,NA,24.708,227.473,2.48,7.53
56,Aglais urticae,Fife,UA,8,1911,NA,20.674,164.561,2.097,6.655
49,Pararge aegeria,Hampshire,UA,5,1911,NA,20.377,152.37,1.634,7.798
51,Pararge aegeria,Hampshire,UA,5,1911,NA,21.059,179.045,2.197,7.026
37,Lasiommata megera,Herefordshire,VC,7,1911,male,20.22,164.236,1.407,7.98
38,Lasiommata megera,Herefordshire,VC,7,1911,male,21.66,186.174,1.505,8.513
39,Lasiommata megera,Herefordshire,VC,7,1911,female,22.063,196.442,2.716,8.004
40,Lasiommata megera,Herefordshire,VC,7,1911,female,21.606,195.342,2.498,7.012
48,Lasiommata megera,Hampshire,UA,5,1911,female,21.444,189.307,1.868,6.476
5,Polygonia c-album,Glamorganshire,VC,9,1912,NA,22.825,194.688,2.717,7.606
6,Polygonia c-album,Glamorganshire,VC,9,1912,NA,23.932,217.364,2.809,7.818
18,Polygonia c-album,Hertfordshire,VC,7,1912,NA,25.972,231.384,2.658,8.128
22,Polygonia c-album,Herefordshire,VC,7,1912,NA,24.943,233.099,2.35,8.517
35,Speyeria aglaja,Aberdeenshire,UA,NA,1912,NA,30.19,350.717,3.259,11.864
76,Pyronia tithonus,Surrey,VC,7,1912,male,16.648,120.902,1.267,6.293
79,Coenonympha tullia,Denbighshire,VC,7,1912,NA,17.904,129.045,1.642,5.934
80,Coenonympha tullia,Denbighshire,VC,7,1912,NA,18.88,138.879,1.387,5.912
81,Coenonympha tullia,Denbighshire,VC,7,1912,NA,19.577,139.099,2.791,5.862
61,Maniola jurtina,East Lothian,VC,8,1912,female,26.248,283.423,2.353,7.666
39,Argynnis paphia,Surrey,VC,7,1912,female,34.085,400.892,2.931,10.85
19,Aglais urticae,Surrey,VC,4,1912,NA,24.696,241.456,2.905,7.137
54,Aglais urticae,East Lothian,VC,8,1912,NA,23.935,219.24,2.705,8.905
47,Pararge aegeria,Devon,UA,8,1912,NA,20.93,163.109,1.494,6.836
50,Pararge aegeria,Hampshire,UA,4,1912,NA,21.772,173.682,1.659,6.562
12,Melanargia galathea,Oxfordshire,VC,7,1913,male,23.55,207.101,1.905,10.04
13,Melanargia galathea,Oxfordshire,VC,7,1913,female,23.978,218.222,2.691,6.776
50,Maniola jurtina,North-east Yorkshire,VC,8,1913,female,25.207,259.148,2.425,8.151
51,Maniola jurtina,North-east Yorkshire,VC,8,1913,female,24.918,260.358,1.85,8.132
10,Argynnis paphia,Herefordshire,VC,7,1913,male,32.684,394.749,2.966,11.895
20,Pararge aegeria,Devon,UA,5,1913,NA,21.086,158.134,1.909,8.02
21,Pararge aegeria,Devon,UA,6,1913,NA,20.01,161.544,1.704,8.072
22,Pararge aegeria,Devon,UA,5,1913,NA,19.164,131.153,1.754,7.171
23,Pararge aegeria,Devon,UA,5,1913,NA,22.495,201.873,1.908,8.435
24,Pararge aegeria,Devon,UA,4,1913,NA,20.064,172.249,1.548,8.022
25,Pararge aegeria,Devon,UA,4,1913,NA,20.406,169.944,2.038,7.994
26,Pararge aegeria,Devon,UA,4,1913,NA,21.48,180.953,2.296,7.144
27,Pararge aegeria,Devon,UA,4,1913,NA,22.269,200.626,1.805,7.866
28,Pararge aegeria,Devon,UA,6,1913,NA,20.872,164.041,1.729,6.913
33,Limenitis camilla,Surrey,VC,6,1913,NA,24.093,206.563,1.87,7.594
35,Limenitis camilla,Surrey,VC,6,1913,NA,28.594,305.112,2.546,6.698
37,Limenitis camilla,Surrey,VC,6,1913,NA,27.88,280.233,3.068,7.145
39,Limenitis camilla,Surrey,VC,6,1913,NA,27.308,292.798,2.693,7.634
45,Limenitis camilla,Hampshire,UA,6,1913,NA,25.041,234.7,2.319,8.278
16,Polygonia c-album,Hertfordshire,VC,7,1914,NA,21.856,178.382,2.229,7.607
17,Polygonia c-album,Hertfordshire,VC,7,1914,NA,24.632,234.703,3.266,7.908
27,Speyeria aglaja,Aberdeenshire,UA,NA,1914,NA,27.67,305.204,2.659,11.235
28,Speyeria aglaja,Aberdeenshire,UA,NA,1914,NA,29.727,371.835,3.259,12.607
77,Pyronia tithonus,Surrey,VC,7,1914,male,17.244,120.506,1.307,6.995
84,Pyronia tithonus,Surrey,VC,7,1914,male,17.071,123.78,1.525,5.729
107,Melanargia galathea,Dorset,VC,7,1914,female,24.42,231.588,2.616,7.51
108,Melanargia galathea,Dorset,VC,7,1914,female,24.167,201.567,2.459,7.443
9,Maniola jurtina,Surrey,VC,NA,1914,female,25.732,271.78,2.499,7.785
45,Aglais io,Oxfordshire,VC,NA,1914,NA,29.162,363.923,3.177,9.607
13,Aglais urticae,Surrey,VC,NA,1914,NA,21.489,171.596,2.479,5.535
14,Aglais urticae,Surrey,VC,NA,1914,NA,24.835,224.881,2.573,7.864
15,Aglais urticae,Surrey,VC,NA,1914,NA,26.205,248.841,3.145,7.655
18,Aglais urticae,Surrey,VC,9,1914,NA,24.515,220.19,2.6,6.956
26,Aglais urticae,Hertfordshire,VC,NA,1914,NA,22.76,185.109,2.237,6.959
27,Aglais urticae,Hertfordshire,VC,NA,1914,NA,24.055,222.836,2.298,7.018
28,Aglais urticae,Hertfordshire,VC,NA,1914,NA,24.345,225.479,2.57,6.895
29,Aglais urticae,Hertfordshire,VC,NA,1914,NA,23.777,214.19,2.147,7.929
30,Aglais urticae,Hertfordshire,VC,NA,1914,NA,24.856,221.456,3.054,6.171
8,Pararge aegeria,Devon,UA,4,1914,NA,22.321,190.253,1.797,7.33
9,Pararge aegeria,Devon,UA,4,1914,NA,20.832,178.595,1.611,7.47
10,Pararge aegeria,Devon,UA,4,1914,NA,21.454,176.788,1.634,7.727
11,Pararge aegeria,Devon,UA,4,1914,NA,22.549,200.375,1.963,8.894
12,Pararge aegeria,Devon,UA,4,1914,NA,22.161,188.113,1.798,8.38
61,Pararge aegeria,Oxfordshire,VC,5,1914,NA,21.626,178.334,1.843,7.914
72,Pararge aegeria,Cumberland,VC,5,1914,NA,21.141,169.037,1.73,7.759
49,Lasiommata megera,Hampshire,UA,5,1914,female,21.575,189.966,2.644,7.737
12,Polygonia c-album,Worcestershire,VC,4,1915,NA,25.019,228.29,2.443,8.365
54,Pyronia tithonus,Hampshire,UA,7,1915,male,17.368,130.544,1.272,7.146
63,Pyronia tithonus,Hampshire,UA,7,1915,male,16.698,119.688,1.303,7.299
3,Melanargia galathea,Oxfordshire,VC,NA,1915,male,23.014,212.591,1.936,9.769
5,Melanargia galathea,Oxfordshire,VC,NA,1915,female,27.381,279.34,3.295,9.194
20,Maniola jurtina,Kent,UA,NA,1915,male,22.519,201.004,1.82,8.27
21,Maniola jurtina,Kent,UA,NA,1915,male,21.532,196.322,1.869,7.332
22,Maniola jurtina,Kent,UA,NA,1915,male,21.707,195.998,2.014,8.541
20,Aglais io,Worcestershire,VC,4,1915,NA,25.778,271.349,1.758,7.448
21,Aglais io,Worcestershire,VC,4,1915,NA,27.866,308.051,2.587,9.32
42,Lasiommata megera,Dorset,VC,8,1915,male,22.223,192.132,1.577,8.343
43,Lasiommata megera,Dorset,VC,8,1915,female,23.703,217.853,2.959,6.985
25,Speyeria aglaja,Kent,UA,8,1916,NA,28.794,329.972,3.888,11.292
26,Speyeria aglaja,Kent,UA,8,1916,NA,29.899,347.448,3.602,9.348
34,Speyeria aglaja,Aberdeenshire,UA,NA,1916,NA,28.939,327.235,3.116,13.527
63,Melanargia galathea,Dorset,VC,12,1916,female,25.122,233.991,2.347,9.202
42,Aglais io,Oxfordshire,VC,10,1916,NA,27.481,309.477,2.355,9.344
38,Argynnis paphia,Hampshire,UA,7,1916,male,31.055,344.288,2.99,11.524
40,Argynnis paphia,Hampshire,UA,7,1916,female,32.602,378.532,3.167,10.85
50,Lasiommata megera,Hampshire,UA,5,1916,female,21.919,202.168,1.843,6.451
55,Lasiommata megera,Berkshire,VC,8,1916,male,21.559,175.909,1.116,7.106
56,Lasiommata megera,Berkshire,VC,8,1916,female,23.279,204.629,2.159,7.373
2,Polygonia c-album,Staffordshire,VC,9,1917,NA,23.933,215.752,3.205,7.876
3,Polygonia c-album,Staffordshire,VC,9,1917,NA,25.434,243.683,3.083,8.212
4,Polygonia c-album,Staffordshire,VC,9,1917,NA,24.68,223.282,2.839,6.838
14,Speyeria aglaja,Buckinghamshire,VC,7,1917,NA,27.569,289.239,2.659,9.834
20,Speyeria aglaja,East Sussex,VC,7,1917,NA,26.711,282.239,2.516,11.408
24,Speyeria aglaja,Kent,UA,8,1917,NA,26.994,278.421,3.116,11.181
26,Pyronia tithonus,Devon,UA,8,1917,male,17.615,133.167,1.415,5.865
27,Pyronia tithonus,Devon,UA,8,1917,male,18.081,136.381,1.045,7.042
34,Pyronia tithonus,Devon,UA,8,1917,male,16.352,125.711,1.459,6.815
35,Pyronia tithonus,Devon,UA,8,1917,male,17.648,136.049,1.309,6.66
24,Maniola jurtina,Cambridgeshire,VC,6,1917,male,23.063,226.162,1.989,8.562
33,Maniola jurtina,Staffordshire,VC,7,1917,female,26.622,285.57,2.28,8.658
35,Maniola jurtina,Staffordshire,VC,6,1917,male,20.957,172.814,1.723,8.052
36,Maniola jurtina,Staffordshire,VC,7,1917,male,21.744,196.755,2.014,8.905
37,Maniola jurtina,Staffordshire,VC,7,1917,male,22.503,214.544,1.845,9.192
38,Maniola jurtina,Staffordshire,VC,7,1917,male,22.949,204.284,1.698,9.337
39,Maniola jurtina,Staffordshire,VC,7,1917,male,22.957,218.834,1.82,9.022
40,Maniola jurtina,Staffordshire,VC,7,1917,female,22.712,224.508,2.086,7.737
41,Maniola jurtina,Staffordshire,VC,7,1917,female,25.058,251.724,2.038,7.641
42,Maniola jurtina,Staffordshire,VC,7,1917,female,24.62,242.246,2.402,7.349
43,Maniola jurtina,Staffordshire,VC,7,1917,female,24.051,231.668,2.135,7.349
44,Maniola jurtina,Staffordshire,VC,7,1917,female,25.275,242.351,1.989,7.569
26,Aglais io,Staffordshire,VC,8,1917,NA,29.274,322.195,2.939,9.895
29,Aglais io,Gloucestershire,UA,9,1917,NA,31.051,411.917,3.256,10.784
35,Aglais io,Staffordshire,VC,8,1917,NA,26.831,299.36,2.321,7.996
36,Aglais io,Staffordshire,VC,8,1917,NA,28.189,311.781,2.693,9.342
37,Aglais io,Staffordshire,VC,8,1917,NA,27.563,314.173,2.625,8.493
38,Aglais io,Staffordshire,VC,8,1917,NA,28.929,347.298,3.178,9.117
39,Aglais io,Staffordshire,VC,8,1917,NA,25.716,281.076,2.095,9.379
40,Aglais io,Staffordshire,VC,8,1917,NA,29.843,360.549,3.325,10.098
41,Aglais io,Staffordshire,VC,8,1917,NA,26.31,284.911,2.508,7.479
24,Aglais urticae,Hertfordshire,VC,8,1917,NA,24.391,221.884,2.48,7.712
25,Aglais urticae,Hertfordshire,VC,8,1917,NA,22.588,188.191,2.388,6.933
70,Pararge aegeria,Dorset,VC,8,1917,NA,20.07,156.19,1.904,6.941
34,Lasiommata megera,Gloucestershire,UA,9,1917,male,21.888,181.287,1.36,7.645
35,Lasiommata megera,Gloucestershire,UA,9,1917,female,21.505,195.243,2.353,6.941
36,Lasiommata megera,Gloucestershire,UA,9,1917,female,22.651,201.051,2.401,7.18
41,Lasiommata megera,Gloucestershire,UA,6,1917,male,20.532,161.674,1.577,7.3
61,Lasiommata megera,Dorset,VC,8,1917,male,21.442,177.612,1.601,7.689
62,Lasiommata megera,Dorset,VC,8,1917,female,22.308,195.364,2.668,7.082
63,Lasiommata megera,Dorset,VC,8,1917,female,22.677,212.676,2.959,6.718
48,Limenitis camilla,Hampshire,UA,7,1917,NA,29.306,329.057,2.546,9.207
50,Limenitis camilla,Hampshire,UA,6,1917,NA,27.114,269.438,2.693,8.271
1,Polygonia c-album,Staffordshire,VC,8,1918,NA,24.209,217.663,2.351,8.001
13,Polygonia c-album,Gloucestershire,UA,5,1918,NA,24.276,227.745,2.293,8.059
16,Speyeria aglaja,Buckinghamshire,VC,7,1918,NA,29.995,343.044,3.259,11.207
79,Pyronia tithonus,Berkshire,VC,8,1918,female,19.346,149.825,1.938,6.146
5,Coenonympha tullia,Shropshire,VC,6,1918,NA,17.884,124.559,1.149,6.684
6,Coenonympha tullia,Shropshire,VC,6,1918,NA,18.378,137.994,1.451,6.747
7,Coenonympha tullia,Shropshire,VC,6,1918,NA,18.946,135.199,1.452,6.683
8,Coenonympha tullia,Shropshire,VC,6,1918,NA,18.839,138.506,1.24,6.777
9,Coenonympha tullia,Shropshire,VC,6,1918,NA,18.781,142.638,1.514,7.089
13,Coenonympha tullia,Shropshire,VC,6,1918,NA,19.074,146.524,1.874,6.474
14,Coenonympha tullia,Shropshire,VC,6,1918,NA,19.144,141.808,1.36,5.905
15,Coenonympha tullia,Shropshire,VC,6,1918,NA,19.334,146.786,2.207,5.988
23,Coenonympha tullia,Shropshire,VC,6,1918,NA,19.279,143.373,1.907,5.383
46,Coenonympha tullia,Cumberland,VC,6,1918,NA,18.624,134.762,1.542,7.47
47,Coenonympha tullia,Cumberland,VC,6,1918,NA,19.258,146.56,1.361,7.019
48,Coenonympha tullia,Cumberland,VC,6,1918,NA,18.179,132.992,1.421,6.567
52,Coenonympha tullia,Cumberland,VC,6,1918,NA,17.815,128.961,1.27,6.473
53,Coenonympha tullia,Cumberland,VC,6,1918,NA,19.493,142.623,2.328,6.048
54,Coenonympha tullia,Cumberland,VC,6,1918,NA,18.807,145.267,1.391,7.167
15,Melanargia galathea,Gloucestershire,UA,6,1918,female,21.801,178.392,2.54,7.35
16,Melanargia galathea,Gloucestershire,UA,7,1918,male,20.768,160.388,1.452,8.982
17,Melanargia galathea,Gloucestershire,UA,7,1918,female,26.637,255.209,3.144,8.952
18,Melanargia galathea,Gloucestershire,UA,7,1918,female,26.323,256.791,3.084,8.256
