Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length
34,Lycaena phlaeas,Buckinghamshire,VC,7,1918,NA,15.06,91.312,2.012,3.898
38,Lycaena phlaeas,Dorset,VC,8,1918,NA,13.747,86.693,1.908,3.814
39,Lycaena phlaeas,Dorset,VC,8,1918,NA,14.786,84.765,1.656,5.324
43,Lycaena phlaeas,Buckinghamshire,VC,7,1918,NA,14.766,82.01,1.718,4.569
46,Celastrina argiolus,Bedfordshire,VC,5,1919,male,13.908,72.377,1.361,5.385
36,Favonius quercus,Northamptonshire,VC,7,1919,male,14.565,89.772,1.593,5.142
37,Favonius quercus,Northamptonshire,VC,6,1919,male,15.535,104.998,1.729,6.143
43,Favonius quercus,Northamptonshire,VC,7,1919,male,15.418,101.82,1.797,5.619
39,Cupido minimus,Buckinghamshire,VC,5,1919,male,11.718,53.367,1.216,4.579
46,Lycaena phlaeas,Buckinghamshire,VC,8,1919,NA,14.347,84.087,1.677,3.962
49,Polyommatus bellargus,Isle of Wight,VC,6,1920,female,15.256,85.236,1.815,5.119
53,Polyommatus bellargus,Isle of Wight,VC,6,1920,female,14.724,83.831,2.286,5.047
54,Polyommatus bellargus,Isle of Wight,VC,6,1920,female,15.898,96.098,1.814,5.418
57,Polyommatus bellargus,East Sussex,VC,8,1920,male,14.816,88.341,1.666,6.013
74,Aricia agestis,Kent,UA,9,1920,NA,12.521,56.645,1.276,3.358
16,Polyommatus icarus,Oxfordshire,VC,9,1920,male,13.478,67.668,1.615,4.149
36,Polyommatus icarus,Berkshire,VC,9,1920,female,13.63,69.841,1.614,5.142
35,Celastrina argiolus,Oxfordshire,VC,8,1920,male,15.23,93.209,1.251,6.129
96,Celastrina argiolus,Devon,UA,5,1920,female,14.211,77.544,1.448,4.94
30,Favonius quercus,Oxfordshire,VC,7,1920,male,16.262,111.851,1.661,5.778
62,Aricia agestis,Oxfordshire,VC,NA,1921,NA,12.209,52.206,1.216,5.001
37,Polyommatus icarus,Oxfordshire,VC,8,1921,female,13.502,77.104,1.844,4.526
41,Polyommatus icarus,Berkshire,VC,9,1921,female,12.79,63.205,1.592,4.63
100,Cupido minimus,Kent,UA,8,1921,female,9.784,37.254,1.106,4.343
7,Polyommatus icarus,Hampshire,UA,8,1922,female,13.745,71.566,1.489,4.4
8,Polyommatus icarus,Hampshire,UA,8,1922,female,13.446,70.687,1.446,4.379
14,Polyommatus icarus,Hampshire,UA,8,1922,female,13.955,71.826,1.551,3.982
15,Polyommatus icarus,Hampshire,UA,8,1922,female,14.577,78.617,1.635,4.927
79,Celastrina argiolus,Surrey,VC,8,1922,female,14.834,92.19,1.629,5.741
31,Favonius quercus,Oxfordshire,VC,7,1922,female,15.003,94.164,1.639,5.256
32,Favonius quercus,Oxfordshire,VC,7,1922,female,17.45,125.668,2.053,5.278
29,Lycaena phlaeas,Denbighshire,VC,8,1922,NA,15.489,93.188,2.326,4.903
91,Lycaena phlaeas,Oxfordshire,VC,8,1922,NA,14.209,79.674,1.439,3.699
92,Lycaena phlaeas,Oxfordshire,VC,9,1922,NA,13.427,71.991,1.85,4.401
30,Polyommatus icarus,Berkshire,VC,6,1923,female,15.134,83.701,2.033,5.281
117,Polyommatus icarus,Isle of Wight,VC,8,1923,male,14.721,82.353,1.663,4.827
47,Celastrina argiolus,Bedfordshire,VC,5,1923,female,14.914,89.382,1.463,5.661
52,Celastrina argiolus,Bedfordshire,VC,5,1923,male,14.933,85.551,1.272,5.788
70,Celastrina argiolus,Oxfordshire,VC,4,1923,female,13.682,74.133,1.474,5.328
40,Favonius quercus,Oxfordshire,VC,7,1923,female,14.963,88.335,1.98,4.345
41,Favonius quercus,Oxfordshire,VC,7,1923,female,15.366,108.571,2.252,5.778
30,Lycaena phlaeas,Buckinghamshire,VC,8,1923,NA,12.802,61.724,1.341,4.213
97,Favonius quercus,Hampshire,UA,7,1924,male,16.113,116.513,1.655,6.31
76,Polyommatus bellargus,Hampshire,UA,9,1925,female,14.95,89.662,1.952,5.359
80,Polyommatus icarus,Somerset,UA,8,1926,female,13.233,61.991,1.459,4.275
113,Polyommatus icarus,Cornwall,UA,6,1926,male,14.735,80.456,1.57,5.638
114,Polyommatus icarus,Cornwall,UA,6,1926,male,14.527,79.281,1.815,5.23
115,Polyommatus icarus,Cornwall,UA,6,1926,female,15.06,84.792,1.593,5.249
116,Polyommatus icarus,Cornwall,UA,6,1926,female,16.076,95.27,2.366,5.319
3,Lycaena phlaeas,Oxfordshire,VC,8,1926,NA,14.815,90.277,1.949,4.651
4,Lycaena phlaeas,Oxfordshire,VC,8,1926,NA,14.902,92.168,2.473,3.396
46,Aricia agestis,Somerset,UA,6,1927,NA,12.541,59.072,1.389,4.543
47,Aricia agestis,Somerset,UA,6,1927,NA,13.297,69.096,1.31,5.952
53,Aricia agestis,Somerset,UA,6,1927,NA,12.124,58.177,1.414,4.883
79,Polyommatus icarus,Oxfordshire,VC,8,1927,male,14.634,76.218,1.562,5.097
1,Lycaena phlaeas,Oxfordshire,VC,8,1927,NA,15.017,88.321,1.655,4.402
2,Lycaena phlaeas,Oxfordshire,VC,8,1927,NA,14.458,83.835,1.53,5.532
8,Lycaena phlaeas,Oxfordshire,VC,8,1927,NA,14.226,76.701,1.551,4.513
21,Lycaena phlaeas,Surrey,VC,8,1928,NA,14.7,81.546,1.886,5.909
52,Aricia agestis,Devon,UA,8,1929,NA,11.62,54.432,1.434,4.82
59,Aricia agestis,Devon,UA,8,1929,NA,10.629,42.413,1.275,3.845
60,Aricia agestis,Devon,UA,9,1929,NA,11.133,47.732,1.215,3.705
27,Lycaena phlaeas,Surrey,VC,8,1929,NA,14.265,77.928,1.655,4.905
6,Polyommatus bellargus,East Sussex,VC,8,1930,female,15.404,88.206,1.843,5.127
7,Polyommatus bellargus,East Sussex,VC,8,1930,female,16.009,98.391,1.938,5.518
8,Polyommatus bellargus,East Sussex,VC,8,1930,male,16.376,93.94,1.825,6.341
14,Polyommatus bellargus,East Sussex,VC,8,1930,female,14.417,79.558,1.518,4.721
16,Polyommatus bellargus,East Sussex,VC,8,1930,female,15.68,90.801,1.839,5.467
17,Polyommatus bellargus,East Sussex,VC,8,1930,male,16.68,110.023,1.839,7.311
53,Polyommatus icarus,Surrey,VC,7,1930,male,16.112,92.392,1.718,5.472
54,Polyommatus icarus,Surrey,VC,7,1930,male,15.2,89.039,1.572,5.345
55,Polyommatus icarus,Surrey,VC,7,1930,female,14.13,74.738,2.032,3.731
56,Polyommatus icarus,Surrey,VC,7,1930,female,12.889,63.311,1.551,3.796
19,Lycaena phlaeas,Surrey,VC,6,1930,NA,13.963,74.86,1.551,5.301
20,Lycaena phlaeas,Surrey,VC,6,1930,NA,14.579,80.841,1.467,4.861
22,Lycaena phlaeas,Surrey,VC,8,1930,NA,15.696,99.027,2.118,3.963
26,Lycaena phlaeas,West Sussex,VC,8,1930,NA,13.328,73.109,1.634,4.4
70,Polyommatus bellargus,Kent,UA,8,1931,male,14.343,78.012,1.554,5.537
71,Polyommatus bellargus,Kent,UA,8,1931,female,14.579,79.589,1.594,4.9
18,Lycaena phlaeas,Isle of Wight,VC,6,1932,NA,14.411,87.603,2.285,4.212
72,Polyommatus bellargus,Surrey,VC,5,1933,female,14.123,81.203,1.952,5.776
90,Aricia agestis,Kent,UA,8,1933,NA,13.047,68.237,1.434,4.801
81,Polyommatus icarus,Kent,UA,8,1933,female,13.053,63.471,1.458,4.603
5,Lycaena phlaeas,West Sussex,VC,9,1933,NA,14.522,84.948,1.928,4.652
16,Lycaena phlaeas,Surrey,VC,9,1933,NA,13.139,65.504,1.258,4.631
17,Lycaena phlaeas,Surrey,VC,9,1933,NA,14.75,89.8,1.844,4.023
24,Lycaena phlaeas,Surrey,VC,9,1933,NA,14.161,78.07,1.53,4.966
28,Lycaena phlaeas,Surrey,VC,8,1933,NA,14.357,77.659,1.697,5.133
81,Celastrina argiolus,Somerset,UA,7,1934,female,15.064,88.381,1.216,5.147
84,Celastrina argiolus,Cambridgeshire,VC,7,1934,female,16.075,94.398,1.448,5.69
72,Favonius quercus,Hampshire,UA,7,1934,female,15.371,101.988,2.25,5.457
48,Aricia agestis,Oxfordshire,VC,8,1935,NA,11.41,44.875,1.112,3.454
84,Polyommatus icarus,Cumberland,VC,8,1935,female,14.703,79.929,1.399,5.161
62,Celastrina argiolus,Cambridgeshire,VC,5,1935,male,15.618,96.813,1.293,5.83
9,Lycaena phlaeas,Oxfordshire,VC,8,1935,NA,13.399,66.157,1.299,4.61
23,Lycaena phlaeas,Argyll,VC,7,1935,NA,13.745,67.255,1.509,5.113
27,Polyommatus bellargus,Hampshire,UA,9,1936,male,15.119,88.212,1.893,6.537
35,Polyommatus bellargus,Hampshire,UA,9,1936,male,15.383,92.168,1.623,6.154
64,Polyommatus bellargus,Hampshire,UA,9,1936,male,14.528,78.807,1.574,5.059
68,Polyommatus bellargus,Hampshire,UA,9,1936,male,14.335,80.267,1.494,6.254
68,Polyommatus icarus,Buckinghamshire,VC,5,1936,female,15.153,81.631,1.79,5.466
82,Celastrina argiolus,Hampshire,UA,5,1936,female,15.039,82.929,1.371,4.474
61,Lycaena phlaeas,Cornwall,UA,8,1938,NA,16.221,96.452,1.53,5.573
99,Aricia agestis,Cumberland,VC,6,1940,NA,12.954,56.753,1.374,4.68
39,Celastrina argiolus,Hampshire,UA,7,1940,female,15.082,92.072,1.528,4.772
41,Celastrina argiolus,Hampshire,UA,7,1940,female,16.756,109.059,1.463,6.918
87,Celastrina argiolus,Hertfordshire,VC,5,1940,male,12.39,66.287,1.552,5.302
2,Cupido minimus,Cambridgeshire,VC,5,1940,male,11.538,50.5,1.082,4.139
8,Cupido minimus,Cambridgeshire,VC,5,1940,female,11.672,50.295,1.367,4.158
14,Cupido minimus,Cambridgeshire,VC,5,1940,female,10.943,45.668,1.253,3.285
26,Cupido minimus,Cambridgeshire,VC,5,1940,male,12.549,57.934,1.158,4.367
82,Polyommatus icarus,Middlesex,VC,8,1942,male,13.178,67.681,1.397,5.631
83,Polyommatus icarus,Middlesex,VC,8,1942,female,13.297,64.74,1.562,4.933
83,Lycaena phlaeas,Middlesex,VC,8,1942,NA,12.614,61.038,1.254,4.872
84,Lycaena phlaeas,Middlesex,VC,9,1942,NA,13.417,67.081,1.788,3.741
49,Aricia agestis,Berkshire,VC,5,1943,NA,13.262,65.515,1.369,5.535
93,Cupido minimus,Berkshire,VC,7,1943,female,11.582,49.221,1.222,5.947
42,Celastrina argiolus,Hertfordshire,VC,8,1944,male,16.121,107.202,1.294,7.067
78,Favonius quercus,Hertfordshire,VC,8,1944,female,15.658,111.674,2.509,5.043
84,Favonius quercus,Hertfordshire,VC,8,1944,female,15.487,98.996,1.682,5.098
85,Favonius quercus,Hertfordshire,VC,8,1944,female,15.504,102.077,2.146,4.836
35,Cupido minimus,Hertfordshire,VC,6,1944,male,12.2,56.662,1.024,4.994
42,Cupido minimus,Hertfordshire,VC,6,1944,male,11.289,50.484,1.007,4.56
22,Celastrina argiolus,Hampshire,UA,4,1945,female,14.796,87.248,1.506,4.452
28,Celastrina argiolus,Hampshire,UA,4,1945,male,15.886,102.398,1.506,5.408
31,Celastrina argiolus,Hampshire,UA,5,1945,female,16.091,99.114,1.526,4.856
17,Cupido minimus,Hampshire,UA,6,1945,male,10.21,40.245,1.008,4.025
27,Cupido minimus,Hampshire,UA,6,1945,male,11.269,48.707,1.044,4.5
10,Lycaena phlaeas,East Lothian,VC,8,1945,NA,14.86,80.139,1.908,5.51
11,Lycaena phlaeas,East Lothian,VC,8,1945,NA,15.239,90.407,2.284,3.898
52,Lycaena phlaeas,Hampshire,UA,5,1945,NA,13.951,73.982,1.651,4.428
26,Polyommatus bellargus,Hertfordshire,VC,9,1946,male,14.293,76.921,1.262,5.026
28,Polyommatus bellargus,Hampshire,UA,9,1946,male,16.199,99.181,1.803,6.378
36,Polyommatus bellargus,Hertfordshire,VC,9,1946,male,15.991,96.387,1.871,5.748
63,Polyommatus bellargus,Hertfordshire,VC,9,1946,male,13.674,69.711,1.374,4.72
65,Polyommatus bellargus,Hampshire,UA,9,1946,male,15.11,86.372,1.633,5.696
69,Polyommatus bellargus,Hertfordshire,VC,9,1946,male,15.038,83.409,1.715,5.517
86,Celastrina argiolus,Hampshire,UA,8,1946,male,14.411,77.297,1.034,5.821
63,Aricia agestis,Middlesex,VC,5,1947,NA,12.608,60.75,1.275,5.262
83,Celastrina argiolus,Hampshire,UA,5,1947,female,13.886,80.9,1.371,4.81
85,Celastrina argiolus,Hampshire,UA,5,1947,male,14.112,78.508,1.19,4.681
80,Favonius quercus,Suffolk,UA,8,1947,female,14.927,88.547,2.017,4.474
11,Cupido minimus,Bedfordshire,VC,8,1947,female,11.096,43.422,1.139,3.457
49,Lycaena phlaeas,Hampshire,UA,9,1947,NA,14.073,76.895,1.467,4.463
50,Lycaena phlaeas,Buckinghamshire,VC,6,1947,NA,13.995,75.735,1.509,4.026
64,Lycaena phlaeas,Hampshire,UA,9,1947,NA,14.72,85.791,1.951,3.75
85,Lycaena phlaeas,Kent,UA,9,1947,NA,12.798,66.033,1.356,4.767
86,Lycaena phlaeas,Kent,UA,9,1947,NA,13.523,74.212,1.439,5.302
58,Polyommatus bellargus,Kent,UA,6,1948,male,15.577,94.63,1.764,6.486
81,Polyommatus bellargus,Kent,UA,6,1948,male,14.02,79.616,1.733,5.319
54,Aricia agestis,Berkshire,VC,5,1948,NA,12.365,55.347,1.275,5.657
61,Aricia agestis,Berkshire,VC,5,1948,NA,12.035,52.345,1.374,5.003
61,Polyommatus icarus,Argyll,VC,7,1948,male,15.089,83.409,1.397,4.646
72,Polyommatus icarus,Argyll,VC,7,1948,male,15.136,84.09,1.973,5.158
75,Polyommatus icarus,Argyll,VC,7,1948,female,15.546,90.593,1.685,5.118
48,Celastrina argiolus,Kent,UA,5,1948,female,14.685,92.22,1.802,5.096
50,Celastrina argiolus,Kent,UA,5,1948,female,15.748,95.125,1.701,4.791
54,Celastrina argiolus,Middlesex,VC,7,1948,male,15.822,94.715,1.314,6.319
88,Celastrina argiolus,Berkshire,VC,5,1948,female,13.838,75.753,1.371,3.802
89,Celastrina argiolus,Gwynedd,UA,4,1948,male,14.614,86.506,1.526,6.025
55,Lycaena phlaeas,Argyll,VC,7,1948,NA,13.612,64.056,1.321,4.632
52,Polyommatus bellargus,Surrey,VC,8,1949,female,15.362,90.862,1.715,6.312
79,Polyommatus bellargus,Surrey,VC,8,1949,female,14.25,78.823,1.514,6.036
88,Aricia agestis,Surrey,VC,8,1949,NA,13.209,70.281,1.435,5.975
13,Favonius quercus,Dorset,VC,8,1949,female,16.435,113.649,1.866,5.46
63,Lycaena phlaeas,Hampshire,UA,10,1949,NA,12.96,70.852,2.034,4.386
65,Lycaena phlaeas,Hampshire,UA,9,1949,NA,14.722,84.847,2.285,4.57
88,Lycaena phlaeas,Kent,UA,8,1949,NA,12.638,61.851,1.336,4.521
29,Celastrina argiolus,Hampshire,UA,4,1950,male,15.871,94.597,1.229,5.724
34,Celastrina argiolus,West Sussex,VC,4,1950,male,15.755,102.148,1.215,7.017
92,Favonius quercus,Berkshire,VC,6,1950,female,14.446,93.086,2.199,6.362
93,Favonius quercus,Berkshire,VC,6,1950,female,15.086,106.349,2.147,6.129
98,Favonius quercus,Berkshire,VC,6,1950,male,16.621,123.125,1.888,6.206
99,Favonius quercus,Berkshire,VC,6,1950,male,16.475,120.997,1.94,4.914
82,Lycaena phlaeas,Kent,UA,5,1950,NA,13.912,73.491,2.096,3.864
93,Aricia agestis,Dumfriesshire,VC,6,1951,NA,12.22,54.748,1.196,5.119
94,Aricia agestis,Dumfriesshire,VC,6,1951,NA,12.15,53.447,1.176,5.338
97,Aricia agestis,Dumfriesshire,VC,7,1951,NA,12.207,55.485,1.394,4.402
45,Celastrina argiolus,Kent,UA,5,1951,male,15.837,98.955,1.337,5.325
49,Celastrina argiolus,Kent,UA,8,1951,male,14.839,97.871,1.464,5.198
51,Celastrina argiolus,Kent,UA,9,1951,female,14.99,88.538,1.399,5.279
12,Cupido minimus,Dorset,VC,7,1951,female,11.953,57.242,1.158,4.923
56,Aricia agestis,Kent,UA,8,1952,NA,13.546,72.456,1.534,5.577
89,Lycaena phlaeas,Somerset,UA,7,1952,NA,12.979,65.467,1.531,4.85
3,Polyommatus bellargus,Dorset,VC,5,1953,male,14.221,83.819,1.939,5.197
4,Polyommatus bellargus,Dorset,VC,5,1953,male,15.489,94.119,1.864,6.312
59,Polyommatus bellargus,Dorset,VC,5,1953,male,14.987,84.534,1.654,5.119
60,Polyommatus bellargus,Dorset,VC,5,1953,female,13.19,68.137,2.052,4.722
98,Aricia agestis,Mid Perthshire,VC,6,1953,NA,12.307,54.757,1.175,5.201
53,Lycaena phlaeas,Mid Perthshire,VC,8,1953,NA,14.524,77.461,1.655,5.469
56,Lycaena phlaeas,Fife,UA,9,1953,NA,14.383,82.072,2.054,4.654
74,Lycaena phlaeas,East Sussex,VC,8,1953,NA,13.482,71.229,1.521,4.46
82,Cupido minimus,Surrey,VC,6,1954,male,11.382,47.441,1.073,4.689
25,Cupido minimus,West Sussex,VC,6,1955,female,11.172,49.416,1.196,4.367
41,Cupido minimus,West Sussex,VC,6,1955,female,12.018,54.235,1.272,4.177
72,Lycaena phlaeas,East Sussex,VC,7,1955,NA,12.838,62.649,1.768,4.397
34,Cupido minimus,West Sussex,VC,6,1956,male,10.123,40.833,1.025,4.139
80,Polyommatus bellargus,Berkshire,VC,6,1957,male,14.206,77.893,1.474,5.341
55,Aricia agestis,Oxfordshire,VC,6,1957,NA,11.839,50.025,1.096,4.721
106,Polyommatus icarus,West Sussex,VC,7,1957,male,14.402,78.044,1.215,5.076
36,Celastrina argiolus,West Sussex,VC,8,1957,male,16.325,101.314,1.488,5.194
81,Aricia agestis,Buckinghamshire,VC,8,1958,NA,12.63,58.127,1.275,5.199
85,Polyommatus icarus,Devon,UA,5,1958,female,15.036,83.408,1.932,4.788
10,Cupido minimus,Hampshire,UA,7,1958,female,10.361,37.863,0.968,3.095
75,Aricia agestis,Surrey,VC,5,1959,NA,11.829,55.389,1.454,4.801
81,Lycaena phlaeas,Middlesex,VC,5,1959,NA,14.213,77.347,1.582,5.036
88,Polyommatus bellargus,Kent,UA,9,1960,female,14.657,81.225,1.55,5.445
97,Polyommatus bellargus,Kent,UA,9,1960,male,15.793,97.649,1.34,5.555
64,Polyommatus icarus,Hampshire,UA,8,1960,male,13.292,68.329,1.564,4.665
32,Celastrina argiolus,Hampshire,UA,8,1960,male,16.468,112.072,1.187,6.953
40,Celastrina argiolus,Hampshire,UA,7,1960,male,15.545,102.475,1.399,6.259
73,Lycaena phlaeas,Devon,UA,8,1961,NA,14.167,80.392,1.726,3.991
75,Polyommatus bellargus,Wiltshire,UA,6,1962,female,15.277,83.561,1.693,5.438
100,Aricia agestis,Cumberland,VC,7,1962,NA,12.974,60.518,1.215,4.582
107,Polyommatus icarus,West Sussex,VC,9,1962,female,14.702,81.518,1.459,4.583
112,Polyommatus icarus,Oxfordshire,VC,6,1962,male,14.944,81.831,1.767,5.179
60,Lycaena phlaeas,Hampshire,UA,5,1962,NA,13.801,74.243,1.638,5.03
68,Lycaena phlaeas,Hampshire,UA,5,1962,NA,14.499,84.423,1.928,3.731
77,Lycaena phlaeas,Middlesex,VC,7,1962,NA,12.935,65.592,1.48,5.036
84,Polyommatus bellargus,Berkshire,VC,8,1963,female,15.788,94.615,2.136,6.073
89,Polyommatus bellargus,Berkshire,VC,8,1963,female,13.762,74.695,1.403,5.53
50,Polyommatus bellargus,Dorset,VC,6,1964,female,15.822,93.714,2.287,4.498
77,Polyommatus bellargus,Dorset,VC,6,1964,female,14.726,82.625,2.111,4.74
90,Polyommatus bellargus,East Sussex,VC,8,1964,male,14.224,81.073,1.277,5.196
15,Aricia agestis,Hampshire,UA,8,1964,NA,12.316,56.458,1.238,5.139
17,Aricia agestis,Hampshire,UA,8,1964,NA,12.932,62.569,1.429,5.241
25,Aricia agestis,Hampshire,UA,8,1964,NA,13.789,70.14,1.213,5.674
26,Aricia agestis,Hampshire,UA,9,1964,NA,11.504,51.021,1.289,3.948
36,Aricia agestis,Hampshire,UA,8,1964,NA,11.533,50.635,1.107,4.487
37,Aricia agestis,Hampshire,UA,8,1964,NA,11.444,49.44,1.212,4.467
43,Celastrina argiolus,Middlesex,VC,4,1964,female,14.899,88.563,1.336,5.024
54,Lycaena phlaeas,Suffolk,UA,7,1964,NA,15.427,94.907,1.697,5.533
59,Lycaena phlaeas,Hampshire,UA,8,1964,NA,14.416,77.304,1.385,4.862
74,Polyommatus bellargus,East Sussex,VC,6,1965,male,15.333,88.341,1.613,5.457
91,Aricia agestis,Mid Perthshire,VC,7,1965,NA,12.914,54.301,1.236,4.92
92,Aricia agestis,Mid Perthshire,VC,7,1965,NA,12.512,57.663,1.673,4.103
63,Polyommatus icarus,Argyll,VC,6,1965,male,15.203,86.692,1.973,5.363
69,Polyommatus icarus,East Inverness-shire,VC,6,1965,male,14.714,77.444,1.501,4.851
16,Cupido minimus,Berkshire,VC,NA,1965,male,11.686,52.605,1.101,4.082
51,Polyommatus bellargus,Surrey,VC,6,1966,male,16.51,103.744,1.59,6.362
78,Polyommatus bellargus,North-east Yorkshire,VC,6,1966,male,15.739,92.042,1.394,5.855
14,Aricia agestis,Hampshire,UA,8,1966,NA,11.864,52.397,1.35,4.067
50,Aricia agestis,Isle of Wight,VC,8,1966,NA,13.519,62.691,1.849,4.82
60,Polyommatus icarus,Hampshire,UA,8,1966,male,14.725,81.108,1.706,4.706
76,Polyommatus icarus,Hampshire,UA,9,1966,female,13.529,67.084,1.438,4.604
44,Celastrina argiolus,Middlesex,VC,4,1966,female,15.625,96.749,1.787,5.109
57,Celastrina argiolus,Middlesex,VC,10,1966,male,15.904,103.461,1.42,5.957
58,Celastrina argiolus,Middlesex,VC,10,1966,female,15.6,98.303,1.612,6.131
54,Cupido minimus,Bedfordshire,VC,6,1966,female,10.499,43.649,1.189,3.963
59,Cupido minimus,Bedfordshire,VC,6,1966,male,11.359,47.911,1.139,4.74
93,Lycaena phlaeas,Middlesex,VC,5,1966,NA,14.639,83.689,1.582,4.994
58,Aricia agestis,Cumberland,VC,7,1967,NA,13.106,65.476,1.892,5.379
70,Polyommatus icarus,Hampshire,UA,8,1967,male,14.235,79.658,1.623,5.179
6,Cupido minimus,Hampshire,UA,8,1967,male,10.797,44.708,1.084,4.027
94,Lycaena phlaeas,Middlesex,VC,5,1967,NA,14.061,77.545,1.42,5.077
59,Polyommatus icarus,East Inverness-shire,VC,7,1968,male,15.246,86.488,1.562,5.713
67,Lycaena phlaeas,Hampshire,UA,8,1968,NA,15.89,102.319,1.783,4.925
79,Lycaena phlaeas,Kent,UA,8,1968,NA,12.878,64.562,1.583,4.952
80,Lycaena phlaeas,Kent,UA,8,1968,NA,13.597,73.69,1.85,4.669
37,Celastrina argiolus,Hampshire,UA,8,1969,female,17.82,130.114,1.59,6.105
60,Favonius quercus,Oxfordshire,VC,8,1969,male,16.395,111.803,1.604,5.001
62,Favonius quercus,Oxfordshire,VC,8,1969,female,15.871,105.003,1.81,4.836
63,Favonius quercus,Devon,UA,8,1969,female,14.845,94.742,2.147,4.759
13,Cupido minimus,Dorset,VC,7,1969,female,11.454,49.973,1.14,4.425
51,Lycaena phlaeas,Hampshire,UA,9,1969,NA,13.906,73.706,1.676,5.468
85,Polyommatus bellargus,East Sussex,VC,6,1970,male,14.207,76.777,1.571,5.531
86,Aricia agestis,East Sussex,VC,8,1970,NA,11.927,51.102,1.235,4.661
77,Favonius quercus,Surrey,VC,7,1970,male,15.882,111.152,1.733,5.948
100,Favonius quercus,Hampshire,UA,7,1970,male,16.183,112.178,1.474,5.354
99,Polyommatus bellargus,Kent,UA,6,1971,female,14.716,84.845,1.927,5.906
16,Aricia agestis,Hampshire,UA,8,1971,NA,13.516,65.838,1.289,5.913
18,Aricia agestis,Hampshire,UA,8,1971,NA,12.83,63.686,1.389,5.119
24,Aricia agestis,Wiltshire,UA,5,1971,NA,12.655,58.549,1.448,5.973
27,Aricia agestis,Hampshire,UA,6,1971,NA,13.033,65.544,1.627,4.564
28,Aricia agestis,Hampshire,UA,5,1971,NA,12.633,62.026,1.826,4.583
38,Aricia agestis,Hampshire,UA,8,1971,NA,14.063,78.255,1.786,5.316
66,Polyommatus icarus,Hampshire,UA,9,1971,female,13.525,70.235,1.644,4.192
67,Polyommatus icarus,Hampshire,UA,8,1971,female,13.494,68.612,1.521,4.254
73,Polyommatus icarus,Hampshire,UA,9,1971,male,12.807,61.659,1.397,4.296
74,Polyommatus icarus,Suffolk,UA,6,1971,female,14.532,76.502,1.912,4.932
19,Celastrina argiolus,Hampshire,UA,5,1971,male,15.184,94.537,1.336,5.554
20,Celastrina argiolus,Hampshire,UA,5,1971,male,14.447,84.942,1.251,4.919
21,Celastrina argiolus,Hampshire,UA,5,1971,male,15.805,97.613,1.422,5.999
23,Celastrina argiolus,Hampshire,UA,5,1971,female,15.022,95.487,1.739,5.278
30,Celastrina argiolus,Hampshire,UA,5,1971,female,16.789,105.347,1.824,4.687
33,Celastrina argiolus,Hampshire,UA,8,1971,male,16.807,109.982,1.293,6.253
64,Favonius quercus,Devon,UA,7,1971,male,16.327,111.895,1.81,5.638
46,Cupido minimus,East Sussex,VC,7,1971,male,11.672,52.437,1.197,5.091
57,Lycaena phlaeas,Hampshire,UA,5,1971,NA,15.221,82.688,2.158,4.989
62,Lycaena phlaeas,Hampshire,UA,9,1971,NA,13.839,73.882,1.362,4.799
66,Lycaena phlaeas,Hampshire,UA,8,1971,NA,15.237,96.228,2.452,5.156
69,Lycaena phlaeas,Cornwall,UA,8,1971,NA,14.895,86.889,2.034,5.154
73,Polyommatus bellargus,Wiltshire,UA,7,1972,male,14.353,84.406,1.881,4.364
64,Aricia agestis,Wiltshire,UA,7,1972,NA,11.731,50.891,1.315,4.88
24,Celastrina argiolus,Hampshire,UA,5,1972,female,13.872,81.736,1.441,4.621
71,Polyommatus icarus,Shetland,VC,7,1973,male,17.293,113.964,1.685,6.207
65,Polyommatus icarus,Isles of Scilly,UA,9,1974,male,14.629,79.759,1.48,5.631
70,Favonius quercus,Oxfordshire,VC,7,1974,female,16.1,116.811,2.638,6
83,Polyommatus bellargus,Dorset,VC,9,1975,male,14.483,80.135,1.571,5.596
86,Polyommatus bellargus,Dorset,VC,9,1975,female,14.175,77.155,1.404,4.741
1,Cupido minimus,Dorset,VC,6,1975,male,11.406,49.845,1.044,4.462
82,Polyommatus bellargus,Dorset,VC,5,1976,male,15.144,90.037,1.696,6.262
78,Aricia agestis,Hampshire,UA,5,1976,NA,12.861,64.776,1.573,5.376
91,Celastrina argiolus,Surrey,VC,8,1976,male,16.255,110.429,1.241,6.31
93,Celastrina argiolus,Hampshire,UA,7,1976,female,17.231,116.593,1.656,5.872
61,Favonius quercus,Hampshire,UA,7,1976,female,15.42,105.676,2.199,4.788
69,Favonius quercus,West Sussex,VC,7,1976,female,15.283,102.483,2.432,5.716
71,Favonius quercus,Hampshire,UA,8,1976,female,15.987,105.329,2.897,4.551
81,Favonius quercus,Surrey,VC,6,1976,female,16.875,119.339,1.992,6.001
7,Cupido minimus,Oxfordshire,VC,7,1976,female,10.63,43.863,1.083,4.007
87,Lycaena phlaeas,Derbyshire,VC,8,1976,NA,14.413,87.464,1.87,5.631
87,Polyommatus bellargus,Surrey,VC,9,1977,female,14.24,78.055,1.885,5.658
65,Favonius quercus,West Sussex,VC,7,1977,female,12.925,70.191,1.836,4.939
66,Favonius quercus,West Sussex,VC,7,1977,male,16.288,108.432,1.862,6.262
